,Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,outcome
7269,Application_1848152773,A_Submitted,User_1,2016-03-01 19:12:52.740,2016/03/01 19:12:52.740,
7270,Application_1925948586,A_Create Application,User_28,2016-03-01 19:15:43.234,2016/03/01 19:15:43.234,
7271,Application_1925948586,W_Complete application,User_28,2016-03-01 19:15:43.305,2016/03/01 19:30:23.420,
7272,Application_1925948586,A_Concept,User_28,2016-03-01 19:15:43.308,2016/03/01 19:15:43.308,
7273,Application_1848152773,W_Handle leads,User_24,2016-03-01 19:17:25.928,2016/03/01 19:18:05.002,
7274,Application_1848152773,W_Complete application,User_24,2016-03-01 19:18:05.024,2016/03/01 19:18:05.024,
7275,Application_1848152773,A_Concept,User_24,2016-03-01 19:18:05.032,2016/03/01 19:18:05.032,
7276,Application_754074677,A_Accepted,User_16,2016-03-01 19:19:31.454,2016/03/01 19:19:31.454,
7277,Application_754074677,O_Create Offer,User_16,2016-03-01 19:23:40.439,2016/03/01 19:23:40.439,
7278,Application_754074677,O_Created,User_16,2016-03-01 19:23:41.697,2016/03/01 19:23:41.697,
7279,Application_754074677,O_Sent (mail and online),User_16,2016-03-01 19:24:47.926,2016/03/01 19:24:47.926,
7280,Application_754074677,W_Call after offers,User_16,2016-03-01 19:24:47.983,2016/03/01 19:24:47.983,
7281,Application_754074677,A_Complete,User_16,2016-03-01 19:24:47.986,2016/03/01 19:24:47.986,
7282,Application_1925948586,A_Accepted,User_28,2016-03-01 19:25:15.559,2016/03/01 19:25:15.559,
7283,Application_1925948586,O_Create Offer,User_28,2016-03-01 19:27:34.601,2016/03/01 19:27:34.601,
7284,Application_1925948586,O_Created,User_28,2016-03-01 19:27:35.930,2016/03/01 19:27:35.930,
7285,Application_1925948586,O_Sent (mail and online),User_28,2016-03-01 19:30:23.320,2016/03/01 19:30:23.320,
7286,Application_1925948586,W_Call after offers,User_28,2016-03-01 19:30:23.438,2016/03/01 19:30:23.438,
7287,Application_1925948586,A_Complete,User_28,2016-03-01 19:30:23.442,2016/03/01 19:30:23.442,
7288,Application_391491540,O_Accepted,User_102,2016-03-01 19:33:46.454,2016/03/01 19:33:46.454,True
7289,Application_391491540,A_Pending,User_102,2016-03-01 19:33:46.461,2016/03/01 19:33:46.461,True
7290,Application_635598354,A_Create Application,User_38,2016-03-01 20:04:59.584,2016/03/01 20:04:59.584,
7291,Application_635598354,W_Complete application,User_38,2016-03-01 20:04:59.626,2016/03/01 20:16:04.316,
7292,Application_635598354,A_Concept,User_38,2016-03-01 20:04:59.628,2016/03/01 20:04:59.628,
7293,Application_1848152773,A_Accepted,User_5,2016-03-01 20:07:18.906,2016/03/01 20:07:18.906,
7294,Application_635598354,A_Accepted,User_38,2016-03-01 20:09:23.873,2016/03/01 20:09:23.873,
7295,Application_635598354,O_Create Offer,User_38,2016-03-01 20:15:46.356,2016/03/01 20:15:46.356,
7296,Application_635598354,O_Created,User_38,2016-03-01 20:15:48.149,2016/03/01 20:15:48.149,
7297,Application_635598354,O_Sent (mail and online),User_38,2016-03-01 20:16:04.296,2016/03/01 20:16:04.296,
7298,Application_635598354,W_Call after offers,User_38,2016-03-01 20:16:04.325,2016/03/01 20:16:04.325,
7299,Application_635598354,A_Complete,User_38,2016-03-01 20:16:04.327,2016/03/01 20:16:04.327,
7300,Application_2029401859,A_Create Application,User_24,2016-03-01 20:34:10.276,2016/03/01 20:34:10.276,
7301,Application_2029401859,A_Concept,User_24,2016-03-01 20:34:10.279,2016/03/01 20:34:10.279,
7302,Application_2029401859,W_Complete application,User_24,2016-03-01 20:34:10.287,2016/03/01 20:34:10.287,
7303,Application_1848152773,O_Create Offer,User_4,2016-03-01 20:49:05.339,2016/03/01 20:49:05.339,
7304,Application_1848152773,O_Created,User_4,2016-03-01 20:49:06.592,2016/03/01 20:49:06.592,
7305,Application_1848152773,O_Sent (mail and online),User_4,2016-03-01 20:50:30.053,2016/03/01 20:50:30.053,
7306,Application_1848152773,W_Call after offers,User_4,2016-03-01 20:50:30.092,2016/03/01 20:50:30.092,
7307,Application_1848152773,A_Complete,User_4,2016-03-01 20:50:30.095,2016/03/01 20:50:30.095,
7308,Application_2809731,A_Create Application,User_1,2016-03-01 20:54:42.554,2016/03/01 20:54:42.554,
7309,Application_2809731,A_Submitted,User_1,2016-03-01 20:54:42.677,2016/03/01 20:54:42.677,
7310,Application_2809731,A_Concept,User_1,2016-03-01 20:55:26.252,2016/03/01 20:55:26.252,
7311,Application_761011044,A_Create Application,User_1,2016-03-01 21:08:41.199,2016/03/01 21:08:41.199,
7312,Application_761011044,A_Submitted,User_1,2016-03-01 21:08:41.243,2016/03/01 21:08:41.243,
7313,Application_761011044,A_Concept,User_1,2016-03-01 21:09:16.108,2016/03/01 21:09:16.108,
7314,Application_326334054,W_Complete application,User_39,2016-03-01 21:25:19.521,2016/03/01 21:25:19.521,
7315,Application_1251582652,A_Accepted,User_39,2016-03-01 21:54:25.775,2016/03/01 21:54:25.775,
7316,Application_1463426895,A_Create Application,User_1,2016-03-01 21:57:18.892,2016/03/01 21:57:18.892,
7317,Application_1463426895,A_Submitted,User_1,2016-03-01 21:57:18.957,2016/03/01 21:57:18.957,
7318,Application_1463426895,A_Concept,User_1,2016-03-01 21:58:20.039,2016/03/01 21:58:20.039,
7319,Application_1251582652,O_Create Offer,User_39,2016-03-01 22:05:47.897,2016/03/01 22:05:47.897,
7320,Application_1251582652,O_Created,User_39,2016-03-01 22:05:49.467,2016/03/01 22:05:49.467,
7321,Application_1251582652,O_Sent (mail and online),User_39,2016-03-01 22:07:28.377,2016/03/01 22:07:28.377,
7322,Application_1251582652,W_Call after offers,User_39,2016-03-01 22:07:28.474,2016/03/01 22:07:28.474,
7323,Application_1251582652,A_Complete,User_39,2016-03-01 22:07:28.476,2016/03/01 22:07:28.476,
7324,Application_1729961843,W_Complete application,User_41,2016-03-01 22:10:20.553,2016/03/01 22:21:18.814,
7325,Application_954061667,A_Create Application,User_1,2016-03-01 22:12:43.698,2016/03/01 22:12:43.698,
7326,Application_954061667,A_Submitted,User_1,2016-03-01 22:12:43.789,2016/03/01 22:12:43.789,
7327,Application_954061667,A_Concept,User_1,2016-03-01 22:13:35.063,2016/03/01 22:13:35.063,
7328,Application_1290104721,A_Cancelled,User_3,2016-03-01 22:14:25.448,2016/03/01 22:14:25.448,
7329,Application_1290104721,O_Cancelled,User_3,2016-03-01 22:14:25.487,2016/03/01 22:14:25.487,False
7330,Application_2077342860,A_Create Application,User_47,2016-03-01 22:15:59.099,2016/03/01 22:15:59.099,
7331,Application_2077342860,A_Concept,User_47,2016-03-01 22:15:59.101,2016/03/01 22:15:59.101,
7332,Application_2077342860,W_Complete application,User_47,2016-03-01 22:15:59.109,2016/03/01 22:29:35.520,
7333,Application_1729961843,A_Accepted,User_41,2016-03-01 22:16:13.353,2016/03/01 22:16:13.353,
7334,Application_2077342860,A_Accepted,User_47,2016-03-01 22:19:30.823,2016/03/01 22:19:30.823,
7335,Application_1729961843,O_Create Offer,User_41,2016-03-01 22:20:53.332,2016/03/01 22:20:53.332,
7336,Application_1729961843,O_Created,User_41,2016-03-01 22:20:54.788,2016/03/01 22:20:54.788,
7337,Application_1729961843,O_Sent (mail and online),User_41,2016-03-01 22:21:18.794,2016/03/01 22:21:18.794,
7338,Application_1729961843,W_Call after offers,User_41,2016-03-01 22:21:18.828,2016/03/01 22:21:18.828,
7339,Application_1729961843,A_Complete,User_41,2016-03-01 22:21:18.831,2016/03/01 22:21:18.831,
7340,Application_2077342860,O_Create Offer,User_47,2016-03-01 22:24:22.044,2016/03/01 22:24:22.044,
7341,Application_2077342860,O_Created,User_47,2016-03-01 22:24:23.342,2016/03/01 22:24:23.342,
7342,Application_1811066518,W_Complete application,User_41,2016-03-01 22:28:39.388,2016/03/01 22:28:39.388,
7343,Application_2077342860,O_Sent (mail and online),User_47,2016-03-01 22:29:35.463,2016/03/01 22:29:35.463,
7344,Application_2077342860,W_Call after offers,User_47,2016-03-01 22:29:35.544,2016/03/01 22:29:35.544,
7345,Application_2077342860,A_Complete,User_47,2016-03-01 22:29:35.546,2016/03/01 22:29:35.546,
7346,Application_825594172,W_Complete application,User_39,2016-03-01 22:45:01.721,2016/03/01 23:05:16.782,
7347,Application_825594172,A_Accepted,User_39,2016-03-01 22:57:26.802,2016/03/01 22:57:26.802,
7348,Application_825594172,O_Create Offer,User_39,2016-03-01 23:01:50.562,2016/03/01 23:01:50.562,
7349,Application_825594172,O_Created,User_39,2016-03-01 23:01:51.830,2016/03/01 23:01:51.830,
7350,Application_688077054,A_Create Application,User_1,2016-03-01 23:02:40.272,2016/03/01 23:02:40.272,
7351,Application_688077054,A_Submitted,User_1,2016-03-01 23:02:40.329,2016/03/01 23:02:40.329,
7352,Application_688077054,A_Concept,User_1,2016-03-01 23:03:47.670,2016/03/01 23:03:47.670,
7353,Application_825594172,O_Sent (mail and online),User_39,2016-03-01 23:05:16.762,2016/03/01 23:05:16.762,
7354,Application_825594172,W_Call after offers,User_39,2016-03-01 23:05:16.803,2016/03/01 23:05:16.803,
7355,Application_825594172,A_Complete,User_39,2016-03-01 23:05:16.808,2016/03/01 23:05:16.808,
7356,Application_1444514559,W_Complete application,User_16,2016-03-01 23:08:05.990,2016/03/01 23:17:19.852,
7357,Application_459251295,A_Accepted,User_15,2016-03-01 23:09:09.976,2016/03/01 23:09:09.976,
7358,Application_459251295,O_Create Offer,User_15,2016-03-01 23:15:01.682,2016/03/01 23:15:01.682,
7359,Application_459251295,O_Created,User_15,2016-03-01 23:15:03.062,2016/03/01 23:15:03.062,
7360,Application_459251295,O_Sent (mail and online),User_15,2016-03-01 23:15:15.087,2016/03/01 23:15:15.087,
7361,Application_459251295,W_Call after offers,User_15,2016-03-01 23:15:15.114,2016/03/01 23:15:15.114,
7362,Application_459251295,A_Complete,User_15,2016-03-01 23:15:15.116,2016/03/01 23:15:15.116,
7363,Application_1444514559,A_Accepted,User_16,2016-03-01 23:16:28.726,2016/03/01 23:16:28.726,
7364,Application_1444514559,O_Create Offer,User_16,2016-03-01 23:16:56.154,2016/03/01 23:16:56.154,
7365,Application_1444514559,O_Created,User_16,2016-03-01 23:16:57.522,2016/03/01 23:16:57.522,
7366,Application_1444514559,O_Sent (mail and online),User_16,2016-03-01 23:17:19.826,2016/03/01 23:17:19.826,
7367,Application_1444514559,W_Call after offers,User_16,2016-03-01 23:17:19.888,2016/03/01 23:17:19.888,
7368,Application_1444514559,A_Complete,User_16,2016-03-01 23:17:19.908,2016/03/01 23:17:19.908,
7369,Application_825467260,W_Complete application,User_32,2016-03-01 23:32:26.856,2016/03/01 23:53:52.078,
7370,Application_825467260,A_Accepted,User_32,2016-03-01 23:43:07.177,2016/03/01 23:43:07.177,
7371,Application_825467260,O_Create Offer,User_32,2016-03-01 23:50:55.446,2016/03/01 23:50:55.446,
7372,Application_825467260,O_Created,User_32,2016-03-01 23:50:56.752,2016/03/01 23:50:56.752,
7373,Application_825467260,O_Sent (mail and online),User_32,2016-03-01 23:53:52.050,2016/03/01 23:53:52.050,
7374,Application_825467260,W_Call after offers,User_32,2016-03-01 23:53:52.096,2016/03/01 23:53:52.096,
7375,Application_825467260,A_Complete,User_32,2016-03-01 23:53:52.103,2016/03/01 23:53:52.103,
7376,Application_1170038106,A_Accepted,User_3,2016-03-02 00:02:10.008,2016/03/02 00:02:10.008,
7377,Application_1170038106,O_Create Offer,User_3,2016-03-02 00:03:15.958,2016/03/02 00:03:15.958,
7378,Application_1170038106,O_Created,User_3,2016-03-02 00:03:17.197,2016/03/02 00:03:17.197,
7379,Application_1170038106,O_Sent (mail and online),User_3,2016-03-02 00:03:38.114,2016/03/02 00:03:38.114,
7380,Application_1170038106,W_Call after offers,User_3,2016-03-02 00:03:38.144,2016/03/02 00:03:38.144,
7381,Application_1170038106,A_Complete,User_3,2016-03-02 00:03:38.147,2016/03/02 00:03:38.147,
7382,Application_2097767622,W_Complete application,User_16,2016-03-02 00:19:47.913,2016/03/02 00:19:47.913,
7383,Application_1820421113,A_Accepted,User_32,2016-03-02 00:22:53.580,2016/03/02 00:22:53.580,
7384,Application_1820421113,O_Create Offer,User_32,2016-03-02 00:28:38.438,2016/03/02 00:28:38.438,
7385,Application_1820421113,O_Created,User_32,2016-03-02 00:28:39.780,2016/03/02 00:28:39.780,
7386,Application_1289247242,W_Complete application,User_24,2016-03-02 00:29:19.694,2016/03/02 00:42:46.341,
7387,Application_1820421113,O_Sent (mail and online),User_32,2016-03-02 00:30:18.783,2016/03/02 00:30:18.783,
7388,Application_1820421113,W_Call after offers,User_32,2016-03-02 00:30:18.812,2016/03/02 00:30:18.812,
7389,Application_1820421113,A_Complete,User_32,2016-03-02 00:30:18.814,2016/03/02 00:30:18.814,
7390,Application_1440023142,A_Accepted,User_16,2016-03-02 00:33:15.602,2016/03/02 00:33:15.602,
7391,Application_1440023142,O_Create Offer,User_16,2016-03-02 00:34:12.925,2016/03/02 00:34:12.925,
7392,Application_1440023142,O_Created,User_16,2016-03-02 00:34:14.345,2016/03/02 00:34:14.345,
7393,Application_1440023142,O_Sent (mail and online),User_16,2016-03-02 00:34:50.345,2016/03/02 00:34:50.345,
7394,Application_1440023142,W_Call after offers,User_16,2016-03-02 00:34:50.390,2016/03/02 00:34:50.390,
7395,Application_1440023142,A_Complete,User_16,2016-03-02 00:34:50.395,2016/03/02 00:34:50.395,
7396,Application_1289247242,A_Accepted,User_24,2016-03-02 00:40:02.919,2016/03/02 00:40:02.919,
7397,Application_1289247242,O_Create Offer,User_24,2016-03-02 00:42:04.363,2016/03/02 00:42:04.363,
7398,Application_1289247242,O_Created,User_24,2016-03-02 00:42:05.618,2016/03/02 00:42:05.618,
7399,Application_1289247242,O_Sent (mail and online),User_24,2016-03-02 00:42:46.308,2016/03/02 00:42:46.308,
7400,Application_1289247242,W_Call after offers,User_24,2016-03-02 00:42:46.387,2016/03/02 00:42:46.387,
7401,Application_1289247242,A_Complete,User_24,2016-03-02 00:42:46.401,2016/03/02 00:42:46.401,
7402,Application_1218093489,A_Accepted,User_3,2016-03-02 01:08:24.333,2016/03/02 01:08:24.333,
7403,Application_1218093489,O_Create Offer,User_3,2016-03-02 01:10:42.787,2016/03/02 01:10:42.787,
7404,Application_1218093489,O_Created,User_3,2016-03-02 01:10:44.157,2016/03/02 01:10:44.157,
7405,Application_1218093489,O_Sent (mail and online),User_3,2016-03-02 01:11:12.340,2016/03/02 01:11:12.340,
7406,Application_1218093489,W_Call after offers,User_3,2016-03-02 01:11:12.379,2016/03/02 01:11:12.379,
7407,Application_1218093489,A_Complete,User_3,2016-03-02 01:11:12.381,2016/03/02 01:11:12.381,
7408,Application_421941130,A_Create Application,User_1,2016-03-02 02:01:40.991,2016/03/02 02:01:40.991,
7409,Application_421941130,A_Submitted,User_1,2016-03-02 02:01:41.043,2016/03/02 02:01:41.043,
7410,Application_421941130,A_Concept,User_1,2016-03-02 02:02:41.654,2016/03/02 02:02:41.654,
7411,Application_52646768,W_Complete application,User_32,2016-03-02 02:04:30.681,2016/03/02 02:16:54.534,
7412,Application_52646768,A_Accepted,User_32,2016-03-02 02:13:57.545,2016/03/02 02:13:57.545,
7413,Application_52646768,O_Create Offer,User_32,2016-03-02 02:14:55.895,2016/03/02 02:14:55.895,
7414,Application_52646768,O_Created,User_32,2016-03-02 02:14:57.417,2016/03/02 02:14:57.417,
7415,Application_52646768,O_Sent (mail and online),User_32,2016-03-02 02:16:54.502,2016/03/02 02:16:54.502,
7416,Application_52646768,W_Call after offers,User_32,2016-03-02 02:16:54.553,2016/03/02 02:16:54.553,
7417,Application_52646768,A_Complete,User_32,2016-03-02 02:16:54.556,2016/03/02 02:16:54.556,
7418,Application_1870548201,A_Create Application,User_22,2016-03-02 02:50:30.007,2016/03/02 02:50:30.007,
7419,Application_1870548201,W_Complete application,User_22,2016-03-02 02:50:30.018,2016/03/02 03:00:52.641,
7420,Application_1870548201,A_Concept,User_22,2016-03-02 02:50:30.020,2016/03/02 02:50:30.020,
7421,Application_1870548201,A_Accepted,User_22,2016-03-02 02:54:38.385,2016/03/02 02:54:38.385,
7422,Application_1870548201,O_Create Offer,User_22,2016-03-02 03:00:13.072,2016/03/02 03:00:13.072,
7423,Application_1870548201,O_Created,User_22,2016-03-02 03:00:14.541,2016/03/02 03:00:14.541,
7424,Application_1870548201,O_Create Offer,User_22,2016-03-02 03:00:31.610,2016/03/02 03:00:31.610,
7425,Application_1870548201,O_Created,User_22,2016-03-02 03:00:32.872,2016/03/02 03:00:32.872,
7426,Application_1870548201,O_Sent (mail and online),User_22,2016-03-02 03:00:52.623,2016/03/02 03:00:52.623,
7427,Application_1870548201,O_Sent (mail and online),User_22,2016-03-02 03:00:52.625,2016/03/02 03:00:52.625,
7428,Application_1870548201,W_Call after offers,User_22,2016-03-02 03:00:52.651,2016/03/02 03:00:52.651,
7429,Application_1870548201,A_Complete,User_22,2016-03-02 03:00:52.653,2016/03/02 03:00:52.653,
7430,Application_1319938947,A_Create Application,User_1,2016-03-02 03:23:07.259,2016/03/02 03:23:07.259,
7431,Application_1319938947,A_Submitted,User_1,2016-03-02 03:23:07.299,2016/03/02 03:23:07.299,
7432,Application_2036172797,A_Create Application,User_1,2016-03-02 03:31:42.212,2016/03/02 03:31:42.212,
7433,Application_2036172797,A_Submitted,User_1,2016-03-02 03:31:42.261,2016/03/02 03:31:42.261,
7434,Application_2809731,W_Complete application,User_3,2016-03-02 04:37:12.924,2016/03/02 04:49:02.617,
7435,Application_761011044,W_Complete application,User_49,2016-03-02 04:44:34.135,2016/03/02 04:44:34.135,
7436,Application_2809731,A_Accepted,User_3,2016-03-02 04:48:04.295,2016/03/02 04:48:04.295,
7437,Application_2809731,O_Create Offer,User_3,2016-03-02 04:48:43.670,2016/03/02 04:48:43.670,
7438,Application_2809731,O_Created,User_3,2016-03-02 04:48:44.888,2016/03/02 04:48:44.888,
7439,Application_2809731,O_Sent (mail and online),User_3,2016-03-02 04:49:02.600,2016/03/02 04:49:02.600,
7440,Application_2809731,W_Call after offers,User_3,2016-03-02 04:49:02.626,2016/03/02 04:49:02.626,
7441,Application_2809731,A_Complete,User_3,2016-03-02 04:49:02.630,2016/03/02 04:49:02.630,
7442,Application_437406188,A_Create Application,User_1,2016-03-02 06:07:06.663,2016/03/02 06:07:06.663,
7443,Application_437406188,A_Submitted,User_1,2016-03-02 06:07:06.705,2016/03/02 06:07:06.705,
7444,Application_437406188,A_Concept,User_1,2016-03-02 06:07:40.709,2016/03/02 06:07:40.709,
7445,Application_1093060585,A_Create Application,User_1,2016-03-02 08:38:43.563,2016/03/02 08:38:43.563,
7446,Application_1093060585,A_Submitted,User_1,2016-03-02 08:38:43.603,2016/03/02 08:38:43.603,
7447,Application_1093060585,A_Concept,User_1,2016-03-02 08:40:13.001,2016/03/02 08:40:13.001,
7448,Application_1617275288,O_Accepted,User_87,2016-03-02 15:48:32.720,2016/03/02 15:48:32.720,True
7449,Application_1617275288,A_Pending,User_87,2016-03-02 15:48:32.726,2016/03/02 15:48:32.726,True
7450,Application_1486012301,A_Cancelled,User_1,2016-03-02 16:00:54.092,2016/03/02 16:00:54.092,
7451,Application_1486012301,O_Cancelled,User_1,2016-03-02 16:00:54.130,2016/03/02 16:00:54.130,False
7452,Application_688077054,W_Complete application,User_22,2016-03-02 17:06:38.596,2016/03/02 17:06:38.596,
7453,Application_1463426895,W_Complete application,User_17,2016-03-02 17:24:11.121,2016/03/02 17:24:11.121,
7454,Application_2022478392,A_Create Application,User_16,2016-03-02 17:25:31.959,2016/03/02 17:25:31.959,
7455,Application_2022478392,A_Concept,User_16,2016-03-02 17:25:31.977,2016/03/02 17:25:31.977,
7456,Application_2022478392,W_Complete application,User_16,2016-03-02 17:25:32.071,2016/03/02 17:25:32.071,
7457,Application_954061667,W_Complete application,User_17,2016-03-02 17:33:27.286,2016/03/02 17:33:27.286,
7458,Application_2029401859,A_Accepted,User_2,2016-03-02 18:09:41.119,2016/03/02 18:09:41.119,
7459,Application_2029401859,O_Create Offer,User_2,2016-03-02 18:10:50.924,2016/03/02 18:10:50.924,
7460,Application_2029401859,O_Created,User_2,2016-03-02 18:10:52.308,2016/03/02 18:10:52.308,
7461,Application_2029401859,O_Sent (mail and online),User_2,2016-03-02 18:11:03.912,2016/03/02 18:11:03.912,
7462,Application_2029401859,W_Call after offers,User_2,2016-03-02 18:11:03.950,2016/03/02 18:11:03.950,
7463,Application_2029401859,A_Complete,User_2,2016-03-02 18:11:03.953,2016/03/02 18:11:03.953,
7464,Application_693515426,O_Accepted,User_99,2016-03-02 18:16:16.812,2016/03/02 18:16:16.812,True
7465,Application_693515426,A_Pending,User_99,2016-03-02 18:16:17.142,2016/03/02 18:16:17.142,True
7466,Application_2072748868,W_Validate application,User_87,2016-03-02 18:27:21.615,2016/03/04 21:08:17.567,
7467,Application_2072748868,A_Validating,User_113,2016-03-02 18:27:22.514,2016/03/02 18:27:22.514,
7468,Application_2072748868,O_Returned,User_113,2016-03-02 18:27:35.410,2016/03/02 18:27:35.410,
7469,Application_770279826,A_Create Application,User_15,2016-03-02 18:35:29.677,2016/03/02 18:35:29.677,
7470,Application_770279826,W_Complete application,User_15,2016-03-02 18:35:29.718,2016/03/02 18:42:07.031,
7471,Application_770279826,A_Concept,User_15,2016-03-02 18:35:29.727,2016/03/02 18:35:29.727,
7472,Application_1429765484,O_Accepted,User_30,2016-03-02 18:36:27.797,2016/03/02 18:36:27.797,True
7473,Application_1429765484,A_Pending,User_30,2016-03-02 18:36:27.800,2016/03/02 18:36:27.800,True
7474,Application_1811066518,A_Accepted,User_5,2016-03-02 18:37:50.881,2016/03/02 18:37:50.881,
7475,Application_770279826,A_Accepted,User_15,2016-03-02 18:38:21.685,2016/03/02 18:38:21.685,
7476,Application_1811066518,O_Create Offer,User_5,2016-03-02 18:39:10.524,2016/03/02 18:39:10.524,
7477,Application_1811066518,O_Created,User_5,2016-03-02 18:39:11.883,2016/03/02 18:39:11.883,
7478,Application_1811066518,O_Sent (mail and online),User_5,2016-03-02 18:39:35.237,2016/03/02 18:39:35.237,
7479,Application_1811066518,W_Call after offers,User_5,2016-03-02 18:39:35.378,2016/03/02 18:39:35.378,
7480,Application_1811066518,A_Complete,User_5,2016-03-02 18:39:35.383,2016/03/02 18:39:35.383,
7481,Application_770279826,O_Create Offer,User_15,2016-03-02 18:41:47.796,2016/03/02 18:41:47.796,
7482,Application_770279826,O_Created,User_15,2016-03-02 18:41:49.259,2016/03/02 18:41:49.259,
7483,Application_770279826,O_Sent (mail and online),User_15,2016-03-02 18:42:07.015,2016/03/02 18:42:07.015,
7484,Application_770279826,W_Call after offers,User_15,2016-03-02 18:42:07.041,2016/03/02 18:42:07.041,
7485,Application_770279826,A_Complete,User_15,2016-03-02 18:42:07.043,2016/03/02 18:42:07.043,
7486,Application_1463426895,A_Accepted,User_5,2016-03-02 18:44:52.206,2016/03/02 18:44:52.206,
7487,Application_1463426895,O_Create Offer,User_5,2016-03-02 18:47:53.273,2016/03/02 18:47:53.273,
7488,Application_1463426895,O_Created,User_5,2016-03-02 18:47:54.596,2016/03/02 18:47:54.596,
7489,Application_1463426895,O_Sent (mail and online),User_5,2016-03-02 18:48:06.292,2016/03/02 18:48:06.292,
7490,Application_1463426895,W_Call after offers,User_5,2016-03-02 18:48:06.336,2016/03/02 18:48:06.336,
7491,Application_1463426895,A_Complete,User_5,2016-03-02 18:48:06.339,2016/03/02 18:48:06.339,
7492,Application_2097767622,A_Accepted,User_14,2016-03-02 18:49:04.104,2016/03/02 18:49:04.104,
7493,Application_2097767622,O_Create Offer,User_14,2016-03-02 18:51:17.267,2016/03/02 18:51:17.267,
7494,Application_2097767622,O_Created,User_14,2016-03-02 18:51:18.648,2016/03/02 18:51:18.648,
7495,Application_2097767622,O_Sent (mail and online),User_14,2016-03-02 18:51:29.416,2016/03/02 18:51:29.416,
7496,Application_761011044,A_Accepted,User_2,2016-03-02 19:01:19.462,2016/03/02 19:01:19.462,
7497,Application_421941130,W_Complete application,User_49,2016-03-02 19:01:38.079,2016/03/03 23:48:59.562,
7498,Application_761011044,O_Create Offer,User_2,2016-03-02 19:03:23.317,2016/03/02 19:03:23.317,
7499,Application_761011044,O_Created,User_2,2016-03-02 19:03:24.612,2016/03/02 19:03:24.612,
7500,Application_761011044,O_Sent (mail and online),User_2,2016-03-02 19:03:40.124,2016/03/02 19:03:40.124,
7501,Application_761011044,W_Call after offers,User_2,2016-03-02 19:03:40.169,2016/03/02 19:03:40.169,
7502,Application_761011044,A_Complete,User_2,2016-03-02 19:03:40.172,2016/03/02 19:03:40.172,
7503,Application_857861327,W_Validate application,User_117,2016-03-02 19:04:48.747,2016/03/02 19:04:48.747,
7504,Application_857861327,A_Validating,User_117,2016-03-02 19:04:49.965,2016/03/02 19:04:49.965,
7505,Application_857861327,O_Returned,User_117,2016-03-02 19:05:04.514,2016/03/02 19:05:04.514,
7506,Application_700477564,O_Accepted,User_30,2016-03-02 19:35:24.957,2016/03/02 19:35:24.957,True
7507,Application_700477564,A_Pending,User_30,2016-03-02 19:35:24.963,2016/03/02 19:35:24.963,True
7508,Application_129006948,W_Validate application,User_112,2016-03-02 19:47:41.809,2016/03/02 19:47:41.809,
7509,Application_129006948,A_Validating,User_112,2016-03-02 19:47:42.556,2016/03/02 19:47:42.556,
7510,Application_129006948,O_Returned,User_112,2016-03-02 19:48:08.130,2016/03/02 19:48:08.130,
7511,Application_437406188,W_Complete application,User_17,2016-03-02 19:57:14.409,2016/03/02 19:57:14.409,
7512,Application_2078811820,A_Create Application,User_1,2016-03-02 20:03:24.695,2016/03/02 20:03:24.695,
7513,Application_2078811820,A_Submitted,User_1,2016-03-02 20:03:24.786,2016/03/02 20:03:24.786,
7514,Application_2078811820,A_Concept,User_1,2016-03-02 20:04:41.055,2016/03/02 20:04:41.055,
7515,Application_1230849390,W_Validate application,User_112,2016-03-02 20:11:32.163,2016/03/02 20:11:32.163,
7516,Application_1230849390,A_Validating,User_112,2016-03-02 20:11:33.046,2016/03/02 20:11:33.046,
7517,Application_1230849390,O_Returned,User_112,2016-03-02 20:12:05.355,2016/03/02 20:12:05.355,
7518,Application_957475762,O_Accepted,User_87,2016-03-02 21:15:12.836,2016/03/02 21:15:12.836,True
7519,Application_957475762,A_Pending,User_87,2016-03-02 21:15:12.845,2016/03/02 21:15:12.845,True
7520,Application_2104453618,O_Accepted,User_29,2016-03-02 21:22:19.081,2016/03/02 21:22:19.081,True
7521,Application_2104453618,A_Pending,User_29,2016-03-02 21:22:19.084,2016/03/02 21:22:19.084,True
7522,Application_949002890,W_Validate application,User_116,2016-03-02 21:39:31.950,2016/03/02 21:39:31.950,
7523,Application_949002890,A_Validating,User_116,2016-03-02 21:39:33.007,2016/03/02 21:39:33.007,
7524,Application_949002890,O_Returned,User_116,2016-03-02 21:40:51.157,2016/03/02 21:40:51.157,
7525,Application_437406188,A_Accepted,User_5,2016-03-02 21:45:29.787,2016/03/02 21:45:29.787,
7526,Application_437406188,O_Create Offer,User_5,2016-03-02 21:49:51.372,2016/03/02 21:49:51.372,
7527,Application_437406188,O_Created,User_5,2016-03-02 21:49:52.654,2016/03/02 21:49:52.654,
7528,Application_437406188,O_Sent (mail and online),User_5,2016-03-02 21:51:09.266,2016/03/02 21:51:09.266,
7529,Application_437406188,W_Call after offers,User_5,2016-03-02 21:51:09.296,2016/03/02 21:51:09.296,
7530,Application_437406188,A_Complete,User_5,2016-03-02 21:51:09.298,2016/03/02 21:51:09.298,
7531,Application_421059645,A_Create Application,User_1,2016-03-02 21:54:14.903,2016/03/02 21:54:14.903,
7532,Application_421059645,A_Submitted,User_1,2016-03-02 21:54:14.947,2016/03/02 21:54:14.947,
