Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,outcome
b1_409,Check__application__form_completeness,,2004-03-08 23:56:21,Variant 11,11,
b1_408,Check_if_home_insurance_quote_is_requested,,2004-03-08 23:57:59,Variant 4,4,
b1_409,Appraise_property,,2004-03-08 23:58:06,Variant 11,11,
b1_412,Loan__application_received,,2004-03-09 00:00:00,Variant 2,2,
b1_411,Appraise_property,,2004-03-09 00:00:31,Variant 1,1,
b1_404,Check_if_home_insurance_quote_is_requested,,2004-03-09 00:06:47,Variant 26,26,
b1_409,Check_credit_history,,2004-03-09 00:13:04,Variant 11,11,
b1_410,Assess_loan_risk,,2004-03-09 00:13:04,Variant 2,2,
b1_404,Send_acceptance_pack,,2004-03-09 00:14:27,Variant 26,26,
b1_406,Prepare_acceptance_pack,,2004-03-09 00:15:59,Variant 10,10,
b1_411,Check_credit_history,,2004-03-09 00:19:13,Variant 1,1,
b1_413,Loan__application_received,,2004-03-09 00:30:00,Variant 11,11,
b1_409,Assess_loan_risk,,2004-03-09 00:30:42,Variant 11,11,
b1_402,Return_application_back_to_applicant,,2004-03-09 00:33:38,Variant 83,83,
b1_408,Send_acceptance_pack,,2004-03-09 00:35:28,Variant 4,4,
b1_410,Assess_eligibility,,2004-03-09 00:37:08,Variant 2,2,
b1_402,Receive_updated_application,,2004-03-09 00:38:26,Variant 83,83,
b1_411,Assess_loan_risk,,2004-03-09 00:43:51,Variant 1,1,
b1_402,Check__application__form_completeness,,2004-03-09 00:44:28,Variant 83,83,
b1_402,Check_credit_history,,2004-03-09 00:48:54,Variant 83,83,
b1_408,Verify_repayment_agreement,,2004-03-09 00:50:14,Variant 4,4,
b1_412,Check__application__form_completeness,,2004-03-09 00:51:34,Variant 2,2,
b1_413,Check__application__form_completeness,,2004-03-09 00:54:16,Variant 11,11,
b1_406,Check_if_home_insurance_quote_is_requested,,2004-03-09 00:58:44,Variant 10,10,
b1_402,Appraise_property,,2004-03-09 00:59:41,Variant 83,83,
b1_414,Loan__application_received,,2004-03-09 01:00:00,Variant 3,3,
b1_402,Assess_loan_risk,,2004-03-09 01:00:44,Variant 83,83,
b1_409,Assess_eligibility,,2004-03-09 01:03:06,Variant 11,11,
b1_414,Check__application__form_completeness,,2004-03-09 01:08:07,Variant 3,3,
b1_402,Assess_eligibility,,2004-03-09 01:10:06,Variant 83,83,
b1_414,Check_credit_history,,2004-03-09 01:10:32,Variant 3,3,
b1_402,Loan_application_rejected,,2004-03-09 01:12:03,Variant 83,83,False
b1_402,Reject_application,,2004-03-09 01:12:03,Variant 83,83,
b1_413,Appraise_property,,2004-03-09 01:18:57,Variant 11,11,
b1_404,Verify_repayment_agreement,,2004-03-09 01:21:15,Variant 26,26,
b1_406,Send_acceptance_pack,,2004-03-09 01:22:38,Variant 10,10,
b1_413,Check_credit_history,,2004-03-09 01:26:00,Variant 11,11,
b1_412,Check_credit_history,,2004-03-09 01:29:23,Variant 2,2,
b1_415,Loan__application_received,,2004-03-09 01:30:00,Variant 12,12,
b1_414,Assess_loan_risk,,2004-03-09 01:30:28,Variant 3,3,
b1_406,Verify_repayment_agreement,,2004-03-09 01:33:44,Variant 10,10,
b1_411,Assess_eligibility,,2004-03-09 01:34:06,Variant 1,1,
b1_411,Reject_application,,2004-03-09 01:39:10,Variant 1,1,False
b1_411,Loan_application_rejected,,2004-03-09 01:39:10,Variant 1,1,
b1_410,Loan_application_rejected,,2004-03-09 01:45:38,Variant 2,2,False
b1_410,Reject_application,,2004-03-09 01:45:38,Variant 2,2,
b1_409,Prepare_acceptance_pack,,2004-03-09 01:46:08,Variant 11,11,
b1_406,Loan__application_canceled,,2004-03-09 01:52:33,Variant 10,10,
b1_406,Cancel_application,,2004-03-09 01:52:33,Variant 10,10,False
b1_414,Appraise_property,,2004-03-09 01:52:33,Variant 3,3,
b1_404,Cancel_application,,2004-03-09 01:53:09,Variant 26,26,False
b1_404,Loan__application_canceled,,2004-03-09 01:53:09,Variant 26,26,
b1_409,Check_if_home_insurance_quote_is_requested,,2004-03-09 01:56:06,Variant 11,11,
b1_416,Loan__application_received,,2004-03-09 02:00:00,Variant 4,4,
b1_408,Cancel_application,,2004-03-09 18:00:12,Variant 4,4,
b1_408,Loan__application_canceled,,2004-03-09 18:00:12,Variant 4,4,False
b1_413,Assess_loan_risk,,2004-03-09 18:05:40,Variant 11,11,
b1_412,Appraise_property,,2004-03-09 18:09:11,Variant 2,2,
b1_415,Check__application__form_completeness,,2004-03-09 18:16:40,Variant 12,12,
b1_412,Assess_loan_risk,,2004-03-09 18:21:21,Variant 2,2,
b1_409,Send_home_insurance_quote,,2004-03-09 18:27:51,Variant 11,11,
b1_417,Loan__application_received,,2004-03-09 18:30:00,Variant 12,12,
b1_414,Assess_eligibility,,2004-03-09 18:37:15,Variant 3,3,
b1_414,Loan_application_rejected,,2004-03-09 18:37:29,Variant 3,3,
b1_414,Reject_application,,2004-03-09 18:37:29,Variant 3,3,False
b1_412,Assess_eligibility,,2004-03-09 18:39:38,Variant 2,2,
b1_409,Verify_repayment_agreement,,2004-03-09 18:41:45,Variant 11,11,
b1_415,Return_application_back_to_applicant,,2004-03-09 18:42:22,Variant 12,12,
b1_417,Check__application__form_completeness,,2004-03-09 18:43:47,Variant 12,12,
b1_409,Loan__application_approved,,2004-03-09 18:52:43,Variant 11,11,
b1_409,Approve_application,,2004-03-09 18:52:43,Variant 11,11,True
b1_413,Assess_eligibility,,2004-03-09 18:57:06,Variant 11,11,
b1_417,Return_application_back_to_applicant,,2004-03-09 18:58:39,Variant 12,12,
b1_418,Loan__application_received,,2004-03-09 19:00:00,Variant 8,8,
b1_415,Receive_updated_application,,2004-03-09 19:01:10,Variant 12,12,
b1_415,Check__application__form_completeness,,2004-03-09 19:02:48,Variant 12,12,
b1_418,Check__application__form_completeness,,2004-03-09 19:07:38,Variant 8,8,
b1_418,Check_credit_history,,2004-03-09 19:08:13,Variant 8,8,
b1_418,Assess_loan_risk,,2004-03-09 19:20:39,Variant 8,8,
b1_413,Prepare_acceptance_pack,,2004-03-09 19:20:56,Variant 11,11,
b1_416,Check__application__form_completeness,,2004-03-09 19:29:07,Variant 4,4,
b1_419,Loan__application_received,,2004-03-09 19:30:00,Variant 2,2,
b1_417,Receive_updated_application,,2004-03-09 19:30:01,Variant 12,12,
b1_416,Appraise_property,,2004-03-09 19:39:08,Variant 4,4,
b1_413,Check_if_home_insurance_quote_is_requested,,2004-03-09 19:39:47,Variant 11,11,
b1_413,Send_home_insurance_quote,,2004-03-09 19:40:20,Variant 11,11,
b1_417,Check__application__form_completeness,,2004-03-09 19:43:32,Variant 12,12,
b1_415,Appraise_property,,2004-03-09 19:49:56,Variant 12,12,
b1_416,Check_credit_history,,2004-03-09 19:53:37,Variant 4,4,
b1_417,Appraise_property,,2004-03-09 19:56:55,Variant 12,12,
b1_413,Verify_repayment_agreement,,2004-03-09 19:59:12,Variant 11,11,
b1_420,Loan__application_received,,2004-03-09 20:00:00,Variant 1,1,
b1_412,Loan_application_rejected,,2004-03-09 20:01:44,Variant 2,2,False
b1_412,Reject_application,,2004-03-09 20:01:44,Variant 2,2,
b1_420,Check__application__form_completeness,,2004-03-09 20:07:13,Variant 1,1,
b1_420,Appraise_property,,2004-03-09 20:12:54,Variant 1,1,
b1_418,Appraise_property,,2004-03-09 20:16:39,Variant 8,8,
b1_416,Assess_loan_risk,,2004-03-09 20:16:49,Variant 4,4,
b1_419,Check__application__form_completeness,,2004-03-09 20:18:38,Variant 2,2,
b1_415,Check_credit_history,,2004-03-09 20:25:15,Variant 12,12,
b1_420,Check_credit_history,,2004-03-09 20:28:34,Variant 1,1,
b1_421,Loan__application_received,,2004-03-09 20:30:00,Variant 11,11,
b1_419,Check_credit_history,,2004-03-09 20:34:44,Variant 2,2,
b1_419,Appraise_property,,2004-03-09 20:34:48,Variant 2,2,
b1_416,Assess_eligibility,,2004-03-09 20:35:56,Variant 4,4,
b1_413,Loan__application_approved,,2004-03-09 20:39:42,Variant 11,11,
b1_413,Approve_application,,2004-03-09 20:39:42,Variant 11,11,True
b1_420,Assess_loan_risk,,2004-03-09 20:51:32,Variant 1,1,
b1_420,Assess_eligibility,,2004-03-09 20:51:50,Variant 1,1,
b1_419,Assess_loan_risk,,2004-03-09 20:54:10,Variant 2,2,
b1_415,Assess_loan_risk,,2004-03-09 20:56:20,Variant 12,12,
b1_419,Assess_eligibility,,2004-03-09 20:59:20,Variant 2,2,
b1_422,Loan__application_received,,2004-03-09 21:00:00,Variant 5,5,
b1_416,Prepare_acceptance_pack,,2004-03-09 21:05:09,Variant 4,4,
b1_422,Check__application__form_completeness,,2004-03-09 21:12:14,Variant 5,5,
b1_417,Check_credit_history,,2004-03-09 21:16:24,Variant 12,12,
b1_419,Loan_application_rejected,,2004-03-09 21:18:17,Variant 2,2,
b1_419,Reject_application,,2004-03-09 21:18:17,Variant 2,2,False
b1_415,Assess_eligibility,,2004-03-09 21:20:13,Variant 12,12,
b1_422,Appraise_property,,2004-03-09 21:22:43,Variant 5,5,
b1_421,Check__application__form_completeness,,2004-03-09 21:26:31,Variant 11,11,
b1_423,Loan__application_received,,2004-03-09 21:30:00,Variant 3,3,
b1_421,Appraise_property,,2004-03-09 21:32:00,Variant 11,11,
b1_415,Reject_application,,2004-03-09 21:34:21,Variant 12,12,False
b1_415,Loan_application_rejected,,2004-03-09 21:34:21,Variant 12,12,
b1_423,Check__application__form_completeness,,2004-03-09 21:35:55,Variant 3,3,
b1_423,Check_credit_history,,2004-03-09 21:40:48,Variant 3,3,
b1_420,Loan_application_rejected,,2004-03-09 21:48:21,Variant 1,1,False
b1_420,Reject_application,,2004-03-09 21:48:21,Variant 1,1,
b1_421,Check_credit_history,,2004-03-09 21:57:12,Variant 11,11,
b1_416,Check_if_home_insurance_quote_is_requested,,2004-03-09 21:57:46,Variant 4,4,
b1_424,Loan__application_received,,2004-03-09 22:00:00,Variant 2,2,
b1_423,Assess_loan_risk,,2004-03-09 22:00:14,Variant 3,3,
b1_417,Assess_loan_risk,,2004-03-09 22:05:29,Variant 12,12,
b1_424,Check__application__form_completeness,,2004-03-09 22:12:51,Variant 2,2,
b1_416,Send_acceptance_pack,,2004-03-09 22:13:21,Variant 4,4,
b1_423,Appraise_property,,2004-03-09 22:13:30,Variant 3,3,
b1_416,Verify_repayment_agreement,,2004-03-09 22:16:46,Variant 4,4,
b1_422,Check_credit_history,,2004-03-09 22:18:00,Variant 5,5,
b1_423,Assess_eligibility,,2004-03-09 22:18:06,Variant 3,3,
b1_421,Assess_loan_risk,,2004-03-09 22:19:59,Variant 11,11,
b1_424,Check_credit_history,,2004-03-09 22:20:45,Variant 2,2,
b1_416,Cancel_application,,2004-03-09 22:20:48,Variant 4,4,False
b1_416,Loan__application_canceled,,2004-03-09 22:20:48,Variant 4,4,
b1_418,Assess_eligibility,,2004-03-09 22:26:09,Variant 8,8,
b1_425,Loan__application_received,,2004-03-09 22:30:00,Variant 1,1,
b1_418,Prepare_acceptance_pack,,2004-03-09 22:30:17,Variant 8,8,
b1_425,Check__application__form_completeness,,2004-03-09 22:32:39,Variant 1,1,
b1_423,Reject_application,,2004-03-09 22:44:18,Variant 3,3,False
b1_423,Loan_application_rejected,,2004-03-09 22:44:18,Variant 3,3,
b1_418,Check_if_home_insurance_quote_is_requested,,2004-03-09 22:45:06,Variant 8,8,
b1_424,Appraise_property,,2004-03-09 22:47:29,Variant 2,2,
b1_424,Assess_loan_risk,,2004-03-09 22:48:19,Variant 2,2,
b1_424,Assess_eligibility,,2004-03-09 22:56:44,Variant 2,2,
b1_426,Loan__application_received,,2004-03-09 23:00:00,Variant 7,7,
b1_426,Check__application__form_completeness,,2004-03-09 23:04:49,Variant 7,7,
b1_418,Send_home_insurance_quote,,2004-03-09 23:05:46,Variant 8,8,
b1_424,Loan_application_rejected,,2004-03-09 23:10:50,Variant 2,2,False
b1_424,Reject_application,,2004-03-09 23:10:50,Variant 2,2,
b1_417,Assess_eligibility,,2004-03-09 23:11:30,Variant 12,12,
b1_426,Appraise_property,,2004-03-09 23:14:02,Variant 7,7,
b1_425,Appraise_property,,2004-03-09 23:19:47,Variant 1,1,
b1_417,Reject_application,,2004-03-09 23:24:31,Variant 12,12,
b1_417,Loan_application_rejected,,2004-03-09 23:24:31,Variant 12,12,False
b1_427,Loan__application_received,,2004-03-09 23:30:00,Variant 10,10,
b1_425,Check_credit_history,,2004-03-09 23:33:59,Variant 1,1,
b1_425,Assess_loan_risk,,2004-03-09 23:35:12,Variant 1,1,
b1_425,Assess_eligibility,,2004-03-09 23:43:12,Variant 1,1,
b1_421,Assess_eligibility,,2004-03-09 23:51:12,Variant 11,11,
b1_418,Verify_repayment_agreement,,2004-03-09 23:51:31,Variant 8,8,
b1_428,Loan__application_received,,2004-03-10 00:00:00,Variant 1,1,
b1_428,Check__application__form_completeness,,2004-03-10 00:02:46,Variant 1,1,
b1_422,Assess_loan_risk,,2004-03-10 00:04:00,Variant 5,5,
b1_426,Check_credit_history,,2004-03-10 00:05:17,Variant 7,7,
b1_421,Prepare_acceptance_pack,,2004-03-10 00:06:05,Variant 11,11,
b1_427,Check__application__form_completeness,,2004-03-10 00:07:26,Variant 10,10,
b1_426,Assess_loan_risk,,2004-03-10 00:08:03,Variant 7,7,
b1_427,Check_credit_history,,2004-03-10 00:12:25,Variant 10,10,
b1_428,Appraise_property,,2004-03-10 00:16:17,Variant 1,1,
b1_421,Check_if_home_insurance_quote_is_requested,,2004-03-10 00:16:29,Variant 11,11,
b1_427,Appraise_property,,2004-03-10 00:16:57,Variant 10,10,
b1_429,Loan__application_received,,2004-03-10 00:30:00,Variant 4,4,
b1_418,Loan__application_canceled,,2004-03-10 00:43:32,Variant 8,8,
b1_418,Cancel_application,,2004-03-10 00:43:32,Variant 8,8,False
b1_425,Reject_application,,2004-03-10 00:44:48,Variant 1,1,
b1_425,Loan_application_rejected,,2004-03-10 00:44:48,Variant 1,1,False
b1_427,Assess_loan_risk,,2004-03-10 00:45:26,Variant 10,10,
b1_430,Loan__application_received,,2004-03-10 01:00:00,Variant 5,5,
b1_429,Check__application__form_completeness,,2004-03-10 01:00:16,Variant 4,4,
b1_421,Send_home_insurance_quote,,2004-03-10 01:10:47,Variant 11,11,
b1_421,Verify_repayment_agreement,,2004-03-10 01:10:52,Variant 11,11,
b1_429,Appraise_property,,2004-03-10 01:11:29,Variant 4,4,
b1_430,Check__application__form_completeness,,2004-03-10 01:13:17,Variant 5,5,
b1_430,Appraise_property,,2004-03-10 01:18:14,Variant 5,5,
b1_430,Check_credit_history,,2004-03-10 01:20:03,Variant 5,5,
b1_430,Assess_loan_risk,,2004-03-10 01:23:10,Variant 5,5,
b1_427,Assess_eligibility,,2004-03-10 01:23:27,Variant 10,10,
b1_431,Loan__application_received,,2004-03-10 01:30:00,Variant 5,5,
b1_428,Check_credit_history,,2004-03-10 01:39:51,Variant 1,1,
b1_430,Assess_eligibility,,2004-03-10 01:41:19,Variant 5,5,
b1_428,Assess_loan_risk,,2004-03-10 01:45:15,Variant 1,1,
b1_429,Check_credit_history,,2004-03-10 01:55:19,Variant 4,4,
b1_431,Check__application__form_completeness,,2004-03-10 01:56:42,Variant 5,5,
b1_432,Loan__application_received,,2004-03-10 02:00:00,Variant 1,1,
b1_426,Assess_eligibility,,2004-03-10 18:05:44,Variant 7,7,
b1_422,Assess_eligibility,,2004-03-10 18:10:19,Variant 5,5,
b1_430,Prepare_acceptance_pack,,2004-03-10 18:11:04,Variant 5,5,
b1_426,Prepare_acceptance_pack,,2004-03-10 18:12:26,Variant 7,7,
b1_421,Loan__application_approved,,2004-03-10 18:13:24,Variant 11,11,True
b1_421,Approve_application,,2004-03-10 18:13:24,Variant 11,11,True
b1_429,Assess_loan_risk,,2004-03-10 18:13:42,Variant 4,4,
b1_426,Check_if_home_insurance_quote_is_requested,,2004-03-10 18:18:17,Variant 7,7,
b1_427,Prepare_acceptance_pack,,2004-03-10 18:18:53,Variant 10,10,
b1_430,Check_if_home_insurance_quote_is_requested,,2004-03-10 18:27:28,Variant 5,5,
b1_428,Assess_eligibility,,2004-03-10 18:27:38,Variant 1,1,
b1_432,Check__application__form_completeness,,2004-03-10 18:29:39,Variant 1,1,
b1_433,Loan__application_received,,2004-03-10 18:30:00,Variant 4,4,
b1_426,Send_acceptance_pack,,2004-03-10 18:32:27,Variant 7,7,
b1_433,Check__application__form_completeness,,2004-03-10 18:33:00,Variant 4,4,
b1_431,Appraise_property,,2004-03-10 18:36:09,Variant 5,5,
b1_432,Appraise_property,,2004-03-10 18:37:56,Variant 1,1,
b1_428,Loan_application_rejected,,2004-03-10 18:39:21,Variant 1,1,
b1_428,Reject_application,,2004-03-10 18:39:21,Variant 1,1,False
b1_433,Appraise_property,,2004-03-10 18:42:02,Variant 4,4,
b1_431,Check_credit_history,,2004-03-10 18:49:20,Variant 5,5,
b1_426,Verify_repayment_agreement,,2004-03-10 18:51:58,Variant 7,7,
b1_429,Assess_eligibility,,2004-03-10 18:52:04,Variant 4,4,
b1_432,Check_credit_history,,2004-03-10 18:53:01,Variant 1,1,
b1_426,Loan__application_approved,,2004-03-10 18:56:51,Variant 7,7,
b1_426,Approve_application,,2004-03-10 18:56:51,Variant 7,7,True
b1_422,Prepare_acceptance_pack,,2004-03-10 18:57:44,Variant 5,5,
b1_427,Check_if_home_insurance_quote_is_requested,,2004-03-10 18:57:47,Variant 10,10,
b1_434,Loan__application_received,,2004-03-10 19:00:00,Variant 1,1,
b1_422,Check_if_home_insurance_quote_is_requested,,2004-03-10 19:01:20,Variant 5,5,
b1_433,Check_credit_history,,2004-03-10 19:01:40,Variant 4,4,
b1_430,Send_home_insurance_quote,,2004-03-10 19:04:12,Variant 5,5,
b1_433,Assess_loan_risk,,2004-03-10 19:15:37,Variant 4,4,
b1_429,Prepare_acceptance_pack,,2004-03-10 19:19:39,Variant 4,4,
b1_434,Check__application__form_completeness,,2004-03-10 19:21:05,Variant 1,1,
b1_430,Verify_repayment_agreement,,2004-03-10 19:24:16,Variant 5,5,
b1_422,Send_home_insurance_quote,,2004-03-10 19:26:06,Variant 5,5,
b1_427,Send_acceptance_pack,,2004-03-10 19:27:17,Variant 10,10,
b1_435,Loan__application_received,,2004-03-10 19:30:00,Variant 32,32,
b1_432,Assess_loan_risk,,2004-03-10 19:37:43,Variant 1,1,
b1_434,Appraise_property,,2004-03-10 19:47:34,Variant 1,1,
b1_435,Check__application__form_completeness,,2004-03-10 19:55:52,Variant 32,32,
b1_436,Loan__application_received,,2004-03-10 20:00:00,Variant 2,2,
b1_433,Assess_eligibility,,2004-03-10 20:03:28,Variant 4,4,
b1_433,Prepare_acceptance_pack,,2004-03-10 20:10:46,Variant 4,4,
b1_432,Assess_eligibility,,2004-03-10 20:12:35,Variant 1,1,
b1_427,Verify_repayment_agreement,,2004-03-10 20:15:19,Variant 10,10,
b1_422,Verify_repayment_agreement,,2004-03-10 20:15:40,Variant 5,5,
b1_427,Cancel_application,,2004-03-10 20:18:07,Variant 10,10,
b1_427,Loan__application_canceled,,2004-03-10 20:18:07,Variant 10,10,False
b1_431,Assess_loan_risk,,2004-03-10 20:20:05,Variant 5,5,
b1_430,Cancel_application,,2004-03-10 20:20:32,Variant 5,5,False
b1_430,Loan__application_canceled,,2004-03-10 20:20:32,Variant 5,5,
b1_432,Loan_application_rejected,,2004-03-10 20:22:27,Variant 1,1,False
b1_432,Reject_application,,2004-03-10 20:22:27,Variant 1,1,
b1_437,Loan__application_received,,2004-03-10 20:30:00,Variant 4,4,
b1_434,Check_credit_history,,2004-03-10 20:37:39,Variant 1,1,
b1_436,Check__application__form_completeness,,2004-03-10 20:40:52,Variant 2,2,
b1_436,Check_credit_history,,2004-03-10 20:43:20,Variant 2,2,
b1_437,Check__application__form_completeness,,2004-03-10 20:44:12,Variant 4,4,
b1_431,Assess_eligibility,,2004-03-10 20:44:48,Variant 5,5,
b1_436,Appraise_property,,2004-03-10 20:47:28,Variant 2,2,
b1_435,Return_application_back_to_applicant,,2004-03-10 20:48:59,Variant 32,32,
b1_435,Receive_updated_application,,2004-03-10 20:50:53,Variant 32,32,
b1_422,Cancel_application,,2004-03-10 20:51:33,Variant 5,5,False
b1_422,Loan__application_canceled,,2004-03-10 20:51:33,Variant 5,5,
b1_437,Appraise_property,,2004-03-10 20:54:15,Variant 4,4,
b1_438,Loan__application_received,,2004-03-10 21:00:00,Variant 5,5,
b1_438,Check__application__form_completeness,,2004-03-10 21:02:02,Variant 5,5,
b1_433,Check_if_home_insurance_quote_is_requested,,2004-03-10 21:05:23,Variant 4,4,
b1_429,Check_if_home_insurance_quote_is_requested,,2004-03-10 21:05:23,Variant 4,4,
b1_437,Check_credit_history,,2004-03-10 21:06:05,Variant 4,4,
b1_433,Send_acceptance_pack,,2004-03-10 21:08:22,Variant 4,4,
b1_435,Check__application__form_completeness,,2004-03-10 21:09:00,Variant 32,32,
b1_429,Send_acceptance_pack,,2004-03-10 21:11:21,Variant 4,4,
b1_429,Verify_repayment_agreement,,2004-03-10 21:12:44,Variant 4,4,
b1_434,Assess_loan_risk,,2004-03-10 21:13:33,Variant 1,1,
b1_438,Appraise_property,,2004-03-10 21:13:41,Variant 5,5,
b1_434,Assess_eligibility,,2004-03-10 21:22:56,Variant 1,1,
b1_437,Assess_loan_risk,,2004-03-10 21:24:43,Variant 4,4,
b1_436,Assess_loan_risk,,2004-03-10 21:26:58,Variant 2,2,
b1_439,Loan__application_received,,2004-03-10 21:30:00,Variant 2,2,
b1_429,Loan__application_canceled,,2004-03-10 21:37:17,Variant 4,4,
b1_429,Cancel_application,,2004-03-10 21:37:17,Variant 4,4,False
b1_439,Check__application__form_completeness,,2004-03-10 21:44:35,Variant 2,2,
b1_434,Reject_application,,2004-03-10 21:45:27,Variant 1,1,False
b1_434,Loan_application_rejected,,2004-03-10 21:45:27,Variant 1,1,
b1_438,Check_credit_history,,2004-03-10 21:46:17,Variant 5,5,
b1_440,Loan__application_received,,2004-03-10 22:00:00,Variant 4,4,
b1_439,Check_credit_history,,2004-03-10 22:00:58,Variant 2,2,
b1_433,Verify_repayment_agreement,,2004-03-10 22:03:09,Variant 4,4,
b1_435,Return_application_back_to_applicant,,2004-03-10 22:04:34,Variant 32,32,
b1_439,Appraise_property,,2004-03-10 22:12:57,Variant 2,2,
b1_433,Loan__application_canceled,,2004-03-10 22:22:45,Variant 4,4,
b1_433,Cancel_application,,2004-03-10 22:22:45,Variant 4,4,False
b1_441,Loan__application_received,,2004-03-10 22:30:00,Variant 5,5,
b1_431,Prepare_acceptance_pack,,2004-03-10 22:30:21,Variant 5,5,
b1_441,Check__application__form_completeness,,2004-03-10 22:33:22,Variant 5,5,
b1_441,Appraise_property,,2004-03-10 22:36:36,Variant 5,5,
b1_436,Assess_eligibility,,2004-03-10 22:38:45,Variant 2,2,
b1_441,Check_credit_history,,2004-03-10 22:41:00,Variant 5,5,
b1_441,Assess_loan_risk,,2004-03-10 22:45:26,Variant 5,5,
b1_441,Assess_eligibility,,2004-03-10 22:54:24,Variant 5,5,
b1_439,Assess_loan_risk,,2004-03-10 22:55:26,Variant 2,2,
b1_436,Loan_application_rejected,,2004-03-10 22:58:40,Variant 2,2,False
b1_436,Reject_application,,2004-03-10 22:58:40,Variant 2,2,
b1_437,Assess_eligibility,,2004-03-10 22:59:35,Variant 4,4,
b1_442,Loan__application_received,,2004-03-10 23:00:00,Variant 9,9,
b1_442,Check__application__form_completeness,,2004-03-10 23:00:38,Variant 9,9,
b1_441,Prepare_acceptance_pack,,2004-03-10 23:03:26,Variant 5,5,
b1_441,Check_if_home_insurance_quote_is_requested,,2004-03-10 23:06:01,Variant 5,5,
b1_439,Assess_eligibility,,2004-03-10 23:07:26,Variant 2,2,
b1_437,Prepare_acceptance_pack,,2004-03-10 23:13:02,Variant 4,4,
b1_435,Receive_updated_application,,2004-03-10 23:14:12,Variant 32,32,
b1_438,Assess_loan_risk,,2004-03-10 23:17:05,Variant 5,5,
b1_441,Send_home_insurance_quote,,2004-03-10 23:22:08,Variant 5,5,
b1_441,Verify_repayment_agreement,,2004-03-10 23:27:57,Variant 5,5,
b1_442,Check_credit_history,,2004-03-10 23:29:02,Variant 9,9,
b1_440,Check__application__form_completeness,,2004-03-10 23:29:06,Variant 4,4,
b1_443,Loan__application_received,,2004-03-10 23:30:00,Variant 14,14,
b1_435,Check__application__form_completeness,,2004-03-10 23:37:45,Variant 32,32,
b1_442,Assess_loan_risk,,2004-03-10 23:39:51,Variant 9,9,
b1_438,Assess_eligibility,,2004-03-10 23:41:00,Variant 5,5,
b1_442,Appraise_property,,2004-03-10 23:44:31,Variant 9,9,
b1_435,Appraise_property,,2004-03-10 23:47:07,Variant 32,32,
b1_440,Appraise_property,,2004-03-10 23:48:50,Variant 4,4,
b1_440,Check_credit_history,,2004-03-10 23:50:39,Variant 4,4,
b1_439,Reject_application,,2004-03-10 23:51:58,Variant 2,2,
b1_439,Loan_application_rejected,,2004-03-10 23:51:58,Variant 2,2,False
b1_431,Check_if_home_insurance_quote_is_requested,,2004-03-10 23:53:47,Variant 5,5,
b1_444,Loan__application_received,,2004-03-11 00:00:00,Variant 7,7,
b1_444,Check__application__form_completeness,,2004-03-11 00:02:11,Variant 7,7,
b1_444,Appraise_property,,2004-03-11 00:03:20,Variant 7,7,
b1_441,Loan__application_canceled,,2004-03-11 00:04:10,Variant 5,5,False
b1_441,Cancel_application,,2004-03-11 00:04:10,Variant 5,5,
b1_435,Check_credit_history,,2004-03-11 00:15:09,Variant 32,32,
b1_435,Assess_loan_risk,,2004-03-11 00:17:54,Variant 32,32,
b1_435,Assess_eligibility,,2004-03-11 00:22:16,Variant 32,32,
b1_442,Assess_eligibility,,2004-03-11 00:26:39,Variant 9,9,
b1_444,Check_credit_history,,2004-03-11 00:29:45,Variant 7,7,
b1_445,Loan__application_received,,2004-03-11 00:30:00,Variant 8,8,
b1_437,Check_if_home_insurance_quote_is_requested,,2004-03-11 00:42:05,Variant 4,4,
b1_437,Send_acceptance_pack,,2004-03-11 00:45:18,Variant 4,4,
b1_431,Send_home_insurance_quote,,2004-03-11 00:51:14,Variant 5,5,
b1_442,Prepare_acceptance_pack,,2004-03-11 00:53:17,Variant 9,9,
b1_442,Check_if_home_insurance_quote_is_requested,,2004-03-11 00:55:04,Variant 9,9,
b1_443,Check__application__form_completeness,,2004-03-11 00:59:47,Variant 14,14,
b1_440,Assess_loan_risk,,2004-03-11 00:59:49,Variant 4,4,
b1_446,Loan__application_received,,2004-03-11 01:00:00,Variant 2,2,
b1_438,Prepare_acceptance_pack,,2004-03-11 01:01:53,Variant 5,5,
b1_440,Assess_eligibility,,2004-03-11 01:04:49,Variant 4,4,
b1_445,Check__application__form_completeness,,2004-03-11 01:04:56,Variant 8,8,
b1_446,Check__application__form_completeness,,2004-03-11 01:14:23,Variant 2,2,
b1_446,Check_credit_history,,2004-03-11 01:17:17,Variant 2,2,
b1_446,Appraise_property,,2004-03-11 01:22:45,Variant 2,2,
b1_440,Prepare_acceptance_pack,,2004-03-11 01:22:51,Variant 4,4,
b1_442,Send_acceptance_pack,,2004-03-11 01:24:13,Variant 9,9,
b1_445,Check_credit_history,,2004-03-11 01:24:41,Variant 8,8,
b1_447,Loan__application_received,,2004-03-11 01:30:00,Variant 13,13,
b1_444,Assess_loan_risk,,2004-03-11 01:40:08,Variant 7,7,
b1_443,Check_credit_history,,2004-03-11 01:42:31,Variant 14,14,
b1_446,Assess_loan_risk,,2004-03-11 01:44:18,Variant 2,2,
b1_447,Check__application__form_completeness,,2004-03-11 01:44:32,Variant 13,13,
b1_440,Check_if_home_insurance_quote_is_requested,,2004-03-11 01:45:16,Variant 4,4,
