caseid,activity,resource,ts,outcome
3486557,transcript decision environmental permit to stakeholders,560890,2011-09-06 23:38:40,
3486557,generate publication document decision environmental permit,560890,2011-09-06 23:38:49,
3486557,continue or abort mutation BAG objects,560890,2011-09-06 23:40:26,
3645961,phase decision taken,560890,2011-09-06 23:55:06,
3645961,transcript decision environmental permit to stakeholders,560890,2011-09-06 23:55:23,
3645961,generate publication document decision environmental permit,560890,2011-09-06 23:55:32,
3622039,enter date publication decision environmental permit,560890,2011-09-07 07:00:00,False
3685684,enter date publication decision environmental permit,560872,2011-09-07 07:00:00,
3645961,enter senddate decision environmental permit,560890,2011-09-07 07:00:00,
3692431,enter date publication decision environmental permit,560890,2011-09-07 07:00:00,False
3684042,enter date publication decision environmental permit,560872,2011-09-07 07:00:00,
3754714,enter date publication decision environmental permit,560872,2011-09-07 07:00:00,
3768744,registration date publication,3273854,2011-09-07 07:00:00,
3486557,enter senddate decision environmental permit,560890,2011-09-07 07:00:00,
3755625,enter date publication decision environmental permit,560872,2011-09-07 07:00:00,
3611865,enter date publication decision environmental permit,560890,2011-09-07 07:00:00,False
3753442,enter date publication decision environmental permit,560872,2011-09-07 07:00:00,
3838356,register submission date request,560872,2011-09-07 07:00:00,
3754056,enter date publication decision environmental permit,560872,2011-09-07 07:00:00,
3637906,enter date publication decision environmental permit,560890,2011-09-07 07:00:00,False
3852444,register submission date request,560872,2011-09-08 07:00:00,
3725165,no permit needed or only notification needed,3273854,2011-09-08 17:37:48,
3725165,applicant is stakeholder,3273854,2011-09-08 17:38:07,
3725165,terminate on request,3273854,2011-09-08 17:38:09,
3725165,inform BAG administrator,3273854,2011-09-08 17:38:13,
3725165,investigate BAG objects,3273854,2011-09-08 17:38:31,
3725165,completed subcases content,3273854,2011-09-08 17:38:42,
3725165,procedure change,3273854,2011-09-08 17:38:45,
3725165,article 34  WABO applies,3273854,2011-09-08 17:38:47,
3725165,assessment of content completed,3273854,2011-09-08 17:38:48,
3725165,phase advice known,3273854,2011-09-08 17:38:48,
3725165,grounds for refusal,3273854,2011-09-08 17:38:49,
3725165,suspend term,3273854,2011-09-08 17:38:59,
3725165,extend procedure term,3273854,2011-09-08 17:39:10,
3725165,ask stakeholders views,3273854,2011-09-08 17:39:18,
3725165,suspension ground applicable,3273854,2011-09-08 17:39:20,
3725165,by law,3273854,2011-09-08 17:39:21,
3725165,creating environmental permit decision,3273854,2011-09-08 17:39:21,
3804794,no permit needed or only notification needed,560872,2011-09-08 18:13:36,
3804794,applicant is stakeholder,560872,2011-09-08 18:13:41,
3804794,terminate on request,560872,2011-09-08 18:13:47,
3601105,treat subcases completeness,560950,2011-09-08 18:15:37,False
3804794,send confirmation receipt,560872,2011-09-08 18:17:08,
3804794,enter senddate acknowledgement,560872,2011-09-08 18:17:10,
3804794,forward to the competent authority,560872,2011-09-08 18:17:17,
3804794,regular procedure without MER,560872,2011-09-08 18:17:33,
3804794,send procedure confirmation,560872,2011-09-08 18:17:36,
3804794,enter senddate procedure confirmation,560872,2011-09-08 18:17:36,
3804794,inform BAG administrator,560872,2011-09-08 18:17:47,
3725165,generating decision environmental permit,3273854,2011-09-08 18:32:04,
3820370,phase application received,560925,2011-09-08 18:41:08,
3820370,send confirmation receipt,560925,2011-09-08 18:41:17,
3820370,enter senddate acknowledgement,560925,2011-09-08 18:41:32,
3820370,send confirmation receipt,560925,2011-09-08 18:41:32,
3820370,forward to the competent authority,560925,2011-09-08 18:41:37,
3820370,regular procedure without MER,560925,2011-09-08 18:41:39,
3820370,send procedure confirmation,560925,2011-09-08 18:41:42,
3820370,enter senddate procedure confirmation,560925,2011-09-08 18:41:42,
3718043,inform BAG administrator,3273854,2011-09-08 21:19:43,
3718043,investigate BAG objects,3273854,2011-09-08 21:19:46,
3718043,suspend term,3273854,2011-09-08 21:19:50,
3718043,extend procedure term,3273854,2011-09-08 21:19:52,
3718043,grounds for refusal,3273854,2011-09-08 21:19:55,
3718043,ask stakeholders views,3273854,2011-09-08 21:19:56,
3718043,suspension ground applicable,3273854,2011-09-08 21:19:56,
3718043,creating environmental permit decision,3273854,2011-09-08 21:19:57,
3718043,by law,3273854,2011-09-08 21:19:57,
3718043,generating decision environmental permit,3273854,2011-09-08 23:05:20,
3854674,register submission date request,560872,2011-09-09 07:00:00,
3718043,phase decision taken,560890,2011-09-09 16:22:38,
3718043,transcript decision environmental permit to stakeholders,560890,2011-09-09 16:22:53,
3718043,enter senddate decision environmental permit,560890,2011-09-09 16:22:53,
3718043,generate publication document decision environmental permit,560890,2011-09-09 16:23:00,
3725165,phase decision taken,560890,2011-09-09 16:39:28,
3725165,transcript decision environmental permit to stakeholders,560890,2011-09-09 16:39:42,
3725165,generate publication document decision environmental permit,560890,2011-09-09 16:39:56,
3734326,phase decision taken,560890,2011-09-09 17:14:44,
3734326,transcript decision environmental permit to stakeholders,560890,2011-09-09 17:15:02,
3734326,generate publication document decision environmental permit,560890,2011-09-09 17:15:10,
3488197,send procedure confirmation,3273854,2011-09-09 18:50:55,
3488197,publish,3273854,2011-09-09 18:51:17,
3488197,suspend term,3273854,2011-09-09 18:51:22,
3488197,extend procedure term,3273854,2011-09-09 18:51:25,
3488197,terminate on request,3273854,2011-09-09 18:51:28,
3488197,applicant is stakeholder,3273854,2011-09-09 18:51:30,
3488197,WAW permit aspect,3273854,2011-09-09 18:51:33,
3488197,treat subcases completeness,3273854,2011-09-09 18:51:36,
3488197,subcases completeness completed,3273854,2011-09-09 18:52:56,
3488197,procedure change,3273854,2011-09-09 18:52:58,
3488197,phase application receptive,3273854,2011-09-09 18:52:59,
3488197,request complete,3273854,2011-09-09 18:52:59,
3488197,send letter in progress,3273854,2011-09-09 18:53:00,
3488197,WAW permit aspect,3273854,2011-09-09 18:53:02,
3488197,treat subcases content,3273854,2011-09-09 18:53:05,
3488197,completed subcases content,3273854,2011-09-09 18:53:06,
3488197,activities regular procedure,3273854,2011-09-09 18:53:20,
3488197,article 34  WABO applies,3273854,2011-09-09 19:00:15,
3488197,assessment of content completed,3273854,2011-09-09 19:00:57,
3488197,phase advice known,3273854,2011-09-09 19:00:57,
3488197,grounds for refusal,3273854,2011-09-09 19:01:07,
3488197,create draft environtmental permit,3273854,2011-09-09 19:01:07,
3087612,enter senddate decision environmental permit,560872,2011-09-12 07:00:00,
3834561,enter senddate procedure confirmation,560912,2011-09-12 07:00:00,
3598533,enter receipt of additional data,2670601,2011-09-12 07:00:00,
3833062,enter senddate acknowledgement,560872,2011-09-12 16:22:30,
3833062,enter senddate procedure confirmation,560872,2011-09-12 16:22:46,
3833827,phase application received,560872,2011-09-12 17:05:04,
3833827,send confirmation receipt,560872,2011-09-12 17:05:09,
3834561,phase application received,560912,2011-09-12 17:08:38,
3834561,applicant is stakeholder,560912,2011-09-12 17:08:51,
3834561,send confirmation receipt,560912,2011-09-12 17:09:01,
3833827,send confirmation receipt,560872,2011-09-12 17:09:16,
3833827,enter senddate acknowledgement,560872,2011-09-12 17:09:16,
3833827,no permit needed or only notification needed,560872,2011-09-12 17:09:22,
3833827,applicant is stakeholder,560872,2011-09-12 17:09:26,
3833827,terminate on request,560872,2011-09-12 17:09:31,
3833827,forward to the competent authority,560872,2011-09-12 17:09:37,
3833827,regular procedure without MER,560872,2011-09-12 17:10:17,
3834561,send confirmation receipt,560912,2011-09-12 17:10:18,
3834561,enter senddate acknowledgement,560912,2011-09-12 17:10:18,
3833827,send procedure confirmation,560872,2011-09-12 17:10:19,
3833827,enter senddate procedure confirmation,560872,2011-09-12 17:10:19,
3606967,dismiss under mandate,560890,2011-09-12 18:26:53,
3606967,enter date draft decisionenvironmental permit,560890,2011-09-12 18:26:55,
3606967,phase draft decision made,560890,2011-09-12 18:27:05,
3606967,open draft decision for inspection,560890,2011-09-12 18:27:08,
3606967,publication date draft decision,560890,2011-09-12 18:27:16,
3606967,phase draft decision made,560890,2011-09-12 18:27:41,
3606967,publish official draft decision,560890,2011-09-12 18:27:41,
3606967,send design decision to stakeholders,560890,2011-09-12 18:27:44,
3748812,no permit needed or only notification needed,3273854,2011-09-12 18:42:44,
3748812,applicant is stakeholder,3273854,2011-09-12 18:42:47,
3748812,inform BAG administrator,3273854,2011-09-12 18:42:54,
3748812,suspend term,3273854,2011-09-12 18:42:59,
3748812,extend procedure term,3273854,2011-09-12 18:43:00,
3748812,treat subcases completeness,3273854,2011-09-12 18:43:03,
3748812,subcases completeness completed,3273854,2011-09-12 18:43:05,
3748812,procedure change,3273854,2011-09-12 18:43:07,
3748812,phase application receptive,3273854,2011-09-12 18:43:09,
3748812,request complete,3273854,2011-09-12 18:43:09,
3748812,send letter in progress,3273854,2011-09-12 18:43:10,
3748812,treat subcases content,3273854,2011-09-12 18:43:12,
3748812,completed subcases content,3273854,2011-09-12 18:43:13,
3748812,procedure change,3273854,2011-09-12 18:43:14,
3748812,article 34  WABO applies,3273854,2011-09-12 18:43:14,
3748812,assessment of content completed,3273854,2011-09-12 18:43:15,
3748812,phase advice known,3273854,2011-09-12 18:43:15,
3748812,grounds for refusal,3273854,2011-09-12 18:43:16,
3748812,ask stakeholders views,3273854,2011-09-12 18:43:17,
3748812,suspension ground applicable,3273854,2011-09-12 18:43:18,
3748812,creating environmental permit decision,3273854,2011-09-12 18:43:19,
3748812,by law,3273854,2011-09-12 18:43:19,
3748812,generating decision environmental permit,3273854,2011-09-12 19:00:49,
3748812,phase decision taken,560890,2011-09-12 19:42:01,
3748812,transcript decision environmental permit to stakeholders,560890,2011-09-12 19:42:35,
3748812,generate publication document decision environmental permit,560890,2011-09-12 19:42:40,
3837125,phase application received,560872,2011-09-12 21:21:36,
3837125,terminate on request,560872,2011-09-12 21:21:39,
3837125,send confirmation receipt,560872,2011-09-12 21:21:43,
3837125,no permit needed or only notification needed,560872,2011-09-12 21:21:55,
3837125,applicant is stakeholder,560872,2011-09-12 21:22:03,
3837125,send confirmation receipt,560872,2011-09-12 21:28:00,
3837125,enter senddate acknowledgement,560872,2011-09-12 21:28:00,
3837125,forward to the competent authority,560872,2011-09-12 21:28:04,
3837125,regular procedure without MER,560872,2011-09-12 21:28:07,
3837125,send procedure confirmation,560872,2011-09-12 21:28:08,
3837125,enter senddate procedure confirmation,560872,2011-09-12 21:28:08,
3837737,register submission date request,560872,2011-09-12 21:38:43,
3837737,phase application received,560872,2011-09-12 21:43:44,
3837737,terminate on request,560872,2011-09-12 21:43:48,
3837737,send confirmation receipt,560872,2011-09-12 21:43:55,
3837737,send confirmation receipt,560872,2011-09-12 21:45:33,
3837737,enter senddate acknowledgement,560872,2011-09-12 21:45:33,
3837737,forward to the competent authority,560872,2011-09-12 21:45:37,
3837737,regular procedure without MER,560872,2011-09-12 21:45:43,
3837737,send procedure confirmation,560872,2011-09-12 21:45:45,
3837737,enter senddate procedure confirmation,560872,2011-09-12 21:45:45,
3837737,no permit needed or only notification needed,560872,2011-09-12 21:46:06,
3837737,applicant is stakeholder,560872,2011-09-12 21:46:08,
3838356,send procedure confirmation,560872,2011-09-12 22:34:20,
3838356,forward to the competent authority,560872,2011-09-12 22:34:20,
3838356,phase application received,560872,2011-09-12 22:34:20,
3838356,send confirmation receipt,560872,2011-09-12 22:34:20,
3838356,send confirmation receipt,560872,2011-09-12 22:34:20,
3838356,regular procedure without MER,560872,2011-09-12 22:34:20,
3838356,no permit needed or only notification needed,560872,2011-09-12 22:34:40,
3838356,applicant is stakeholder,560872,2011-09-12 22:34:42,
3838356,terminate on request,560872,2011-09-12 22:34:47,
3707973,request further information,3273854,2011-09-12 22:59:06,
3707973,suspend term,3273854,2011-09-12 22:59:10,
3707973,completed subcases content,3273854,2011-09-12 22:59:13,
3707973,procedure change,3273854,2011-09-12 22:59:15,
3707973,article 34  WABO applies,3273854,2011-09-12 22:59:17,
3707973,phase advice known,3273854,2011-09-12 22:59:18,
3707973,assessment of content completed,3273854,2011-09-12 22:59:18,
3707973,grounds for refusal,3273854,2011-09-12 22:59:19,
3707973,ask stakeholders views,3273854,2011-09-12 22:59:19,
3707973,suspension ground applicable,3273854,2011-09-12 22:59:20,
3707973,by law,3273854,2011-09-12 22:59:21,
3707973,creating environmental permit decision,3273854,2011-09-12 22:59:22,
3723337,send procedure confirmation,2670601,2011-09-12 23:20:13,
3723337,no permit needed or only notification needed,2670601,2011-09-12 23:20:18,
3723337,applicant is stakeholder,2670601,2011-09-12 23:20:20,
3723337,inform BAG administrator,2670601,2011-09-12 23:20:29,
3723337,investigate BAG objects,2670601,2011-09-12 23:20:33,
3723337,treat subcases completeness,2670601,2011-09-12 23:47:23,
3723337,subcases completeness completed,2670601,2011-09-12 23:47:24,
3723337,procedure change,2670601,2011-09-12 23:47:26,
3723337,request complete,2670601,2011-09-12 23:47:30,
3723337,phase application receptive,2670601,2011-09-12 23:47:31,
3723337,send letter in progress,2670601,2011-09-12 23:47:33,
3723337,suspend term,2670601,2011-09-12 23:47:38,
3723337,extend procedure term,2670601,2011-09-12 23:47:41,
3723337,treat subcases content,2670601,2011-09-12 23:47:57,
3723337,request further information,2670601,2011-09-12 23:48:00,
3723337,completed subcases content,2670601,2011-09-12 23:48:03,
3723337,procedure change,2670601,2011-09-12 23:48:05,
3723337,article 34  WABO applies,2670601,2011-09-12 23:48:07,
3723337,phase advice known,2670601,2011-09-12 23:48:09,
3723337,assessment of content completed,2670601,2011-09-12 23:48:09,
3723337,grounds for refusal,2670601,2011-09-12 23:48:10,
3723337,ask stakeholders views,2670601,2011-09-12 23:48:12,
3723337,suspension ground applicable,2670601,2011-09-12 23:48:13,
3723337,by law,2670601,2011-09-12 23:48:15,
3723337,creating environmental permit decision,2670601,2011-09-12 23:48:15,
3748812,enter senddate decision environmental permit,560890,2011-09-13 07:00:00,
3859670,register submission date request,560872,2011-09-13 07:00:00,
3725165,enter senddate decision environmental permit,560890,2011-09-13 07:00:00,
3851157,register submission date request,560925,2011-09-13 07:00:00,
3838356,enter senddate procedure confirmation,560872,2011-09-13 07:00:00,
3725165,register date environmental permit decision,560890,2011-09-13 07:00:00,
3606967,entering senddate draft decision environmental permit,560890,2011-09-13 07:00:00,
3718043,register date environmental permit decision,560890,2011-09-13 07:00:00,
3748812,register date environmental permit decision,560890,2011-09-13 07:00:00,
3488197,enter date advice on treatment of environmental permit,560890,2011-09-13 07:00:00,
3734326,enter senddate decision environmental permit,560890,2011-09-13 07:00:00,
3734326,register date environmental permit decision,560890,2011-09-13 07:00:00,
3838356,enter senddate acknowledgement,560872,2011-09-13 07:00:00,
3088519,register date environmental permit decision,560950,2011-09-13 07:00:00,
3088519,set phase: phase permitting irrevocable,560872,2011-09-13 07:00:00,
3838356,inform BAG administrator,3273854,2011-09-13 18:30:49,
3838356,suspend term,3273854,2011-09-13 18:31:00,
3838356,extend procedure term,3273854,2011-09-13 18:31:07,
3838356,treat subcases completeness,3273854,2011-09-13 18:31:09,
3838356,subcases completeness completed,3273854,2011-09-13 18:31:10,
3838356,procedure change,3273854,2011-09-13 18:31:15,
3838356,request complete,3273854,2011-09-13 18:31:16,
3838356,phase application receptive,3273854,2011-09-13 18:31:16,
3838356,send letter in progress,3273854,2011-09-13 18:31:18,
3838356,treat subcases content,3273854,2011-09-13 18:31:19,
3838356,completed subcases content,3273854,2011-09-13 18:31:20,
3838356,procedure change,3273854,2011-09-13 18:31:22,
3838356,article 34  WABO applies,3273854,2011-09-13 18:31:24,
3838356,request further information,3273854,2011-09-13 18:32:21,
3838356,phase advice known,3273854,2011-09-13 18:32:23,
3838356,assessment of content completed,3273854,2011-09-13 18:32:23,
3838356,ask stakeholders views,3273854,2011-09-13 18:32:25,
3838356,grounds for refusal,3273854,2011-09-13 18:32:25,
3838356,suspension ground applicable,3273854,2011-09-13 18:32:26,
3838356,by law,3273854,2011-09-13 18:32:27,
3838356,creating environmental permit decision,3273854,2011-09-13 18:32:27,
3838356,generating decision environmental permit,3273854,2011-09-13 18:55:07,
3838356,register date environmental permit decision,560890,2011-09-13 18:55:07,
3837737,inform BAG administrator,3273854,2011-09-13 19:12:01,
3837737,suspend term,3273854,2011-09-13 19:12:04,
3837737,extend procedure term,3273854,2011-09-13 19:12:05,
3837737,treat subcases completeness,3273854,2011-09-13 19:12:07,
3837737,subcases completeness completed,3273854,2011-09-13 19:12:08,
3837737,procedure change,3273854,2011-09-13 19:12:10,
3837737,phase application receptive,3273854,2011-09-13 19:12:14,
3837737,request complete,3273854,2011-09-13 19:12:14,
3837737,send letter in progress,3273854,2011-09-13 19:12:16,
3837737,treat subcases content,3273854,2011-09-13 19:12:17,
3837737,completed subcases content,3273854,2011-09-13 19:12:18,
3837737,procedure change,3273854,2011-09-13 19:12:19,
3837737,article 34  WABO applies,3273854,2011-09-13 19:12:19,
3837737,assessment of content completed,3273854,2011-09-13 19:12:20,
3837737,phase advice known,3273854,2011-09-13 19:12:20,
3837737,grounds for refusal,3273854,2011-09-13 19:12:24,
3837737,ask stakeholders views,3273854,2011-09-13 19:12:25,
3837737,suspension ground applicable,3273854,2011-09-13 19:12:25,
3837737,creating environmental permit decision,3273854,2011-09-13 19:12:27,
3837737,by law,3273854,2011-09-13 19:12:27,
3723337,generating decision environmental permit,2670601,2011-09-13 19:15:07,
3723337,register date environmental permit decision,2670601,2011-09-13 19:15:09,
3723337,phase decision taken,2670601,2011-09-13 19:15:12,
3488197,generate draft decision environmental permit,560890,2011-09-13 19:23:43,
3488197,phase concept draft decision ready,560890,2011-09-13 19:23:43,
3488197,decided on draft decision environmental permit,560890,2011-09-13 19:24:05,
3488197,enrich draft decision,560890,2011-09-13 19:24:10,
3488197,enter date draft decisionenvironmental permit,560890,2011-09-13 19:24:10,
3488197,phase draft decision made,560890,2011-09-13 19:24:20,
3488197,open draft decision for inspection,560890,2011-09-13 19:24:22,
3488197,phase draft decision made,560890,2011-09-13 19:24:37,
3488197,publish official draft decision,560890,2011-09-13 19:24:37,
3488197,send design decision to stakeholders,560890,2011-09-13 19:24:40,
3488197,entering senddate draft decision environmental permit,560890,2011-09-13 19:24:40,
3837737,generating decision environmental permit,3273854,2011-09-13 19:25:58,
3837737,register date environmental permit decision,560890,2011-09-13 19:25:58,
3723337,transcript decision environmental permit to stakeholders,560890,2011-09-13 19:55:25,
3723337,enter senddate decision environmental permit,560890,2011-09-13 19:55:25,
3723337,generate publication document decision environmental permit,560890,2011-09-13 19:55:31,
3723337,continue or abort mutation BAG objects,560890,2011-09-13 19:55:43,
3837125,inform BAG administrator,3273854,2011-09-13 20:22:23,
3837125,suspend term,3273854,2011-09-13 20:22:25,
3837125,extend procedure term,3273854,2011-09-13 20:22:27,
3837125,treat subcases completeness,3273854,2011-09-13 20:22:31,
3837125,subcases completeness completed,3273854,2011-09-13 20:22:32,
3837125,procedure change,3273854,2011-09-13 20:22:34,
3837125,request complete,3273854,2011-09-13 20:22:35,
3837125,phase application receptive,3273854,2011-09-13 20:22:35,
3837125,send letter in progress,3273854,2011-09-13 20:22:38,
3837125,treat subcases content,3273854,2011-09-13 20:22:39,
3837125,completed subcases content,3273854,2011-09-13 20:22:40,
3837125,procedure change,3273854,2011-09-13 20:22:41,
3837125,assessment of content completed,3273854,2011-09-13 20:22:42,
3837125,phase advice known,3273854,2011-09-13 20:22:42,
3837125,article 34  WABO applies,3273854,2011-09-13 20:22:42,
3837125,grounds for refusal,3273854,2011-09-13 20:22:46,
3837125,ask stakeholders views,3273854,2011-09-13 20:22:47,
3837125,suspension ground applicable,3273854,2011-09-13 20:22:49,
3837125,by law,3273854,2011-09-13 20:22:51,
3837125,creating environmental permit decision,3273854,2011-09-13 20:22:51,
3837125,generating decision environmental permit,3273854,2011-09-13 20:53:37,
3837125,register date environmental permit decision,560890,2011-09-13 20:53:37,
3837125,phase decision taken,560890,2011-09-13 21:39:12,
3837125,transcript decision environmental permit to stakeholders,560890,2011-09-13 21:39:29,
3837125,enter senddate decision environmental permit,560890,2011-09-13 21:39:29,
3837125,generate publication document decision environmental permit,560890,2011-09-13 21:39:33,
3838356,phase decision taken,560890,2011-09-13 22:13:14,
3838356,transcript decision environmental permit to stakeholders,560890,2011-09-13 22:13:31,
3838356,enter senddate decision environmental permit,560890,2011-09-13 22:13:31,
3838356,generate publication document decision environmental permit,560890,2011-09-13 22:13:36,
3837737,phase decision taken,560890,2011-09-13 22:24:33,
3837737,transcript decision environmental permit to stakeholders,560890,2011-09-13 22:24:41,
3837737,enter senddate decision environmental permit,560890,2011-09-13 22:24:41,
3837737,generate publication document decision environmental permit,560890,2011-09-13 22:24:46,
3833827,treat subcases completeness,3273854,2011-09-13 23:46:59,
3833827,subcases completeness completed,3273854,2011-09-13 23:47:04,
3833827,procedure change,3273854,2011-09-13 23:47:09,
3833827,request complete,3273854,2011-09-13 23:47:12,
3833827,term for supplying missing data,3273854,2011-09-13 23:47:14,
3833827,retrieve missing data,3273854,2011-09-13 23:49:10,
3833827,enter senddate retrieve missing data,3273854,2011-09-13 23:49:10,
3865040,register submission date request,560950,2011-09-14 07:00:00,
3087612,enter date publication decision environmental permit,560872,2011-09-14 07:00:00,
3721542,enter date publication decision environmental permit,560890,2011-09-14 07:00:00,False
3862810,register submission date request,560925,2011-09-14 07:00:00,
3486557,enter date publication decision environmental permit,560890,2011-09-14 07:00:00,False
3645961,enter date publication decision environmental permit,560890,2011-09-14 07:00:00,False
3803603,registration date publication,560925,2011-09-14 07:00:00,
3834561,forward to the competent authority,560912,2011-09-14 16:10:38,
3834561,regular procedure without MER,560912,2011-09-14 16:10:44,
3834561,send procedure confirmation,560912,2011-09-14 16:10:48,
3649878,extend procedure term,2670601,2011-09-14 20:40:53,
3649878,creating decision procedure term extension,2670601,2011-09-14 20:40:59,
3649878,register number of days extension period,2670601,2011-09-14 20:40:59,
3649878,enter date decision procedure term extension,2670601,2011-09-14 22:16:48,
3649878,decision procedure term extension,2670601,2011-09-14 22:16:48,
3649878,copy decision to extend procedure to stakeholders,2670601,2011-09-14 22:17:19,
3649878,enter senddate decision procedure term extension,2670601,2011-09-14 22:17:19,
3850331,phase application received,560872,2011-09-15 17:17:33,
3850331,terminate on request,560872,2011-09-15 17:17:36,
3850331,send confirmation receipt,560872,2011-09-15 17:17:41,
3850331,send confirmation receipt,560872,2011-09-15 17:21:22,
3850331,enter senddate acknowledgement,560872,2011-09-15 17:21:22,
3850331,no permit needed or only notification needed,560872,2011-09-15 17:21:31,
3850331,applicant is stakeholder,560872,2011-09-15 17:21:34,
3850331,forward to the competent authority,560872,2011-09-15 17:21:38,
3850331,regular procedure without MER,560872,2011-09-15 17:21:45,
3850331,enter senddate procedure confirmation,560872,2011-09-15 17:21:47,
3850331,send procedure confirmation,560872,2011-09-15 17:21:47,
3851782,phase application received,560872,2011-09-15 17:43:44,
3851782,send confirmation receipt,560872,2011-09-15 17:43:49,
3851782,no permit needed or only notification needed,560872,2011-09-15 17:43:55,
3851782,applicant is stakeholder,560872,2011-09-15 17:43:57,
3851782,terminate on request,560872,2011-09-15 17:44:01,
3851782,send confirmation receipt,560872,2011-09-15 17:49:12,
3851782,enter senddate acknowledgement,560872,2011-09-15 17:49:12,
3851782,forward to the competent authority,560872,2011-09-15 17:49:15,
3851782,regular procedure without MER,560872,2011-09-15 17:49:23,
3851782,enter senddate procedure confirmation,560872,2011-09-15 17:49:25,
3851782,send procedure confirmation,560872,2011-09-15 17:49:25,
3852444,phase application received,560872,2011-09-15 18:07:31,
3852444,terminate on request,560872,2011-09-15 18:07:34,
3852444,send confirmation receipt,560872,2011-09-15 18:07:41,
3852444,send confirmation receipt,560872,2011-09-15 18:14:31,
3852444,enter senddate acknowledgement,560872,2011-09-15 18:14:31,
3852444,forward to the competent authority,560872,2011-09-15 18:14:33,
3852444,regular procedure without MER,560872,2011-09-15 18:14:37,
3852444,send procedure confirmation,560872,2011-09-15 18:14:39,
3852444,enter senddate procedure confirmation,560872,2011-09-15 18:14:39,
3852444,no permit needed or only notification needed,560872,2011-09-15 18:14:57,
3852444,applicant is stakeholder,560872,2011-09-15 18:15:00,
3720299,inform BAG administrator,2670601,2011-09-15 18:59:03,
3720299,suspend term,2670601,2011-09-15 18:59:08,
3720299,extend procedure term,2670601,2011-09-15 18:59:16,
3720299,investigate BAG objects,2670601,2011-09-15 18:59:23,
3720299,treat subcases completeness,2670601,2011-09-15 19:00:08,
3720299,subcases completeness completed,2670601,2011-09-15 19:00:10,
3720299,procedure change,2670601,2011-09-15 19:00:11,
3720299,request complete,2670601,2011-09-15 19:00:13,
3720299,phase application receptive,2670601,2011-09-15 19:00:13,
3720299,send letter in progress,2670601,2011-09-15 19:00:17,
3720299,treat subcases content,2670601,2011-09-15 19:00:18,
3720299,completed subcases content,2670601,2011-09-15 19:00:19,
3720299,request further information,2670601,2011-09-15 19:00:23,
3720299,procedure change,2670601,2011-09-15 19:00:26,
3720299,article 34  WABO applies,2670601,2011-09-15 19:00:31,
3720299,phase advice known,2670601,2011-09-15 19:00:34,
3720299,assessment of content completed,2670601,2011-09-15 19:00:34,
3720299,grounds for refusal,2670601,2011-09-15 19:00:36,
3720299,ask stakeholders views,2670601,2011-09-15 19:00:37,
3720299,suspension ground applicable,2670601,2011-09-15 19:00:38,
3720299,by law,2670601,2011-09-15 19:00:40,
3720299,creating environmental permit decision,2670601,2011-09-15 19:00:40,
3531457,treat subcases completeness,3273854,2011-09-15 19:18:09,
3531457,subcases completeness completed,3273854,2011-09-15 19:18:11,
3531457,suspend term,3273854,2011-09-15 19:18:20,
3531457,terminate on request,3273854,2011-09-15 19:19:07,
3531457,WAW permit aspect,3273854,2011-09-15 19:19:09,
3531457,applicant is stakeholder,3273854,2011-09-15 19:19:12,
3531457,procedure change,3273854,2011-09-15 19:19:15,
3531457,request complete,3273854,2011-09-15 19:19:17,
3531457,phase application receptive,3273854,2011-09-15 19:19:17,
3531457,send letter in progress,3273854,2011-09-15 19:19:26,
3531457,WAW permit aspect,3273854,2011-09-15 19:19:28,
3531457,treat subcases content,3273854,2011-09-15 19:19:30,
3531457,completed subcases content,3273854,2011-09-15 19:19:31,
3531457,activities regular procedure,3273854,2011-09-15 19:19:35,
3531457,article 34  WABO applies,3273854,2011-09-15 19:19:37,
3531457,assessment of content completed,3273854,2011-09-15 19:19:38,
3531457,phase advice known,3273854,2011-09-15 19:19:38,
3531457,grounds for refusal,3273854,2011-09-15 19:19:39,
3531457,ask stakeholders views,3273854,2011-09-15 19:19:40,
3531457,suspension ground applicable,3273854,2011-09-15 19:19:41,
3531457,by law,3273854,2011-09-15 19:19:42,
3531457,creating environmental permit decision,3273854,2011-09-15 19:19:42,
3853149,phase application received,560872,2011-09-15 19:33:31,
3853149,terminate on request,560872,2011-09-15 19:33:34,
3853149,send confirmation receipt,560872,2011-09-15 19:33:40,
3853149,send confirmation receipt,560872,2011-09-15 19:35:53,
3853149,enter senddate acknowledgement,560872,2011-09-15 19:35:53,
3853149,forward to the competent authority,560872,2011-09-15 19:35:55,
3853149,regular procedure without MER,560872,2011-09-15 19:36:04,
3853149,send procedure confirmation,560872,2011-09-15 19:36:06,
3853149,enter senddate procedure confirmation,560872,2011-09-15 19:36:06,
3853149,no permit needed or only notification needed,560872,2011-09-15 19:36:20,
3853149,applicant is stakeholder,560872,2011-09-15 19:36:23,
3854674,phase application received,560872,2011-09-15 20:18:30,
3854674,terminate on request,560872,2011-09-15 20:18:38,
3854674,send confirmation receipt,560872,2011-09-15 20:18:44,
3854674,send confirmation receipt,560872,2011-09-15 20:20:39,
3854674,enter senddate acknowledgement,560872,2011-09-15 20:20:39,
3854674,forward to the competent authority,560872,2011-09-15 20:20:42,
3854674,regular procedure without MER,560872,2011-09-15 20:20:50,
3854674,MER present,560872,2011-09-15 20:20:52,
3854674,activities regular procedure,560872,2011-09-15 20:20:56,
3854674,phased application,560872,2011-09-15 20:21:00,
