Case ID,Activity,Resource,Complete Timestamp,(case) Accepted,(case) ApplicationID,(case) CreditScore,(case) FirstWithdrawalAmount,(case) MonthlyCost,(case) NumberOfTerms,(case) OfferedAmount,(case) Selected,Action,EventID,EventOrigin,OfferID,lifecycle:transition
Offer_2124102614,O_Sent (mail and online),User_41,2016-01-20 21:12:50.316,True,Application_2085485752,0,0.0,200.0,127,20000.0,True,statechange,OfferState_115606750,Offer,Offer_2124102614,complete
Offer_1235324411,O_Create Offer,User_27,2016-01-20 21:17:50.262,False,Application_1028636694,0,10000.0,165.43,72,10000.0,False,Created,Offer_1235324411,Offer,,complete
Offer_1235324411,O_Created,User_27,2016-01-20 21:17:51.582,False,Application_1028636694,0,10000.0,165.43,72,10000.0,False,statechange,OfferState_473885907,Offer,Offer_1235324411,complete
Offer_1235324411,O_Sent (mail and online),User_27,2016-01-20 21:18:13.228,False,Application_1028636694,0,10000.0,165.43,72,10000.0,False,statechange,OfferState_1708259897,Offer,Offer_1235324411,complete
Offer_613801609,O_Returned,User_112,2016-01-20 21:18:22.530,True,Application_14270635,789,0.0,126.76,72,7500.0,True,statechange,OfferState_225249679,Offer,Offer_613801609,complete
Offer_1208752570,O_Refused,User_99,2016-01-20 21:35:53.474,False,Application_1760683579,0,5000.0,91.91,65,5000.0,True,statechange,OfferState_974952095,Offer,Offer_1208752570,complete
Offer_179550691,O_Create Offer,User_18,2016-01-20 21:38:55.735,True,Application_1447778468,0,5000.0,99.48,107,8000.0,False,Created,Offer_179550691,Offer,,complete
Offer_179550691,O_Created,User_18,2016-01-20 21:38:57.002,True,Application_1447778468,0,5000.0,99.48,107,8000.0,False,statechange,OfferState_1199450533,Offer,Offer_179550691,complete
Offer_179550691,O_Sent (mail and online),User_18,2016-01-20 21:39:11.347,True,Application_1447778468,0,5000.0,99.48,107,8000.0,False,statechange,OfferState_1726402887,Offer,Offer_179550691,complete
Offer_2146192876,O_Accepted,User_99,2016-01-20 21:42:22.494,True,Application_1596259876,915,0.0,150.0,127,15000.0,True,statechange,OfferState_438731282,Offer,Offer_2146192876,complete
Offer_1133337719,O_Cancelled,User_99,2016-01-20 21:42:22.512,True,Application_1596259876,0,0.0,100.0,134,10000.0,False,statechange,OfferState_1922538244,Offer,Offer_1133337719,complete
Offer_1238156930,O_Refused,User_87,2016-01-20 21:47:00.610,False,Application_526545505,0,0.0,250.0,126,25000.0,True,statechange,OfferState_866950472,Offer,Offer_1238156930,complete
Offer_503714710,O_Create Offer,User_4,2016-01-20 21:53:13.722,True,Application_1577840586,938,0.0,150.0,127,15000.0,True,Created,Offer_503714710,Offer,,complete
Offer_503714710,O_Created,User_4,2016-01-20 21:53:15.035,True,Application_1577840586,938,0.0,150.0,127,15000.0,True,statechange,OfferState_643733925,Offer,Offer_503714710,complete
Offer_667462836,O_Returned,User_116,2016-01-20 21:54:30.565,True,Application_1014301064,0,1604.47,137.59,60,7000.0,True,statechange,OfferState_1368733769,Offer,Offer_667462836,complete
Offer_503714710,O_Sent (mail and online),User_4,2016-01-20 21:54:31.968,True,Application_1577840586,938,0.0,150.0,127,15000.0,True,statechange,OfferState_1009644562,Offer,Offer_503714710,complete
Offer_1203119055,O_Create Offer,User_4,2016-01-20 22:12:58.533,True,Application_1670011597,0,5000.0,223.16,24,5000.0,False,Created,Offer_1203119055,Offer,,complete
Offer_1203119055,O_Created,User_4,2016-01-20 22:12:59.795,True,Application_1670011597,0,5000.0,223.16,24,5000.0,False,statechange,OfferState_1587507958,Offer,Offer_1203119055,complete
Offer_1203119055,O_Sent (mail and online),User_4,2016-01-20 22:13:43.861,True,Application_1670011597,0,5000.0,223.16,24,5000.0,False,statechange,OfferState_1852187636,Offer,Offer_1203119055,complete
Offer_791271183,O_Returned,User_117,2016-01-20 22:14:21.322,False,Application_680267904,0,3000.0,170.0,127,17000.0,True,statechange,OfferState_775777800,Offer,Offer_791271183,complete
Offer_1379049416,O_Returned,User_117,2016-01-20 22:30:14.364,True,Application_1088837371,942,39036.0,522.97,120,50000.0,True,statechange,OfferState_1794030699,Offer,Offer_1379049416,complete
Offer_177099590,O_Create Offer,User_18,2016-01-20 22:42:26.040,True,Application_675223420,0,0.0,150.0,127,15000.0,False,Created,Offer_177099590,Offer,,complete
Offer_177099590,O_Created,User_18,2016-01-20 22:42:27.396,True,Application_675223420,0,0.0,150.0,127,15000.0,False,statechange,OfferState_1670263768,Offer,Offer_177099590,complete
Offer_177099590,O_Sent (mail and online),User_18,2016-01-20 22:42:41.005,True,Application_675223420,0,0.0,150.0,127,15000.0,False,statechange,OfferState_1480602036,Offer,Offer_177099590,complete
Offer_1926187560,O_Cancelled,User_9,2016-01-20 22:44:39.738,True,Application_340692563,0,0.0,225.0,78,15000.0,False,statechange,OfferState_17769449,Offer,Offer_1926187560,complete
Offer_1040577350,O_Create Offer,User_5,2016-01-20 22:47:25.771,False,Application_1370354556,0,0.0,300.0,45,12000.0,True,Created,Offer_1040577350,Offer,,complete
Offer_1040577350,O_Created,User_5,2016-01-20 22:47:27.162,False,Application_1370354556,0,0.0,300.0,45,12000.0,True,statechange,OfferState_298047627,Offer,Offer_1040577350,complete
Offer_1040577350,O_Sent (mail and online),User_5,2016-01-20 22:48:32.810,False,Application_1370354556,0,0.0,300.0,45,12000.0,True,statechange,OfferState_1361169586,Offer,Offer_1040577350,complete
Offer_2126514503,O_Refused,User_99,2016-01-20 22:49:44.412,True,Application_1973046230,0,20000.0,250.0,98,20300.0,True,statechange,OfferState_587320657,Offer,Offer_2126514503,complete
Offer_202020284,O_Create Offer,User_6,2016-01-20 22:50:08.037,False,Application_259543267,0,5000.0,98.28,60,5000.0,False,Created,Offer_202020284,Offer,,complete
Offer_202020284,O_Created,User_6,2016-01-20 22:50:09.450,False,Application_259543267,0,5000.0,98.28,60,5000.0,False,statechange,OfferState_729380024,Offer,Offer_202020284,complete
Offer_202020284,O_Sent (mail and online),User_6,2016-01-20 22:50:26.223,False,Application_259543267,0,5000.0,98.28,60,5000.0,False,statechange,OfferState_918886411,Offer,Offer_202020284,complete
Offer_661466524,O_Create Offer,User_43,2016-01-20 23:01:31.814,True,Application_1610536940,0,22000.0,233.18,120,22000.0,False,Created,Offer_661466524,Offer,,complete
Offer_661466524,O_Created,User_43,2016-01-20 23:01:33.138,True,Application_1610536940,0,22000.0,233.18,120,22000.0,False,statechange,OfferState_655747250,Offer,Offer_661466524,complete
Offer_661466524,O_Sent (mail and online),User_43,2016-01-20 23:03:47.611,True,Application_1610536940,0,22000.0,233.18,120,22000.0,False,statechange,OfferState_331361672,Offer,Offer_661466524,complete
Offer_545795470,O_Create Offer,User_18,2016-01-20 23:04:02.731,True,Application_1632603053,748,1378.0,366.08,120,35000.0,True,Created,Offer_545795470,Offer,,complete
Offer_545795470,O_Created,User_18,2016-01-20 23:04:04.012,True,Application_1632603053,748,1378.0,366.08,120,35000.0,True,statechange,OfferState_60684535,Offer,Offer_545795470,complete
Offer_545795470,O_Sent (mail and online),User_18,2016-01-20 23:04:40.788,True,Application_1632603053,748,1378.0,366.08,120,35000.0,True,statechange,OfferState_384906859,Offer,Offer_545795470,complete
Offer_1793788996,O_Accepted,User_115,2016-01-20 23:10:36.519,True,Application_1807260077,0,1000.0,200.0,89,15000.0,True,statechange,OfferState_1432143912,Offer,Offer_1793788996,complete
Offer_897270031,O_Create Offer,User_4,2016-01-20 23:10:53.903,False,Application_425716591,0,0.0,200.0,127,20000.0,False,Created,Offer_897270031,Offer,,complete
Offer_897270031,O_Created,User_4,2016-01-20 23:10:55.129,False,Application_425716591,0,0.0,200.0,127,20000.0,False,statechange,OfferState_543210711,Offer,Offer_897270031,complete
Offer_897270031,O_Sent (mail and online),User_4,2016-01-20 23:11:20.457,False,Application_425716591,0,0.0,200.0,127,20000.0,False,statechange,OfferState_1743014266,Offer,Offer_897270031,complete
Offer_570744495,O_Returned,User_117,2016-01-20 23:18:13.588,False,Application_1902262189,895,369.0,201.38,120,19000.0,True,statechange,OfferState_988880681,Offer,Offer_570744495,complete
Offer_1984441774,O_Create Offer,User_18,2016-01-20 23:18:52.728,True,Application_1203742645,0,42000.0,439.29,120,42000.0,True,Created,Offer_1984441774,Offer,,complete
Offer_1984441774,O_Created,User_18,2016-01-20 23:18:53.994,True,Application_1203742645,0,42000.0,439.29,120,42000.0,True,statechange,OfferState_2105238914,Offer,Offer_1984441774,complete
Offer_1984441774,O_Sent (mail and online),User_18,2016-01-20 23:19:08.070,True,Application_1203742645,0,42000.0,439.29,120,42000.0,True,statechange,OfferState_1780803797,Offer,Offer_1984441774,complete
Offer_1659986161,O_Create Offer,User_41,2016-01-20 23:20:13.979,False,Application_453923646,1027,6000.0,130.0,53,6000.0,True,Created,Offer_1659986161,Offer,,complete
Offer_1659986161,O_Created,User_41,2016-01-20 23:20:15.424,False,Application_453923646,1027,6000.0,130.0,53,6000.0,True,statechange,OfferState_771610294,Offer,Offer_1659986161,complete
Offer_1659986161,O_Sent (mail and online),User_41,2016-01-20 23:20:29.132,False,Application_453923646,1027,6000.0,130.0,53,6000.0,True,statechange,OfferState_1121068945,Offer,Offer_1659986161,complete
Offer_182746203,O_Create Offer,User_6,2016-01-20 23:31:06.793,False,Application_259313307,0,0.0,100.0,134,10000.0,True,Created,Offer_182746203,Offer,,complete
Offer_182746203,O_Created,User_6,2016-01-20 23:31:08.149,False,Application_259313307,0,0.0,100.0,134,10000.0,True,statechange,OfferState_190164843,Offer,Offer_182746203,complete
Offer_182746203,O_Sent (mail and online),User_6,2016-01-20 23:31:27.812,False,Application_259313307,0,0.0,100.0,134,10000.0,True,statechange,OfferState_1484320349,Offer,Offer_182746203,complete
Offer_2054368252,O_Create Offer,User_4,2016-01-20 23:42:34.680,True,Application_1791016953,0,0.0,450.0,126,45000.0,False,Created,Offer_2054368252,Offer,,complete
Offer_2054368252,O_Created,User_4,2016-01-20 23:42:35.983,True,Application_1791016953,0,0.0,450.0,126,45000.0,False,statechange,OfferState_547457339,Offer,Offer_2054368252,complete
Offer_2054368252,O_Sent (mail and online),User_4,2016-01-20 23:43:04.298,True,Application_1791016953,0,0.0,450.0,126,45000.0,False,statechange,OfferState_307669543,Offer,Offer_2054368252,complete
Offer_611275106,O_Returned,User_117,2016-01-20 23:43:07.360,True,Application_1966727878,965,0.0,225.0,78,15000.0,True,statechange,OfferState_1410870050,Offer,Offer_611275106,complete
Offer_757266274,O_Refused,User_43,2016-01-20 23:52:01.581,False,Application_285199122,0,0.0,230.0,49,10000.0,False,statechange,OfferState_336086084,Offer,Offer_757266274,complete
Offer_1290948043,O_Accepted,User_115,2016-01-20 23:53:20.965,True,Application_1077411737,741,200.0,200.0,57,10000.0,True,statechange,OfferState_440824773,Offer,Offer_1290948043,complete
Offer_1943252557,O_Accepted,User_113,2016-01-20 23:58:28.194,True,Application_493812399,918,45000.0,470.67,120,45000.0,True,statechange,OfferState_380063276,Offer,Offer_1943252557,complete
Offer_4534271,O_Returned,User_117,2016-01-21 00:02:05.634,False,Application_1405057301,630,7744.0,165.43,72,10000.0,True,statechange,OfferState_1426772254,Offer,Offer_4534271,complete
Offer_1855071419,O_Accepted,User_95,2016-01-21 00:04:14.510,False,Application_425002643,698,0.0,230.0,127,23000.0,True,statechange,OfferState_1077008995,Offer,Offer_1855071419,complete
Offer_2012142708,O_Cancelled,User_95,2016-01-21 00:04:14.536,False,Application_425002643,0,16222.0,264.73,108,23000.0,False,statechange,OfferState_1739184233,Offer,Offer_2012142708,complete
Offer_1395243130,O_Refused,User_29,2016-01-21 00:07:50.680,True,Application_299646442,0,3870.0,470.67,120,45000.0,True,statechange,OfferState_1524329809,Offer,Offer_1395243130,complete
Offer_1953800744,O_Refused,User_29,2016-01-21 00:07:50.789,True,Application_299646442,0,870.0,439.29,120,42000.0,False,statechange,OfferState_1416586930,Offer,Offer_1953800744,complete
Offer_2051513242,O_Refused,User_29,2016-01-21 00:07:50.803,True,Application_299646442,0,0.0,420.0,126,42000.0,False,statechange,OfferState_1785162637,Offer,Offer_2051513242,complete
Offer_1828596528,O_Refused,User_29,2016-01-21 00:07:50.826,True,Application_299646442,0,3870.0,470.67,120,45000.0,False,statechange,OfferState_700018766,Offer,Offer_1828596528,complete
Offer_1611508385,O_Refused,User_29,2016-01-21 00:07:50.841,True,Application_299646442,0,0.0,450.0,126,45000.0,False,statechange,OfferState_1589444360,Offer,Offer_1611508385,complete
Offer_667125676,O_Create Offer,User_5,2016-01-21 00:08:26.171,True,Application_421766070,0,0.0,300.0,56,15000.0,True,Created,Offer_667125676,Offer,,complete
Offer_667125676,O_Created,User_5,2016-01-21 00:08:27.578,True,Application_421766070,0,0.0,300.0,56,15000.0,True,statechange,OfferState_1140540630,Offer,Offer_667125676,complete
Offer_542355254,O_Create Offer,User_18,2016-01-21 00:08:30.296,False,Application_690361864,901,4374.0,561.99,60,30000.0,True,Created,Offer_542355254,Offer,,complete
Offer_542355254,O_Created,User_18,2016-01-21 00:08:31.716,False,Application_690361864,901,4374.0,561.99,60,30000.0,True,statechange,OfferState_1346559772,Offer,Offer_542355254,complete
Offer_542355254,O_Sent (mail and online),User_18,2016-01-21 00:08:49.184,False,Application_690361864,901,4374.0,561.99,60,30000.0,True,statechange,OfferState_2019216134,Offer,Offer_542355254,complete
Offer_667125676,O_Sent (mail and online),User_5,2016-01-21 00:09:07.166,True,Application_421766070,0,0.0,300.0,56,15000.0,True,statechange,OfferState_1995742896,Offer,Offer_667125676,complete
Offer_891749912,O_Create Offer,User_2,2016-01-21 00:11:12.320,True,Application_1043541344,0,50000.0,625.82,96,50000.0,False,Created,Offer_891749912,Offer,,complete
Offer_891749912,O_Created,User_2,2016-01-21 00:11:13.984,True,Application_1043541344,0,50000.0,625.82,96,50000.0,False,statechange,OfferState_1639499822,Offer,Offer_891749912,complete
Offer_192940070,O_Create Offer,User_41,2016-01-21 00:15:49.798,False,Application_1254852969,0,0.0,170.0,127,17000.0,False,Created,Offer_192940070,Offer,,complete
Offer_192940070,O_Created,User_41,2016-01-21 00:15:50.995,False,Application_1254852969,0,0.0,170.0,127,17000.0,False,statechange,OfferState_1459062985,Offer,Offer_192940070,complete
Offer_192940070,O_Sent (mail and online),User_41,2016-01-21 00:16:24.946,False,Application_1254852969,0,0.0,170.0,127,17000.0,False,statechange,OfferState_375833097,Offer,Offer_192940070,complete
Offer_5272053,O_Create Offer,User_43,2016-01-21 00:16:42.172,False,Application_931374942,0,8000.0,345.16,120,33000.0,False,Created,Offer_5272053,Offer,,complete
Offer_5272053,O_Created,User_43,2016-01-21 00:16:43.601,False,Application_931374942,0,8000.0,345.16,120,33000.0,False,statechange,OfferState_439129139,Offer,Offer_5272053,complete
Offer_891749912,O_Sent (mail and online),User_2,2016-01-21 00:16:52.294,True,Application_1043541344,0,50000.0,625.82,96,50000.0,False,statechange,OfferState_489876439,Offer,Offer_891749912,complete
Offer_892389030,O_Create Offer,User_4,2016-01-21 00:18:00.118,True,Application_1703039750,1004,35000.0,558.78,72,35000.0,True,Created,Offer_892389030,Offer,,complete
Offer_892389030,O_Created,User_4,2016-01-21 00:18:01.483,True,Application_1703039750,1004,35000.0,558.78,72,35000.0,True,statechange,OfferState_56321230,Offer,Offer_892389030,complete
Offer_5272053,O_Sent (mail and online),User_43,2016-01-21 00:18:21.856,False,Application_931374942,0,8000.0,345.16,120,33000.0,False,statechange,OfferState_1137039997,Offer,Offer_5272053,complete
Offer_892389030,O_Sent (mail and online),User_4,2016-01-21 00:18:25.754,True,Application_1703039750,1004,35000.0,558.78,72,35000.0,True,statechange,OfferState_677843176,Offer,Offer_892389030,complete
Offer_898144611,O_Accepted,User_99,2016-01-21 00:18:52.188,True,Application_597053023,0,0.0,100.0,134,10000.0,True,statechange,OfferState_1753728359,Offer,Offer_898144611,complete
Offer_472850229,O_Returned,User_117,2016-01-21 00:21:22.720,False,Application_789808316,606,10000.0,165.43,72,10000.0,True,statechange,OfferState_1454672459,Offer,Offer_472850229,complete
Offer_1982150940,O_Create Offer,User_18,2016-01-21 00:28:05.390,True,Application_1242409900,0,5000.0,223.16,24,5000.0,False,Created,Offer_1982150940,Offer,,complete
Offer_1982150940,O_Created,User_18,2016-01-21 00:28:06.668,True,Application_1242409900,0,5000.0,223.16,24,5000.0,False,statechange,OfferState_880892193,Offer,Offer_1982150940,complete
Offer_1982150940,O_Sent (mail and online),User_18,2016-01-21 00:29:06.229,True,Application_1242409900,0,5000.0,223.16,24,5000.0,False,statechange,OfferState_421607418,Offer,Offer_1982150940,complete
Offer_702770077,O_Accepted,User_99,2016-01-21 00:29:38.927,True,Application_477598161,0,0.0,400.0,126,40000.0,True,statechange,OfferState_1496209811,Offer,Offer_702770077,complete
Offer_1939443287,O_Returned,User_117,2016-01-21 00:37:21.330,True,Application_855041381,0,5000.0,153.68,36,5000.0,False,statechange,OfferState_7739893,Offer,Offer_1939443287,complete
Offer_193854247,O_Create Offer,User_41,2016-01-21 00:37:51.264,True,Application_353865638,988,0.0,150.0,80,10000.0,True,Created,Offer_193854247,Offer,,complete
Offer_193854247,O_Created,User_41,2016-01-21 00:37:52.852,True,Application_353865638,988,0.0,150.0,80,10000.0,True,statechange,OfferState_1065960732,Offer,Offer_193854247,complete
Offer_193854247,O_Sent (online only),User_41,2016-01-21 00:38:04.783,True,Application_353865638,988,0.0,150.0,80,10000.0,True,statechange,OfferState_1820034829,Offer,Offer_193854247,complete
Offer_979692435,O_Create Offer,User_18,2016-01-21 00:40:10.916,True,Application_1812218858,0,10000.0,250.0,74,16000.0,True,Created,Offer_979692435,Offer,,complete
Offer_979692435,O_Created,User_18,2016-01-21 00:40:12.190,True,Application_1812218858,0,10000.0,250.0,74,16000.0,True,statechange,OfferState_2017787229,Offer,Offer_979692435,complete
Offer_979692435,O_Sent (mail and online),User_18,2016-01-21 00:40:23.573,True,Application_1812218858,0,10000.0,250.0,74,16000.0,True,statechange,OfferState_1390241532,Offer,Offer_979692435,complete
Offer_754293191,O_Returned,User_117,2016-01-21 00:44:55.675,True,Application_961505598,967,0.0,100.0,134,10000.0,True,statechange,OfferState_1639986434,Offer,Offer_754293191,complete
Offer_1194124683,O_Create Offer,User_43,2016-01-21 00:46:33.313,True,Application_515209816,0,8000.0,140.0,134,14000.0,True,Created,Offer_1194124683,Offer,,complete
Offer_1194124683,O_Created,User_43,2016-01-21 00:46:34.694,True,Application_515209816,0,8000.0,140.0,134,14000.0,True,statechange,OfferState_1290665701,Offer,Offer_1194124683,complete
Offer_517017261,O_Cancelled,User_43,2016-01-21 00:46:49.612,True,Application_515209816,0,0.0,70.0,138,7000.0,False,statechange,OfferState_216173256,Offer,Offer_517017261,complete
Offer_1194124683,O_Sent (mail and online),User_43,2016-01-21 00:46:59.211,True,Application_515209816,0,8000.0,140.0,134,14000.0,True,statechange,OfferState_776474828,Offer,Offer_1194124683,complete
Offer_1588499571,O_Create Offer,User_18,2016-01-21 00:51:18.528,True,Application_857488446,0,0.0,150.0,64,8200.0,False,Created,Offer_1588499571,Offer,,complete
Offer_1588499571,O_Created,User_18,2016-01-21 00:51:19.744,True,Application_857488446,0,0.0,150.0,64,8200.0,False,statechange,OfferState_413596033,Offer,Offer_1588499571,complete
Offer_1588499571,O_Sent (mail and online),User_18,2016-01-21 00:51:33.679,True,Application_857488446,0,0.0,150.0,64,8200.0,False,statechange,OfferState_429510085,Offer,Offer_1588499571,complete
Offer_1238756696,O_Create Offer,User_4,2016-01-21 00:58:41.215,True,Application_857488446,919,0.0,150.0,64,8200.0,True,Created,Offer_1238756696,Offer,,complete
Offer_1238756696,O_Created,User_4,2016-01-21 00:58:42.591,True,Application_857488446,919,0.0,150.0,64,8200.0,True,statechange,OfferState_491192251,Offer,Offer_1238756696,complete
Offer_1238756696,O_Sent (mail and online),User_4,2016-01-21 00:58:53.362,True,Application_857488446,919,0.0,150.0,64,8200.0,True,statechange,OfferState_65550314,Offer,Offer_1238756696,complete
Offer_135333296,O_Returned,User_117,2016-01-21 01:01:23.180,False,Application_2013806316,813,4998.0,150.0,53,6900.0,True,statechange,OfferState_634328596,Offer,Offer_135333296,complete
Offer_1097877860,O_Create Offer,User_18,2016-01-21 01:13:00.817,True,Application_2088193617,0,10759.0,180.18,120,17000.0,False,Created,Offer_1097877860,Offer,,complete
Offer_1097877860,O_Created,User_18,2016-01-21 01:13:02.085,True,Application_2088193617,0,10759.0,180.18,120,17000.0,False,statechange,OfferState_422920718,Offer,Offer_1097877860,complete
Offer_1097877860,O_Sent (mail and online),User_18,2016-01-21 01:13:13.301,True,Application_2088193617,0,10759.0,180.18,120,17000.0,False,statechange,OfferState_1497024424,Offer,Offer_1097877860,complete
Offer_870274565,O_Accepted,User_115,2016-01-21 01:13:45.407,True,Application_875834446,895,5500.0,108.11,60,5500.0,True,statechange,OfferState_7051327,Offer,Offer_870274565,complete
Offer_776646680,O_Create Offer,User_74,2016-01-21 01:22:23.617,False,Application_1882710825,772,8000.0,124.23,80,8000.0,True,Created,Offer_776646680,Offer,,complete
Offer_776646680,O_Created,User_74,2016-01-21 01:22:24.957,False,Application_1882710825,772,8000.0,124.23,80,8000.0,True,statechange,OfferState_1066075438,Offer,Offer_776646680,complete
Offer_776646680,O_Sent (mail and online),User_74,2016-01-21 01:22:42.443,False,Application_1882710825,772,8000.0,124.23,80,8000.0,True,statechange,OfferState_1280845837,Offer,Offer_776646680,complete
Offer_718600495,O_Create Offer,User_18,2016-01-21 01:23:07.131,False,Application_88195601,1006,4540.0,98.28,60,5000.0,True,Created,Offer_718600495,Offer,,complete
Offer_718600495,O_Created,User_18,2016-01-21 01:23:08.539,False,Application_88195601,1006,4540.0,98.28,60,5000.0,True,statechange,OfferState_2093514855,Offer,Offer_718600495,complete
Offer_718600495,O_Sent (mail and online),User_18,2016-01-21 01:23:20.483,False,Application_88195601,1006,4540.0,98.28,60,5000.0,True,statechange,OfferState_1710293790,Offer,Offer_718600495,complete
Offer_29132228,O_Accepted,User_117,2016-01-21 01:27:43.247,True,Application_2104180007,914,8860.0,189.79,96,15000.0,True,statechange,OfferState_636002378,Offer,Offer_29132228,complete
Offer_1047098629,O_Accepted,User_117,2016-01-21 01:29:27.569,True,Application_1675166178,873,15000.0,282.96,60,15000.0,True,statechange,OfferState_1904220353,Offer,Offer_1047098629,complete
Offer_866512805,O_Create Offer,User_43,2016-01-21 01:54:34.672,False,Application_791250493,0,13000.0,143.91,120,13000.0,False,Created,Offer_866512805,Offer,,complete
Offer_866512805,O_Created,User_43,2016-01-21 01:54:35.850,False,Application_791250493,0,13000.0,143.91,120,13000.0,False,statechange,OfferState_828296488,Offer,Offer_866512805,complete
Offer_866512805,O_Sent (mail and online),User_43,2016-01-21 01:59:34.897,False,Application_791250493,0,13000.0,143.91,120,13000.0,False,statechange,OfferState_312028764,Offer,Offer_866512805,complete
Offer_2068087498,O_Create Offer,User_41,2016-01-21 02:01:11.643,True,Application_192004010,0,0.0,57.26,120,5000.0,False,Created,Offer_2068087498,Offer,,complete
Offer_2068087498,O_Created,User_41,2016-01-21 02:01:12.817,True,Application_192004010,0,0.0,57.26,120,5000.0,False,statechange,OfferState_893955174,Offer,Offer_2068087498,complete
Offer_2037226395,O_Create Offer,User_41,2016-01-21 02:01:35.069,True,Application_192004010,0,0.0,50.0,138,5000.0,False,Created,Offer_2037226395,Offer,,complete
Offer_2037226395,O_Created,User_41,2016-01-21 02:01:36.245,True,Application_192004010,0,0.0,50.0,138,5000.0,False,statechange,OfferState_1083463541,Offer,Offer_2037226395,complete
Offer_2037226395,O_Sent (mail and online),User_41,2016-01-21 02:02:05.835,True,Application_192004010,0,0.0,50.0,138,5000.0,False,statechange,OfferState_2128999218,Offer,Offer_2037226395,complete
Offer_2068087498,O_Sent (mail and online),User_41,2016-01-21 02:02:05.837,True,Application_192004010,0,0.0,57.26,120,5000.0,False,statechange,OfferState_704055866,Offer,Offer_2068087498,complete
Offer_1574429971,O_Create Offer,User_41,2016-01-21 02:16:04.904,True,Application_1655935522,0,610.0,272.03,96,21500.0,False,Created,Offer_1574429971,Offer,,complete
Offer_1574429971,O_Created,User_41,2016-01-21 02:16:06.203,True,Application_1655935522,0,610.0,272.03,96,21500.0,False,statechange,OfferState_1786662921,Offer,Offer_1574429971,complete
Offer_1574429971,O_Cancelled,User_41,2016-01-21 02:16:31.692,True,Application_1655935522,0,610.0,272.03,96,21500.0,False,statechange,OfferState_1841300752,Offer,Offer_1574429971,complete
Offer_1393333399,O_Create Offer,User_41,2016-01-21 02:16:48.870,True,Application_1655935522,0,0.0,265.7,96,21000.0,False,Created,Offer_1393333399,Offer,,complete
Offer_1393333399,O_Created,User_41,2016-01-21 02:16:50.068,True,Application_1655935522,0,0.0,265.7,96,21000.0,False,statechange,OfferState_1236233912,Offer,Offer_1393333399,complete
Offer_1393333399,O_Sent (mail and online),User_41,2016-01-21 02:18:03.454,True,Application_1655935522,0,0.0,265.7,96,21000.0,False,statechange,OfferState_1462192096,Offer,Offer_1393333399,complete
Offer_1996633450,O_Cancelled,User_4,2016-01-21 02:32:37.454,False,Application_1688279534,0,0.0,200.0,39,7000.0,False,statechange,OfferState_1885978377,Offer,Offer_1996633450,complete
Offer_1715428613,O_Create Offer,User_4,2016-01-21 02:37:24.842,True,Application_2006366791,0,18500.0,425.91,48,18500.0,False,Created,Offer_1715428613,Offer,,complete
Offer_1715428613,O_Created,User_4,2016-01-21 02:37:26.054,True,Application_2006366791,0,18500.0,425.91,48,18500.0,False,statechange,OfferState_1426747916,Offer,Offer_1715428613,complete
Offer_1715428613,O_Sent (mail and online),User_4,2016-01-21 02:37:35.816,True,Application_2006366791,0,18500.0,425.91,48,18500.0,False,statechange,OfferState_342191089,Offer,Offer_1715428613,complete
Offer_2006228385,O_Create Offer,User_31,2016-01-21 02:55:51.845,False,Application_60321550,0,18000.0,312.38,66,18000.0,True,Created,Offer_2006228385,Offer,,complete
Offer_2006228385,O_Created,User_31,2016-01-21 02:55:53.107,False,Application_60321550,0,18000.0,312.38,66,18000.0,True,statechange,OfferState_53532374,Offer,Offer_2006228385,complete
Offer_2006228385,O_Sent (mail and online),User_31,2016-01-21 02:58:35.018,False,Application_60321550,0,18000.0,312.38,66,18000.0,True,statechange,OfferState_1359839964,Offer,Offer_2006228385,complete
Offer_1071342815,O_Create Offer,User_4,2016-01-21 03:02:38.465,True,Application_1772525219,0,10000.0,300.0,56,15000.0,True,Created,Offer_1071342815,Offer,,complete
Offer_1071342815,O_Created,User_4,2016-01-21 03:02:39.688,True,Application_1772525219,0,10000.0,300.0,56,15000.0,True,statechange,OfferState_666714987,Offer,Offer_1071342815,complete
Offer_1071342815,O_Sent (mail and online),User_4,2016-01-21 03:03:00.901,True,Application_1772525219,0,10000.0,300.0,56,15000.0,True,statechange,OfferState_2093001443,Offer,Offer_1071342815,complete
Offer_1357796305,O_Create Offer,User_18,2016-01-21 03:08:01.766,True,Application_242384872,0,0.0,200.0,119,19000.0,False,Created,Offer_1357796305,Offer,,complete
Offer_1357796305,O_Created,User_18,2016-01-21 03:08:03.066,True,Application_242384872,0,0.0,200.0,119,19000.0,False,statechange,OfferState_1709588750,Offer,Offer_1357796305,complete
Offer_1357796305,O_Sent (mail and online),User_18,2016-01-21 03:08:23.314,True,Application_242384872,0,0.0,200.0,119,19000.0,False,statechange,OfferState_727013908,Offer,Offer_1357796305,complete
Offer_1719535554,O_Create Offer,User_14,2016-01-21 03:15:37.091,True,Application_882516770,1016,7000.0,300.0,56,15000.0,True,Created,Offer_1719535554,Offer,,complete
Offer_1719535554,O_Created,User_14,2016-01-21 03:15:38.455,True,Application_882516770,1016,7000.0,300.0,56,15000.0,True,statechange,OfferState_419751150,Offer,Offer_1719535554,complete
