REQUEST_ID,ACTIVITY,START_DATE,END_DATE,CE_UO,ROLE,CLOSURE_TYPE,CLOSURE_REASON,WORKING_STATE,case_cost,outcome
201810001386,Authorization Requested,2018-10-03 16:00:08,2018-10-03 16:01:53.000,22,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201810001386,Service closure Request with BO responsibility,2018-10-03 16:01:53,2018-10-16 12:03:40.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
20186006102,Service closure Request with network responsibility,2018-10-03 16:03:36,2018-10-03 16:04:35.000,393,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
20186006102,Service closure Request with BO responsibility,2018-10-03 16:04:35,2018-10-10 11:00:25.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201810001404,Request created,2018-10-03 16:23:12,2018-10-03 16:23:55.000,116,APPLICANT,Porting,,Completed,1.5,
201810001404,Pending Request for Network Information,2018-10-03 16:23:55,2018-10-19 16:58:17.000,48,APPLICANT,Porting,,Completed,2.1,
201810001419,Request created,2018-10-03 16:50:07,2018-10-03 16:50:31.000,545,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810001419,Evaluating Request (NO registered letter),2018-10-03 16:50:31,2018-10-03 17:01:47.000,141,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810001419,Service closure Request with network responsibility,2018-10-04 08:47:43,2018-10-04 09:58:55.000,141,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201810001500,Request created,2018-10-04 09:24:20,2018-10-04 09:26:43.000,460,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810001500,Service closure Request with network responsibility,2018-10-04 09:26:43,2018-10-04 09:27:09.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810001500,Authorization Requested,2018-10-04 09:27:09,2018-10-04 11:00:28.000,314,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
201810001527,Request created,2018-10-04 09:48:14,2018-10-04 09:50:10.000,494,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810001527,Evaluating Request (WITH registered letter),2018-10-04 09:50:10,2018-10-04 10:07:48.000,435,DIRECTOR,Client Recess,1 - Client lost,Completed,11.31,
201810000091,Service closure Request with BO responsibility,2018-10-04 09:57:45,2018-10-16 11:22:51.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810001419,Service closure Request with BO responsibility,2018-10-04 09:58:55,2018-10-16 09:12:02.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201810001527,Service closure Request with network responsibility,2018-10-04 10:13:57,2018-10-04 10:14:23.000,435,APPLICANT,Client Recess,1 - Client lost,Completed,11.91,
201810001527,Service closure Request with BO responsibility,2018-10-04 10:14:23,2018-10-11 11:14:36.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,12.71,
201810001500,Service closure Request with BO responsibility,2018-10-04 11:00:28,2018-10-10 16:00:04.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810001789,Request created,2018-10-04 14:56:37,2018-10-04 14:56:46.000,415,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201810001789,Service closure Request with network responsibility,2018-10-04 14:56:46,2018-10-04 14:57:26.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201810001789,Authorization Requested,2018-10-04 14:57:26,2018-10-04 16:04:04.000,129,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201810001810,Request created,2018-10-04 15:14:30,2018-10-04 16:47:33.000,253,APPLICANT,Client Recess,3 - Keep bank account. Different dip,Deleted,1.5,
201810001817,Request created,2018-10-04 15:19:04,2018-10-04 15:19:30.000,73,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201810001817,Service closure Request with network responsibility,2018-10-04 15:19:30,2018-10-04 15:21:14.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201810001817,Authorization Requested,2018-10-04 15:21:14,2018-10-04 15:22:37.000,145,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201810001817,Service closure Request with BO responsibility,2018-10-04 15:22:37,2018-10-19 14:26:54.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201810001861,Request created,2018-10-04 15:57:49,2018-10-04 15:58:44.000,423,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810001861,Evaluating Request (NO registered letter),2018-10-04 15:58:44,2018-10-04 17:18:08.000,309,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810001789,Service closure Request with BO responsibility,2018-10-04 16:04:04,2018-10-12 14:02:20.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201810001877,Request created,2018-10-04 16:08:44,2018-10-04 16:09:47.000,437,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810001877,Service closure Request with network responsibility,2018-10-04 16:09:47,2018-10-04 16:13:29.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810001877,Authorization Requested,2018-10-04 16:13:29,2018-10-04 16:17:02.000,111,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
20189007925,Request created,2018-10-04 16:14:45,2018-10-04 16:17:01.000,24,APPLICANT,Client Recess,,Deleted,1.5,
20189007925,Request deleted,2018-10-04 16:17:01,2018-10-04 16:17:01.000,,APPLICANT,Client Recess,,Deleted,2.1,False
201810001877,Service closure Request with BO responsibility,2018-10-04 16:17:02,2018-10-05 14:39:00.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810001810,Request deleted,2018-10-04 16:47:33,2018-10-04 16:47:33.000,,APPLICANT,Client Recess,3 - Keep bank account. Different dip,Deleted,2.1,False
201810001995,Request created,2018-10-05 09:32:23,2018-10-05 09:32:37.000,118,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810001995,Service closure Request with network responsibility,2018-10-05 09:32:37,2018-10-05 09:34:57.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810001995,Authorization Requested,2018-10-05 09:34:57,2018-10-05 11:02:08.000,394,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
201810001300,Request created,2018-10-05 09:47:06,2018-10-05 09:47:32.000,15,APPLICANT,Inheritance,,Deleted,1.5,
201810001300,Request deleted,2018-10-05 09:47:32,2018-10-05 09:47:32.000,,APPLICANT,Inheritance,,Deleted,2.1,False
201810002030,Request created,2018-10-05 10:17:37,2018-10-05 10:18:10.000,502,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810002030,Evaluating Request (NO registered letter),2018-10-05 10:18:10,2018-10-05 10:22:57.000,12,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002050,Request created,2018-10-05 10:23:08,2018-10-05 10:23:27.000,468,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810002050,Evaluating Request (NO registered letter),2018-10-05 10:23:27,2018-10-05 10:56:31.000,103,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002030,Service closure Request with network responsibility,2018-10-05 10:23:39,2018-10-05 10:27:22.000,12,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201810002030,Service closure Request with BO responsibility,2018-10-05 10:27:22,2018-10-10 15:33:33.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
20189007657,Service closure Request with BO responsibility,2018-10-05 10:40:25,2018-10-10 10:57:19.000,BOF,BACK-OFFICE,Inheritance,,Completed,7.1099999999999985,
201810002085,Request created,2018-10-05 10:58:42,2018-10-05 10:59:14.000,102,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201810002085,Service closure Request with network responsibility,2018-10-05 10:59:14,2018-10-05 11:01:07.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201810002085,Authorization Requested,2018-10-05 11:01:07,2018-10-05 11:21:04.000,321,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201810001995,Service closure Request with BO responsibility,2018-10-05 11:02:08,2018-10-05 14:21:41.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810002050,Service closure Request with network responsibility,2018-10-05 11:11:21,2018-10-05 11:11:54.000,103,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201810002050,Service closure Request with BO responsibility,2018-10-05 11:11:54,2018-10-12 13:36:46.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201810002085,Service closure Request with BO responsibility,2018-10-05 11:21:04,2018-10-10 11:19:40.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
201810002121,Request created,2018-10-05 11:40:46,2018-10-05 11:47:24.000,455,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
20189006778,Request created,2018-10-05 11:42:23,2018-10-05 11:43:52.000,524,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
20189006778,Evaluating Request (NO registered letter),2018-10-05 11:43:52,2018-10-11 08:28:08.000,426,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002121,Evaluating Request (NO registered letter),2018-10-05 11:47:24,2018-10-08 12:18:46.000,71,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002165,Request created,2018-10-05 12:26:04,2018-10-05 12:31:35.000,205,APPLICANT,Inheritance,,Completed,1.5,
201810002165,Service closure Request with network responsibility,2018-10-05 12:31:35,2018-10-05 12:35:44.000,,APPLICANT,Inheritance,,Completed,2.1,
201810002165,Authorization Requested,2018-10-05 12:35:44,2018-10-05 18:33:55.000,45,DIRECTOR,Inheritance,,Completed,4.91,
201810002210,Request created,2018-10-05 13:10:06,2018-10-05 13:11:00.000,398,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810002210,Evaluating Request (WITH registered letter),2018-10-05 13:11:00,2018-10-05 14:30:48.000,628,DIRECTOR,Client Recess,1 - Client lost,Completed,11.31,
201810001995,Pending Request for Reservation Closure,2018-10-05 14:21:41,2018-10-05 14:21:52.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,6.51,
201810001995,Pending Liquidation Request,2018-10-05 14:21:52,2018-10-09 03:10:35.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,7.31,
201810001877,Pending Request for Reservation Closure,2018-10-05 14:39:00,2018-10-05 14:41:48.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,6.51,
201810001877,Pending Liquidation Request,2018-10-05 14:41:48,2018-10-09 03:10:27.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,7.31,
201810002241,Request created,2018-10-05 14:58:30,2018-10-05 15:06:14.000,297,APPLICANT,Inheritance,,Completed,1.5,
201810002241,Service closure Request with network responsibility,2018-10-05 15:06:14,2018-10-05 15:14:15.000,,APPLICANT,Inheritance,,Completed,2.1,
201810002241,Authorization Requested,2018-10-05 15:14:15,2018-10-08 11:32:30.000,147,DIRECTOR,Inheritance,,Completed,4.91,
201810002291,Request created,2018-10-05 16:04:43,2018-10-05 16:07:37.000,146,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810002291,Service closure Request with network responsibility,2018-10-05 16:07:37,2018-10-05 16:08:40.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810002291,Authorization Requested,2018-10-05 16:08:40,2018-10-05 16:33:39.000,291,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
20189005083,Pending Request for Reservation Closure,2018-10-05 16:17:44,2018-10-05 16:17:49.000,48,BACK-OFFICE,Porting,,Completed,2.9000000000000004,
20189005083,Pending Liquidation Request,2018-10-05 16:17:49,2018-10-09 03:08:27.000,48,BACK-OFFICE,Porting,,Completed,3.7,
201810002291,Service closure Request with BO responsibility,2018-10-05 16:33:39,2018-10-10 15:56:08.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810002165,Service closure Request with BO responsibility,2018-10-05 18:33:55,2018-10-12 13:26:51.000,BOF,BACK-OFFICE,Inheritance,,Completed,5.71,
20187002969,Service closure Request with BO responsibility,2018-10-05 18:48:59,2018-10-10 12:28:29.000,BOF,BACK-OFFICE,Client Recess,7 - Keep other relationships. Same dip,Completed,20.200000000000006,
201810002210,Service closure Request with network responsibility,2018-10-08 08:58:58,2018-10-08 08:59:53.000,628,APPLICANT,Client Recess,1 - Client lost,Completed,11.91,
201810002210,Service closure Request with BO responsibility,2018-10-08 08:59:53,2018-10-15 13:06:08.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,12.71,
201810002394,Request created,2018-10-08 09:27:38,2018-10-08 09:29:14.000,153,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810002394,Service closure Request with network responsibility,2018-10-08 09:29:14,2018-10-11 10:32:23.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
20189006941,Service closure Request with BO responsibility,2018-10-08 09:50:24,2018-10-16 08:48:34.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
20189007813,Pending Request for Reservation Closure,2018-10-08 10:01:34,2018-10-08 10:03:08.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.600000000000005,
20189007813,Pending Liquidation Request,2018-10-08 10:03:08,2018-10-10 03:09:57.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,20.400000000000013,
201810000553,Service closure Request with BO responsibility,2018-10-08 10:04:23,2018-10-16 10:43:30.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
20189000789,Pending Request for Reservation Closure,2018-10-08 10:11:23,2018-10-08 10:15:13.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,15.710000000000004,
20189000789,Pending Liquidation Request,2018-10-08 10:15:13,2018-10-10 03:07:39.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,16.51,
201810002479,Request created,2018-10-08 10:19:44,2018-10-08 10:20:16.000,313,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810002479,Service closure Request with network responsibility,2018-10-08 10:20:16,2018-10-08 10:21:24.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810002479,Authorization Requested,2018-10-08 10:21:24,2018-10-08 10:39:41.000,421,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
201810002501,Request created,2018-10-08 10:34:38,2018-10-08 10:55:35.000,157,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Deleted,1.5,
201810002479,Service closure Request with BO responsibility,2018-10-08 10:39:41,2018-10-15 09:45:20.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810002501,Request deleted,2018-10-08 10:55:35,2018-10-08 10:55:35.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Deleted,2.1,False
201810002545,Request created,2018-10-08 11:01:08,2018-10-08 11:02:01.000,476,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810002545,Evaluating Request (NO registered letter),2018-10-08 11:02:01,2019-01-24 19:16:38.000,93,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002550,Request created,2018-10-08 11:04:14,2018-10-08 11:04:34.000,549,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810002550,Service closure Request with network responsibility,2018-10-08 11:04:34,2018-10-08 11:05:21.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810002550,Authorization Requested,2018-10-08 11:05:21,2018-10-08 22:42:19.000,633,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
20189003306,Pending Request for Reservation Closure,2018-10-08 11:16:48,2018-10-08 11:19:15.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,18.200000000000006,
20189003306,Pending Liquidation Request,2018-10-08 11:19:15,2018-10-10 03:07:51.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.000000000000004,
201810002241,Service closure Request with BO responsibility,2018-10-08 11:32:30,2018-10-17 10:38:06.000,BOF,BACK-OFFICE,Inheritance,,Completed,5.71,
201810002121,Service closure Request with network responsibility,2018-10-08 12:21:47,2018-10-08 12:22:39.000,71,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201810002121,Service closure Request with BO responsibility,2018-10-08 12:22:39,2018-10-10 16:46:49.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
20189005696,Service closure Request with network responsibility,2018-10-08 12:23:09,2018-10-08 12:24:04.000,446,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
20189005696,Service closure Request with BO responsibility,2018-10-08 12:24:04,2018-10-15 12:44:24.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
20189008175,Pending Request for Reservation Closure,2018-10-08 12:56:59,2018-10-08 12:59:14.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,6.51,
20189008175,Pending Liquidation Request,2018-10-08 12:59:14,2018-10-10 03:10:16.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,7.31,
201810002748,Request created,2018-10-08 13:03:20,2018-10-08 13:03:51.000,330,APPLICANT,Porting,,Completed,1.5,
201810002748,Pending Request for Network Information,2018-10-08 13:03:51,2018-10-22 12:02:51.000,332,APPLICANT,Porting,,Completed,2.1,
201810002757,Request created,2018-10-08 13:09:18,2018-10-08 13:10:20.000,265,APPLICANT,Porting,,Completed,1.5,
20189009228,Service closure Request with BO responsibility,2018-10-08 13:10:11,2018-10-11 15:21:48.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810002757,Pending Request for Network Information,2018-10-08 13:10:20,2018-10-19 16:35:27.000,48,APPLICANT,Porting,,Completed,2.1,
20189005367,Pending Request for Reservation Closure,2018-10-08 13:21:11,2018-10-08 13:23:11.000,BOF,BACK-OFFICE,Inheritance,,Completed,6.51,
20189005367,Pending Liquidation Request,2018-10-08 13:23:11,2018-10-10 03:08:21.000,BOF,BACK-OFFICE,Inheritance,,Completed,7.31,
201810002845,Request created,2018-10-08 15:30:17,2018-10-08 15:33:02.000,156,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810002845,Service closure Request with network responsibility,2018-10-08 15:33:02,2018-10-08 15:36:51.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810002845,Authorization Requested,2018-10-08 15:36:51,2018-10-11 15:33:30.000,99,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
201810002865,Request created,2018-10-08 15:51:16,2018-10-08 15:51:53.000,68,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
20189001596,Service closure Request with BO responsibility,2018-10-08 15:51:38,2018-10-09 12:32:38.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810002865,Evaluating Request (NO registered letter),2018-10-08 15:51:53,2018-10-19 09:15:53.000,179,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002879,Request created,2018-10-08 15:56:31,2018-10-08 15:59:02.000,64,APPLICANT,Porting,,Completed,1.5,
201810002879,Pending Request for Network Information,2018-10-08 15:59:02,2018-10-19 16:30:33.000,48,APPLICANT,Porting,,Completed,2.1,
20189005703,Service closure Request with network responsibility,2018-10-08 16:00:55,2018-10-08 16:02:18.000,567,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
20189005703,Service closure Request with BO responsibility,2018-10-08 16:02:18,2018-10-12 12:47:27.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201810002907,Request created,2018-10-08 16:24:52,2018-10-08 16:25:22.000,480,APPLICANT,Porting,,Completed,1.5,
201810002907,Pending Request for Network Information,2018-10-08 16:25:22,2018-10-24 12:52:10.000,332,APPLICANT,Porting,,Completed,2.1,
201810002927,Request created,2018-10-08 16:56:45,2018-10-08 16:57:00.000,64,APPLICANT,Client Recess,1 - Client lost,Completed,1.5,
201810002927,Evaluating Request (NO registered letter),2018-10-08 16:57:00,2018-10-08 16:57:49.000,105,DIRECTOR,Client Recess,1 - Client lost,Completed,16.0,
201810002927,Service closure Request with network responsibility,2018-10-08 16:58:25,2018-10-08 17:01:45.000,105,APPLICANT,Client Recess,1 - Client lost,Completed,16.6,
201810002927,Service closure Request with BO responsibility,2018-10-08 17:01:45,2018-10-10 10:45:59.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,17.400000000000002,
201810002952,Request created,2018-10-08 17:43:09,2018-10-08 17:44:04.000,137,APPLICANT,Porting,,Completed,1.5,
201810002952,Pending Request for Network Information,2018-10-08 17:44:04,2018-10-22 17:05:43.000,48,APPLICANT,Porting,,Completed,2.1,
201810002550,Service closure Request with BO responsibility,2018-10-08 22:42:19,2018-10-09 12:53:40.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
20188007049,Back-Office Adjustment Requested,2018-10-09 03:07:56,2018-10-09 12:49:12.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,15.31,
20189005083,Back-Office Adjustment Requested,2018-10-09 03:08:27,2018-10-09 09:33:37.000,48,BACK-OFFICE,Porting,,Completed,11.7,
201810001877,Request completed with account closure,2018-10-09 03:10:27,2018-10-09 03:10:27.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,8.11,False
201810001995,Request completed with account closure,2018-10-09 03:10:35,2018-10-09 03:10:35.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,8.11,False
201810003020,Request created,2018-10-09 09:18:03,2018-10-09 09:19:06.000,96,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810003020,Service closure Request with network responsibility,2018-10-09 09:19:06,2018-10-09 09:19:31.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810003020,Authorization Requested,2018-10-09 09:19:31,2018-10-09 10:21:29.000,300,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
20189005083,Request completed with account closure,2018-10-09 09:33:37,2018-10-09 09:33:37.000,48,BACK-OFFICE,Porting,,Completed,12.5,False
20188011024,Evaluating Request (WITH registered letter),2018-10-09 10:08:27,2018-10-09 10:09:53.000,539,DIRECTOR,Client Recess,1 - Client lost,Completed,11.31,
20188011024,Service closure Request with BO responsibility,2018-10-09 10:09:53,2018-10-10 12:32:10.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,12.11,
201810003020,Service closure Request with BO responsibility,2018-10-09 10:21:29,2018-10-10 09:56:56.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
201810003185,Request created,2018-10-09 11:32:14,2018-10-09 11:57:37.000,86,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201810003185,Service closure Request with network responsibility,2018-10-09 11:57:37,2018-10-18 09:35:49.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201810003252,Request created,2018-10-09 12:16:43,2018-10-09 12:18:26.000,437,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810003252,Service closure Request with network responsibility,2018-10-09 12:18:26,2018-10-09 12:20:32.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810003252,Authorization Requested,2018-10-09 12:20:32,2018-10-09 12:26:51.000,259,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
201810003252,Service closure Request with BO responsibility,2018-10-09 12:26:51,2018-10-12 15:37:22.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,5.71,
20189001596,Network Adjustment Requested,2018-10-09 12:32:38,2018-10-09 13:10:51.000,306,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,6.31,
20188007049,Request completed with account closure,2018-10-09 12:49:12,2018-10-09 12:49:12.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,16.11,False
201810002550,Pending Request for Reservation Closure,2018-10-09 12:53:40,2018-10-09 12:54:12.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,6.51,
201810002550,Pending Liquidation Request,2018-10-09 12:54:12,2018-10-11 03:10:35.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,7.31,
20189001596,Service closure Request with BO responsibility,2018-10-09 13:10:51,2018-10-11 10:20:09.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,7.1099999999999985,
201810003500,Request created,2018-10-09 17:27:48,2018-10-09 17:28:09.000,401,APPLICANT,Bank Recess,1 - Client lost,Completed,1.5,
201810003500,Service closure Request with network responsibility,2018-10-09 17:28:09,2018-10-09 17:30:14.000,,APPLICANT,Bank Recess,1 - Client lost,Completed,2.1,
201810003500,Authorization Requested,2018-10-09 17:30:14,2018-10-09 17:34:56.000,138,DIRECTOR,Bank Recess,1 - Client lost,Completed,4.91,
201810003500,Service closure Request with BO responsibility,2018-10-09 17:34:56,2018-10-11 14:35:37.000,BOF,BACK-OFFICE,Bank Recess,1 - Client lost,Completed,5.71,
20189000789,Request completed with account closure,2018-10-10 03:07:39,2018-10-10 03:07:39.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,17.310000000000002,False
20189003306,Request completed with account closure,2018-10-10 03:07:51,2018-10-10 03:07:51.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,19.800000000000004,False
20189005367,Pending Request for acquittance of heirs,2018-10-10 03:08:21,2018-10-10 09:28:35.000,BOF,BACK-OFFICE,Inheritance,,Completed,12.31,True
20189007813,Request completed with account closure,2018-10-10 03:09:57,2018-10-10 03:09:57.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,21.200000000000006,False
20189008175,Request completed with account closure,2018-10-10 03:10:16,2018-10-10 03:10:16.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,8.11,False
201810003544,Request created,2018-10-10 08:51:14,2018-10-10 11:49:51.000,393,APPLICANT,Bank Recess,1 - Client lost,Deleted,1.5,
20189005367,Request completed with account closure,2018-10-10 09:28:35,2018-10-10 09:28:35.000,BOF,BACK-OFFICE,Inheritance,,Completed,13.11,True
201810003589,Request created,2018-10-10 09:39:23,2018-10-10 09:39:53.000,194,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,1.5,
201810003589,Service closure Request with network responsibility,2018-10-10 09:39:53,2018-10-10 09:40:25.000,,APPLICANT,Client Recess,2 - Keep bank account. Same dip,Completed,2.1,
201810003589,Authorization Requested,2018-10-10 09:40:25,2018-10-10 13:24:44.000,40,DIRECTOR,Client Recess,2 - Keep bank account. Same dip,Completed,4.91,
20189000086,Pending Request for Reservation Closure,2018-10-10 09:55:30,2018-10-10 09:58:26.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,13.510000000000002,
201810003020,Pending Request for Reservation Closure,2018-10-10 09:56:56,2018-10-10 09:58:36.000,BOF,BACK-OFFICE,Client Recess,2 - Keep bank account. Same dip,Completed,6.51,
20189000086,Pending Liquidation Request,2018-10-10 09:58:26,2018-10-12 03:14:21.000,BOF,BACK-OFFICE,Client Recess,1 - Client lost,Completed,14.310000000000002,
