Case ID,Activity,Resource,Complete Timestamp,Outcome,Progress
2967618,enter senddate decision environmental permit,560894,2011-02-23 08:00:00,True,continue
3143683,registrer date of publishing received request,560881,2011-02-23 08:00:00,None,continue
2887943,generating decision environmental permit,560894,2011-02-23 16:52:52,True,continue
2887943,register objection and appeal periods,560894,2011-02-23 16:53:12,True,continue
2887943,transcript decision environmental permit to stakeholders,560894,2011-02-23 16:53:28,True,continue
2887943,generate publication document decision environmental permit,560894,2011-02-23 16:53:42,True,continue
3143683,forward to the competent authority,560881,2011-02-23 19:45:40,None,continue
3143683,regular procedure without MER,560881,2011-02-23 19:45:48,None,continue
3143683,send procedure confirmation,560881,2011-02-23 19:46:01,None,continue
3143683,suspend term,560881,2011-02-23 19:46:05,None,continue
3143683,extend procedure term,560881,2011-02-23 19:46:38,None,continue
3143683,terminate on request,560881,2011-02-23 19:46:42,None,continue
3143683,applicant is stakeholder,560881,2011-02-23 19:46:44,None,continue
3143683,WAW permit aspect,560881,2011-02-23 19:46:49,None,continue
3143683,treat subcases completeness,560881,2011-02-23 19:46:52,None,continue
3143683,registrer date of publishing received request,560881,2011-02-23 19:46:54,None,continue
3143683,subcases completeness completed,560881,2011-02-23 19:47:00,None,continue
3143683,procedure change,560881,2011-02-23 19:47:04,None,continue
3143683,request complete,560881,2011-02-23 19:47:08,None,continue
3143683,phase application receptive,560881,2011-02-23 19:47:08,None,continue
3143683,send letter in progress,560881,2011-02-23 19:47:10,None,continue
3143683,WAW permit aspect,560881,2011-02-23 19:47:13,None,continue
3143683,treat subcases content,560881,2011-02-23 19:47:17,None,continue
3143683,completed subcases content,560881,2011-02-23 19:47:18,None,continue
3143683,activities regular procedure,560881,2011-02-23 19:47:26,None,continue
3143683,article 34  WABO applies,560881,2011-02-23 19:47:28,None,continue
3143683,assessment of content completed,560881,2011-02-23 19:47:30,None,continue
3143683,phase advice known,560881,2011-02-23 19:47:30,None,continue
3143683,grounds for refusal,560881,2011-02-23 19:47:32,None,continue
3143683,ask stakeholders views,560881,2011-02-23 19:47:34,None,continue
3143683,suspension ground applicable,560881,2011-02-23 19:47:40,None,continue
3143683,by law,560881,2011-02-23 19:47:43,None,continue
3143683,creating environmental permit decision,560881,2011-02-23 19:47:43,None,continue
3084709,forward to the competent authority,560881,2011-02-23 20:03:08,None,continue
3084709,regular procedure without MER,560881,2011-02-23 20:03:15,None,continue
3084709,send procedure confirmation,560881,2011-02-23 20:03:18,None,continue
3084709,suspend term,560881,2011-02-23 20:03:22,None,continue
3084709,extend procedure term,560881,2011-02-23 20:03:25,None,continue
3084709,terminate on request,560881,2011-02-23 20:03:28,None,continue
3084709,applicant is stakeholder,560881,2011-02-23 20:03:30,None,continue
3084709,WAW permit aspect,560881,2011-02-23 20:03:33,None,continue
3084709,treat subcases completeness,560881,2011-02-23 20:03:36,None,continue
3084709,subcases completeness completed,560881,2011-02-23 20:03:37,None,continue
3084709,registrer date of publishing received request,560881,2011-02-23 20:03:40,None,continue
3084709,procedure change,560881,2011-02-23 20:03:47,None,continue
3084709,request complete,560881,2011-02-23 20:03:50,None,continue
3084709,phase application receptive,560881,2011-02-23 20:03:50,None,continue
3084709,send letter in progress,560881,2011-02-23 20:03:53,None,continue
3084709,WAW permit aspect,560881,2011-02-23 20:03:55,None,continue
3084709,treat subcases content,560881,2011-02-23 20:03:58,None,continue
3084709,completed subcases content,560881,2011-02-23 20:03:59,None,continue
3084709,activities regular procedure,560881,2011-02-23 20:04:04,None,continue
3084709,article 34  WABO applies,560881,2011-02-23 20:04:06,None,continue
3084709,assessment of content completed,560881,2011-02-23 20:04:07,None,continue
3084709,phase advice known,560881,2011-02-23 20:04:07,None,continue
3084709,grounds for refusal,560881,2011-02-23 20:04:08,None,continue
3084709,ask stakeholders views,560881,2011-02-23 20:04:09,None,continue
3084709,suspension ground applicable,560881,2011-02-23 20:04:11,None,continue
3084709,by law,560881,2011-02-23 20:04:14,None,continue
3084709,creating environmental permit decision,560881,2011-02-23 20:04:14,None,continue
2899336,generating decision environmental permit,560894,2011-02-23 20:10:23,True,continue
2899336,register objection and appeal periods,560894,2011-02-23 20:10:40,True,continue
2899336,transcript decision environmental permit to stakeholders,560894,2011-02-23 20:10:43,True,continue
2899336,generate publication document decision environmental permit,560894,2011-02-23 20:10:51,True,continue
2967618,generating decision environmental permit,560894,2011-02-23 20:47:51,True,continue
2967618,register objection and appeal periods,560894,2011-02-23 20:48:01,True,continue
2967618,transcript decision environmental permit to stakeholders,560894,2011-02-23 20:48:05,True,continue
2967618,generate publication document decision environmental permit,560894,2011-02-23 20:48:15,True,continue
3084709,generating decision environmental permit,560894,2011-02-23 23:51:20,None,continue
3084709,transcript decision environmental permit to stakeholders,560894,2011-02-23 23:51:59,None,continue
3084709,generate publication document decision environmental permit,560894,2011-02-23 23:52:05,None,continue
3113605,enter receipt of additional data,560881,2011-02-24 08:00:00,True,continue
3197502,enter senddate acknowledgement,560925,2011-02-24 08:00:00,None,continue
3143683,register date environmental permit decision,560872,2011-02-24 08:00:00,None,continue
3197502,phase application received,560925,2011-02-24 22:41:52,None,continue
3197502,reception through OLO,560925,2011-02-24 22:41:59,None,continue
3197502,send confirmation receipt,560925,2011-02-24 22:50:02,None,continue
3143683,enter senddate decision environmental permit,560872,2011-02-25 08:00:00,None,continue
3238727,register submission date request,560925,2011-02-25 08:00:00,None,continue
3207862,enter senddate acknowledgement,560925,2011-02-28 08:00:00,None,continue
3086223,enter senddate procedure confirmation,560872,2011-02-28 08:00:00,None,continue
3200492,enter senddate acknowledgement,560890,2011-02-28 08:00:00,None,continue
3200492,enter senddate procedure confirmation,560890,2011-02-28 08:00:00,None,continue
2985791,registrer date of publishing received request,2670601,2011-02-28 08:00:00,None,continue
2956643,enter senddate procedure confirmation,2670601,2011-02-28 08:00:00,None,continue
3027880,enter receipt of additional data,2670601,2011-02-28 08:00:00,True,continue
3086223,enter senddate decision environmental permit,560872,2011-02-28 08:00:00,None,continue
2998842,registrer date of publishing received request,2670601,2011-02-28 08:00:00,None,continue
2956643,enter senddate procedure confirmation,2670601,2011-02-28 08:00:00,None,continue
3019065,receive additional information,2670601,2011-02-28 17:35:03,True,continue
3019065,MER present in supplement,2670601,2011-02-28 17:36:17,True,continue
3019065,WAW permit aspect,2670601,2011-02-28 17:36:21,True,continue
3019065,treat subcases completeness,2670601,2011-02-28 17:36:26,True,continue
3019065,extend procedure term,2670601,2011-02-28 17:36:32,True,continue
3019065,terminate on request,2670601,2011-02-28 17:36:34,True,continue
3019065,subcases completeness completed,2670601,2011-02-28 17:36:36,True,continue
3019065,activities regular procedure,2670601,2011-02-28 17:36:39,True,continue
3019065,regular procedure applies,2670601,2011-02-28 17:36:50,True,continue
3019065,request complete,2670601,2011-02-28 17:36:56,True,continue
3019065,phase application receptive,2670601,2011-02-28 17:36:56,True,continue
3019065,WAW permit aspect,2670601,2011-02-28 17:36:58,True,continue
3019065,treat subcases content,2670601,2011-02-28 17:37:02,True,continue
3019065,completed subcases content,2670601,2011-02-28 17:37:03,True,continue
3019065,article 34  WABO applies,2670601,2011-02-28 17:37:06,True,continue
3019065,assessment of content completed,2670601,2011-02-28 17:37:13,True,continue
3019065,phase advice known,2670601,2011-02-28 17:37:13,True,continue
3019065,grounds for refusal,2670601,2011-02-28 17:37:15,True,continue
3019065,ask stakeholders views,2670601,2011-02-28 17:37:17,True,continue
3019065,suspension ground applicable,2670601,2011-02-28 17:37:19,True,continue
3019065,by law,2670601,2011-02-28 17:37:19,True,continue
3019065,creating environmental permit decision,2670601,2011-02-28 17:37:20,True,continue
2956643,send procedure confirmation,2670601,2011-02-28 18:12:15,None,continue
2956643,extend procedure term,2670601,2011-02-28 18:12:41,None,continue
2956643,creating decision procedure term extension,2670601,2011-02-28 18:12:41,None,continue
2956643,register number of days extension period,2670601,2011-02-28 18:12:58,None,continue
2956643,decision procedure term extension,2670601,2011-02-28 18:13:06,None,continue
2956643,enter objectionterm,2670601,2011-02-28 18:13:10,None,continue
2956643,copy decision to extend procedure to stakeholders,2670601,2011-02-28 18:13:16,None,continue
2956643,applicant is stakeholder,2670601,2011-02-28 18:14:24,None,continue
2956643,terminate on request,2670601,2011-02-28 18:14:27,None,continue
2956643,WAW permit aspect,2670601,2011-02-28 18:14:36,None,continue
2956643,registrer date of publishing received request,2670601,2011-02-28 18:14:54,None,continue
2956643,treat subcases completeness,2670601,2011-02-28 18:15:06,None,continue
2956643,subcases completeness completed,2670601,2011-02-28 18:15:08,None,continue
2956643,activities regular procedure,2670601,2011-02-28 18:15:16,None,continue
2956643,regular procedure applies,2670601,2011-02-28 18:15:43,None,continue
2956643,request complete,2670601,2011-02-28 18:15:55,None,continue
2956643,phase application receptive,2670601,2011-02-28 18:15:55,None,continue
2956643,WAW permit aspect,2670601,2011-02-28 18:15:58,None,continue
2956643,treat subcases content,2670601,2011-02-28 18:16:08,None,continue
2956643,completed subcases content,2670601,2011-02-28 18:16:11,None,continue
2956643,article 34  WABO applies,2670601,2011-02-28 18:16:18,None,continue
2956643,assessment of content completed,2670601,2011-02-28 18:16:21,None,continue
2956643,phase advice known,2670601,2011-02-28 18:16:21,None,continue
2985791,terminate on request,2670601,2011-02-28 18:59:23,None,continue
2985791,applicant is stakeholder,2670601,2011-02-28 18:59:26,None,continue
2985791,registrer date of publishing received request,2670601,2011-02-28 18:59:31,None,continue
2985791,WAW permit aspect,2670601,2011-02-28 19:00:24,None,continue
2985791,treat subcases completeness,2670601,2011-02-28 19:00:32,None,continue
2985791,subcases completeness completed,2670601,2011-02-28 19:00:37,None,continue
2985791,activities regular procedure,2670601,2011-02-28 19:00:40,None,continue
2985791,regular procedure applies,2670601,2011-02-28 19:01:01,None,continue
2985791,request complete,2670601,2011-02-28 19:01:07,None,continue
2985791,phase application receptive,2670601,2011-02-28 19:01:07,None,continue
2985791,WAW permit aspect,2670601,2011-02-28 19:01:10,None,continue
2985791,treat subcases content,2670601,2011-02-28 19:01:12,None,continue
2985791,completed subcases content,2670601,2011-02-28 19:01:14,None,continue
2985791,article 34  WABO applies,2670601,2011-02-28 19:01:17,None,continue
2985791,assessment of content completed,2670601,2011-02-28 19:01:19,None,continue
2985791,phase advice known,2670601,2011-02-28 19:01:19,None,continue
2985791,grounds for refusal,2670601,2011-02-28 19:01:21,None,continue
2985791,ask stakeholders views,2670601,2011-02-28 19:01:23,None,continue
2985791,suspension ground applicable,2670601,2011-02-28 19:01:27,None,continue
2985791,by law,2670601,2011-02-28 19:01:28,None,continue
2985791,objection to extension procedure term receptive,2670601,2011-02-28 19:01:33,None,continue
2985791,creating environmental permit decision,2670601,2011-02-28 19:01:35,None,continue
2985791,decision extension procedure term irrevocable,2670601,2011-02-28 19:01:35,None,continue
3207862,phase application received,560925,2011-02-28 20:00:56,None,continue
3207862,reception through OLO,560925,2011-02-28 20:00:57,None,continue
3207862,send confirmation receipt,560925,2011-02-28 20:04:02,None,continue
2998842,enter senddate retrieve missing data,2670601,2011-03-01 08:00:00,None,continue
3019065,register date environmental permit decision,560890,2011-03-01 08:00:00,True,continue
3218827,register submission date request,560872,2011-03-01 08:00:00,None,continue
3130787,enter receipt of additional data,560881,2011-03-01 08:00:00,None,continue
2998842,enter senddate procedure confirmation,2670601,2011-03-01 08:00:00,None,continue
2959106,register date environmental permit decision,560890,2011-03-01 08:00:00,None,continue
2998842,enter senddate procedure confirmation,2670601,2011-03-01 08:00:00,None,continue
3234466,register submission date request,560925,2011-03-01 08:00:00,None,continue
2992191,registrer date of publishing received request,2670601,2011-03-01 08:00:00,None,continue
2992191,enter senddate procedure confirmation,2670601,2011-03-01 08:00:00,None,continue
2992191,enter senddate retrieve missing data,2670601,2011-03-01 08:00:00,None,continue
3019065,generating decision environmental permit,560890,2011-03-01 21:21:15,True,continue
3019065,register objection and appeal periods,560890,2011-03-01 21:21:35,True,continue
3019065,transcript decision environmental permit to stakeholders,560890,2011-03-01 21:21:37,True,continue
3019065,generate publication document decision environmental permit,560890,2011-03-01 21:21:59,True,continue
2998842,forward to the competent authority,2670601,2011-03-01 21:47:44,None,continue
2998842,regular procedure without MER,2670601,2011-03-01 21:47:49,None,continue
2998842,send procedure confirmation,2670601,2011-03-01 21:47:56,None,continue
2998842,extend procedure term,2670601,2011-03-01 21:48:05,None,continue
2998842,creating decision procedure term extension,2670601,2011-03-01 21:48:06,None,continue
2998842,register number of days extension period,2670601,2011-03-01 21:49:09,None,continue
2998842,decision procedure term extension,2670601,2011-03-01 21:49:18,None,continue
2998842,enter objectionterm,2670601,2011-03-01 21:49:24,None,continue
2998842,copy decision to extend procedure to stakeholders,2670601,2011-03-01 21:49:30,None,continue
2998842,applicant is stakeholder,2670601,2011-03-01 21:50:03,None,continue
2998842,WAW permit aspect,2670601,2011-03-01 21:50:08,None,continue
2998842,treat subcases completeness,2670601,2011-03-01 21:50:11,None,continue
2998842,subcases completeness completed,2670601,2011-03-01 21:50:12,None,continue
2998842,activities regular procedure,2670601,2011-03-01 21:50:15,None,continue
2998842,regular procedure applies,2670601,2011-03-01 21:50:21,None,continue
2998842,request complete,2670601,2011-03-01 21:50:27,None,continue
2998842,term for supplying missing data,2670601,2011-03-01 21:50:29,None,continue
2998842,retrieve missing data,2670601,2011-03-01 21:50:41,True,continue
2998842,registrer date of publishing received request,2670601,2011-03-01 21:51:24,True,continue
2959106,generating decision environmental permit,560890,2011-03-01 22:19:47,None,continue
2959106,register objection and appeal periods,560890,2011-03-01 22:19:58,None,continue
2959106,transcript decision environmental permit to stakeholders,560890,2011-03-01 22:20:00,None,continue
2959106,generate publication document decision environmental permit,560890,2011-03-01 22:20:06,None,continue
2992191,applicant is stakeholder,2670601,2011-03-01 22:36:56,None,continue
2992191,WAW permit aspect,2670601,2011-03-01 22:37:02,None,continue
2992191,treat subcases completeness,2670601,2011-03-01 22:37:05,None,continue
2992191,subcases completeness completed,2670601,2011-03-01 22:37:06,None,continue
2992191,activities regular procedure,2670601,2011-03-01 22:37:09,None,continue
2992191,regular procedure applies,2670601,2011-03-01 22:37:15,None,continue
2992191,request complete,2670601,2011-03-01 22:37:23,None,continue
2992191,term for supplying missing data,2670601,2011-03-01 22:37:24,None,continue
2992191,retrieve missing data,2670601,2011-03-01 22:37:28,True,continue
2992191,registrer date of publishing received request,2670601,2011-03-01 22:37:37,True,continue
2887943,enter date publication decision environmental permit,560894,2011-03-02 08:00:00,True,end
3167203,registrer date of publishing received request,560925,2011-03-02 08:00:00,None,continue
2899336,enter date publication decision environmental permit,560894,2011-03-02 08:00:00,True,end
3086223,enter date publication decision environmental permit,560872,2011-03-02 08:00:00,None,continue
2959106,enter senddate decision environmental permit,560890,2011-03-02 08:00:00,None,continue
2955625,enter receipt of additional data,2670601,2011-03-02 08:00:00,True,continue
2967618,enter date publication decision environmental permit,560894,2011-03-02 08:00:00,True,end
3019065,enter senddate decision environmental permit,560890,2011-03-02 08:00:00,True,continue
3084709,enter date publication decision environmental permit,560894,2011-03-02 08:00:00,False,end
3184036,registrer date of publishing received request,2670601,2011-03-02 08:00:00,None,continue
3169120,registrer date of publishing received request,2670601,2011-03-02 08:00:00,None,continue
3258671,register submission date request,560872,2011-03-02 08:00:00,None,continue
3258671,registrer date of publishing received request,2670601,2011-03-02 08:00:00,None,continue
3168727,registrer date of publishing received request,560881,2011-03-02 08:00:00,None,continue
3225456,registrer date of publishing received request,560890,2011-03-02 08:00:00,None,continue
3218827,enter senddate acknowledgement,560872,2011-03-03 08:00:00,None,continue
3248466,register submission date request,560872,2011-03-03 08:00:00,None,continue
3219826,enter senddate acknowledgement,560872,2011-03-03 08:00:00,None,continue
3218827,phase application received,560872,2011-03-03 17:27:46,None,continue
3218827,reception through OLO,560872,2011-03-03 17:27:48,None,continue
3218827,send confirmation receipt,560872,2011-03-03 17:30:11,None,continue
3218827,forward to the competent authority,560872,2011-03-03 17:30:19,None,continue
3219826,phase application received,560872,2011-03-03 18:40:08,None,continue
3219826,reception through OLO,560872,2011-03-03 18:40:10,None,continue
3219826,send confirmation receipt,560872,2011-03-03 18:45:22,None,continue
3219826,forward to the competent authority,560872,2011-03-03 18:45:35,None,continue
3167203,forward to the competent authority,560925,2011-03-03 22:27:30,None,continue
3167203,regular procedure without MER,560925,2011-03-03 22:27:50,None,continue
3167203,send procedure confirmation,560925,2011-03-03 22:27:59,None,continue
3167203,suspend term,560925,2011-03-03 22:28:56,None,continue
3167203,extend procedure term,560925,2011-03-03 22:29:09,None,continue
3167203,terminate on request,560925,2011-03-03 22:29:14,None,continue
3167203,applicant is stakeholder,560925,2011-03-03 22:30:17,None,continue
3167203,WAW permit aspect,560925,2011-03-03 22:30:26,None,continue
3167203,treat subcases completeness,560925,2011-03-03 22:30:37,None,continue
3167203,registrer date of publishing received request,560925,2011-03-03 22:39:02,None,continue
3167203,subcases completeness completed,560925,2011-03-03 22:39:12,None,continue
3167203,procedure change,560925,2011-03-03 22:39:17,None,continue
3167203,request complete,560925,2011-03-03 22:39:24,None,continue
3167203,phase application receptive,560925,2011-03-03 22:39:24,None,continue
3167203,send letter in progress,560925,2011-03-03 22:39:29,None,continue
3167203,WAW permit aspect,560925,2011-03-03 22:39:33,None,continue
3167203,treat subcases content,560925,2011-03-03 22:39:39,None,continue
3167203,completed subcases content,560925,2011-03-03 22:39:43,None,continue
3167203,activities regular procedure,560925,2011-03-03 22:39:54,None,continue
3167203,article 34  WABO applies,560925,2011-03-03 22:39:58,None,continue
3167203,assessment of content completed,560925,2011-03-03 22:40:01,None,continue
3167203,phase advice known,560925,2011-03-03 22:40:01,None,continue
3167203,grounds for refusal,560925,2011-03-03 22:40:03,None,continue
3167203,ask stakeholders views,560925,2011-03-03 22:40:10,None,continue
3167203,suspension ground applicable,560925,2011-03-03 22:40:15,None,continue
3167203,by law,560925,2011-03-03 22:40:18,None,continue
3167203,creating environmental permit decision,560925,2011-03-03 22:40:18,None,continue
3167203,generating decision environmental permit,560925,2011-03-03 23:14:41,None,continue
3167203,transcript decision environmental permit to stakeholders,560925,2011-03-03 23:28:52,None,continue
3167203,generate publication document decision environmental permit,560925,2011-03-03 23:29:02,None,continue
3153211,phase application received,560925,2011-03-04 00:26:21,None,continue
3153211,reception through OLO,560925,2011-03-04 00:27:17,None,continue
3153211,forward to the competent authority,560925,2011-03-04 00:27:21,None,continue
3153211,regular procedure without MER,560925,2011-03-04 00:27:30,None,continue
3153211,send procedure confirmation,560925,2011-03-04 00:27:33,None,continue
3153211,suspend term,560925,2011-03-04 00:28:20,None,continue
3153211,extend procedure term,560925,2011-03-04 00:28:30,None,continue
3153211,terminate on request,560925,2011-03-04 00:28:36,None,continue
3153211,applicant is stakeholder,560925,2011-03-04 00:28:41,None,continue
3153211,WAW permit aspect,560925,2011-03-04 00:28:49,None,continue
3153211,treat subcases completeness,560925,2011-03-04 00:28:54,None,continue
3153211,registrer date of publishing received request,560925,2011-03-04 00:29:04,None,continue
3153211,subcases completeness completed,560925,2011-03-04 00:29:49,None,continue
3153211,procedure change,560925,2011-03-04 00:29:52,None,continue
3153211,request complete,560925,2011-03-04 00:29:58,None,continue
3153211,phase application receptive,560925,2011-03-04 00:29:58,None,continue
3153211,send letter in progress,560925,2011-03-04 00:30:02,None,continue
3153211,WAW permit aspect,560925,2011-03-04 00:30:06,None,continue
3153211,treat subcases content,560925,2011-03-04 00:30:12,None,continue
3153211,completed subcases content,560925,2011-03-04 00:30:15,None,continue
3153211,activities regular procedure,560925,2011-03-04 00:30:23,None,continue
3153211,article 34  WABO applies,560925,2011-03-04 00:30:26,None,continue
3153211,assessment of content completed,560925,2011-03-04 00:30:30,None,continue
3153211,phase advice known,560925,2011-03-04 00:30:30,None,continue
3153211,grounds for refusal,560925,2011-03-04 00:30:32,None,continue
3153211,ask stakeholders views,560925,2011-03-04 00:30:37,None,continue
3153211,suspension ground applicable,560925,2011-03-04 00:30:42,None,continue
3153211,by law,560925,2011-03-04 00:30:45,None,continue
3153211,creating environmental permit decision,560925,2011-03-04 00:30:45,None,continue
3153211,generating decision environmental permit,560925,2011-03-04 00:40:37,None,continue
2817543,WAW permit aspect,560462,2011-03-04 00:45:57,True,continue
3153211,transcript decision environmental permit to stakeholders,560925,2011-03-04 01:07:54,None,continue
3153211,generate publication document decision environmental permit,560925,2011-03-04 01:08:02,None,continue
2817543,treat subcases completeness,560872,2011-03-04 20:30:14,True,continue
2817543,subcases completeness completed,560872,2011-03-04 20:30:16,True,continue
2817543,activities regular procedure,560872,2011-03-04 20:30:27,True,continue
2817543,detailed procedure applies,560872,2011-03-04 20:30:34,True,continue
2817543,request complete,560872,2011-03-04 20:31:47,True,continue
2817543,phase application receptive,560872,2011-03-04 20:31:47,True,continue
2817543,WAW permit aspect,560872,2011-03-04 20:31:54,True,continue
2817543,treat subcases content,560872,2011-03-04 20:32:02,True,continue
2817543,completed subcases content,560872,2011-03-04 20:32:06,True,continue
2817543,article 34  WABO applies,560872,2011-03-04 20:32:10,True,continue
2817543,assessment of content completed,560872,2011-03-04 20:32:15,True,continue
2817543,phase advice known,560872,2011-03-04 20:32:15,True,continue
2817543,grounds for refusal,560872,2011-03-04 20:32:18,True,continue
2817543,create draft environtmental permit,560872,2011-03-04 20:32:18,True,continue
2817543,generate draft decision environmental permit,560872,2011-03-04 20:32:23,True,continue
2817543,phase concept draft decision ready,560872,2011-03-04 20:32:23,True,continue
2817543,decided on draft decision environmental permit,560872,2011-03-04 20:34:39,True,continue
2817543,enrich draft decision,560872,2011-03-04 20:34:48,True,continue
2817543,phase draft decision made,560872,2011-03-04 20:34:54,True,continue
2817543,open draft decision for inspection,560872,2011-03-04 20:34:59,True,continue
2817543,term perspective on draft decision,560872,2011-03-04 20:35:21,True,continue
2817543,publish official draft decision,560872,2011-03-04 20:36:06,True,continue
2817543,phase draft decision made,560872,2011-03-04 20:36:06,True,continue
2817543,send design decision to stakeholders,560872,2011-03-04 20:43:35,True,continue
3225456,phase application received,560872,2011-03-04 21:25:40,None,continue
3225456,reception through OLO,560872,2011-03-04 21:25:42,None,continue
3225456,send confirmation receipt,560872,2011-03-04 21:42:30,None,continue
3257628,register submission date request,560925,2011-03-07 08:00:00,None,continue
2998842,enter date decision procedure term extension,2670601,2011-03-07 08:00:00,True,continue
2998842,enter senddate decision procedure term extension,2670601,2011-03-07 08:00:00,True,continue
3225456,enter senddate acknowledgement,560872,2011-03-07 08:00:00,None,continue
3225456,enter senddate procedure confirmation,560890,2011-03-07 08:00:00,None,continue
3142055,enter senddate procedure confirmation,2670601,2011-03-07 08:00:00,None,continue
2871542,phase application received,560872,2011-03-07 17:36:58,None,continue
2871542,reception through OLO,560872,2011-03-07 17:36:59,None,continue
2871542,send confirmation receipt,560872,2011-03-07 17:37:00,None,continue
2871542,forward to the competent authority,560872,2011-03-07 17:37:13,None,continue
2871542,regular procedure without MER,560872,2011-03-07 17:37:20,None,continue
2871542,no permit required for application,560872,2011-03-07 17:37:24,None,continue
2871542,MER present,560872,2011-03-07 17:37:26,None,continue
2871542,activities regular procedure,560872,2011-03-07 17:37:32,None,continue
2871542,phased application,560872,2011-03-07 17:37:37,None,continue
2871542,send procedure confirmation,560872,2011-03-07 17:37:39,None,continue
2871542,publish,560872,2011-03-07 17:37:52,None,continue
2871542,suspend term,560872,2011-03-07 17:37:55,None,continue
2871542,extend procedure term,560872,2011-03-07 17:38:00,None,continue
2871542,terminate on request,560872,2011-03-07 17:38:03,None,continue
2871542,applicant is stakeholder,560872,2011-03-07 17:38:07,None,continue
2871542,WAW permit aspect,560872,2011-03-07 17:38:17,None,continue
2871542,treat subcases completeness,560872,2011-03-07 17:38:22,None,continue
2871542,registrer date of publishing received request,560872,2011-03-07 17:38:25,None,continue
2871542,subcases completeness completed,560872,2011-03-07 17:38:36,None,continue
2871542,procedure change,560872,2011-03-07 17:38:39,None,continue
2871542,request complete,560872,2011-03-07 17:38:45,None,continue
2871542,phase application receptive,560872,2011-03-07 17:38:45,None,continue
2871542,send letter in progress,560872,2011-03-07 17:38:49,None,continue
2871542,WAW permit aspect,560872,2011-03-07 17:38:53,None,continue
2871542,treat subcases content,560872,2011-03-07 17:38:56,None,continue
2871542,completed subcases content,560872,2011-03-07 17:38:58,None,continue
2871542,activities regular procedure,560872,2011-03-07 17:39:03,None,continue
2871542,article 34  WABO applies,560872,2011-03-07 17:39:05,None,continue
2871542,assessment of content completed,560872,2011-03-07 17:39:08,None,continue
2871542,phase advice known,560872,2011-03-07 17:39:08,None,continue
2871542,grounds for refusal,560872,2011-03-07 17:39:09,None,continue
2871542,create draft environtmental permit,560872,2011-03-07 17:39:09,None,continue
2871542,generate draft decision environmental permit,560872,2011-03-07 17:39:11,None,continue
2871542,phase concept draft decision ready,560872,2011-03-07 17:39:11,None,continue
2871542,decided on draft decision environmental permit,560872,2011-03-07 17:39:27,None,continue
2871542,enrich draft decision,560872,2011-03-07 17:39:32,None,continue
2871542,phase draft decision made,560872,2011-03-07 17:39:38,None,continue
2871542,open draft decision for inspection,560872,2011-03-07 17:39:41,None,continue
2871542,publish official draft decision,560872,2011-03-07 17:39:52,None,continue
2871542,phase draft decision made,560872,2011-03-07 17:39:52,None,continue
2871542,send design decision to stakeholders,560872,2011-03-07 17:39:57,None,continue
3225456,forward to the competent authority,560872,2011-03-07 17:53:45,None,continue
3030743,terminate on request,560881,2011-03-07 20:28:52,None,continue
3030743,applicant is stakeholder,560881,2011-03-07 20:28:54,None,continue
3030743,extend procedure term,560881,2011-03-07 20:28:57,None,continue
3030743,article 34  WABO applies,560881,2011-03-07 20:29:00,None,continue
3030743,assessment of content completed,560881,2011-03-07 20:29:05,None,continue
3030743,phase advice known,560881,2011-03-07 20:29:05,None,continue
3030743,grounds for refusal,560881,2011-03-07 20:29:07,None,continue
3030743,ask stakeholders views,560881,2011-03-07 20:29:10,None,continue
3030743,suspension ground applicable,560881,2011-03-07 20:29:12,None,continue
3030743,by law,560881,2011-03-07 20:29:13,None,continue
3030743,creating environmental permit decision,560881,2011-03-07 20:29:13,None,continue
2998479,applicant is stakeholder,560881,2011-03-07 21:15:08,None,continue
2998479,terminate on request,560881,2011-03-07 21:15:10,None,continue
2998479,extend procedure term,560881,2011-03-07 21:15:12,None,continue
2998479,regular procedure applies,560881,2011-03-07 21:15:15,None,continue
2998479,request complete,560881,2011-03-07 21:15:27,None,continue
2998479,phase application receptive,560881,2011-03-07 21:15:27,None,continue
2998479,WAW permit aspect,560881,2011-03-07 21:15:29,None,continue
2998479,treat subcases content,560881,2011-03-07 21:15:32,None,continue
2998479,completed subcases content,560881,2011-03-07 21:15:33,None,continue
2998479,article 34  WABO applies,560881,2011-03-07 21:15:35,None,continue
2998479,assessment of content completed,560881,2011-03-07 21:15:36,None,continue
2998479,phase advice known,560881,2011-03-07 21:15:36,None,continue
2998479,grounds for refusal,560881,2011-03-07 21:15:38,None,continue
2998479,ask stakeholders views,560881,2011-03-07 21:15:40,None,continue
2998479,suspension ground applicable,560881,2011-03-07 21:15:42,None,continue
2937163,terminate on request,560881,2011-03-07 22:35:11,True,continue
2937163,objection to extension procedure term receptive,560881,2011-03-07 22:35:15,True,continue
2937163,activities regular procedure,560881,2011-03-07 22:35:19,True,continue
2937163,regular procedure applies,560881,2011-03-07 22:35:28,True,continue
2937163,request complete,560881,2011-03-07 22:35:32,True,continue
2937163,phase application receptive,560881,2011-03-07 22:35:32,True,continue
2937163,WAW permit aspect,560881,2011-03-07 22:35:33,True,continue
2937163,decision extension procedure term irrevocable,560881,2011-03-07 22:35:40,True,continue
2937163,treat subcases content,560881,2011-03-07 22:35:43,True,continue
2937163,completed subcases content,560881,2011-03-07 22:35:44,True,continue
2937163,article 34  WABO applies,560881,2011-03-07 22:35:45,True,continue
2937163,assessment of content completed,560881,2011-03-07 22:35:47,True,continue
