Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,outcome
b1_69,Loan__application_received,,2004-02-06 20:30:00,Variant 17,17,
b1_63,Assess_eligibility,,2004-02-06 20:43:35,Variant 1,1,
b1_65,Assess_eligibility,,2004-02-06 20:43:42,Variant 7,7,
b1_66,Assess_loan_risk,,2004-02-06 20:45:07,Variant 5,5,
b1_68,Receive_updated_application,,2004-02-06 20:45:36,Variant 41,41,
b1_63,Loan_application_rejected,,2004-02-06 20:53:40,Variant 1,1,
b1_63,Reject_application,,2004-02-06 20:53:40,Variant 1,1,False
b1_67,Check__application__form_completeness,,2004-02-06 20:57:13,Variant 17,17,
b1_70,Loan__application_received,,2004-02-06 21:00:00,Variant 1,1,
b1_68,Check__application__form_completeness,,2004-02-06 21:01:33,Variant 41,41,
b1_70,Check__application__form_completeness,,2004-02-06 21:04:08,Variant 1,1,
b1_68,Check_credit_history,,2004-02-06 21:24:12,Variant 41,41,
b1_62,Send_home_insurance_quote,,2004-02-06 21:25:49,Variant 11,11,
b1_67,Check_credit_history,,2004-02-06 21:27:57,Variant 17,17,
b1_69,Check__application__form_completeness,,2004-02-06 21:28:28,Variant 17,17,
b1_69,Check_credit_history,,2004-02-06 21:29:11,Variant 17,17,
b1_71,Loan__application_received,,2004-02-06 21:30:00,Variant 2,2,
b1_69,Assess_loan_risk,,2004-02-06 21:30:03,Variant 17,17,
b1_70,Appraise_property,,2004-02-06 21:32:46,Variant 1,1,
b1_60,Cancel_application,,2004-02-06 21:33:50,Variant 4,4,False
b1_60,Loan__application_canceled,,2004-02-06 21:33:50,Variant 4,4,
b1_71,Check__application__form_completeness,,2004-02-06 21:36:08,Variant 2,2,
b1_66,Assess_eligibility,,2004-02-06 21:37:15,Variant 5,5,
b1_71,Check_credit_history,,2004-02-06 21:38:09,Variant 2,2,
b1_62,Verify_repayment_agreement,,2004-02-06 21:42:00,Variant 11,11,
b1_65,Prepare_acceptance_pack,,2004-02-06 21:42:51,Variant 7,7,
b1_67,Assess_loan_risk,,2004-02-06 21:45:17,Variant 17,17,
b1_67,Appraise_property,,2004-02-06 21:48:24,Variant 17,17,
b1_71,Appraise_property,,2004-02-06 21:52:01,Variant 2,2,
b1_66,Prepare_acceptance_pack,,2004-02-06 21:55:32,Variant 5,5,
b1_70,Check_credit_history,,2004-02-06 21:56:25,Variant 1,1,
b1_72,Loan__application_received,,2004-02-06 22:00:00,Variant 1,1,
b1_66,Check_if_home_insurance_quote_is_requested,,2004-02-06 22:04:22,Variant 5,5,
b1_66,Send_home_insurance_quote,,2004-02-06 22:04:37,Variant 5,5,
b1_62,Loan__application_approved,,2004-02-06 22:06:10,Variant 11,11,
b1_62,Approve_application,,2004-02-06 22:06:10,Variant 11,11,True
b1_65,Check_if_home_insurance_quote_is_requested,,2004-02-06 22:09:04,Variant 7,7,
b1_67,Assess_eligibility,,2004-02-06 22:16:22,Variant 17,17,
b1_68,Assess_loan_risk,,2004-02-06 22:19:50,Variant 41,41,
b1_71,Assess_loan_risk,,2004-02-06 22:23:14,Variant 2,2,
b1_65,Send_acceptance_pack,,2004-02-06 22:23:51,Variant 7,7,
b1_69,Appraise_property,,2004-02-06 22:28:49,Variant 17,17,
b1_73,Loan__application_received,,2004-02-06 22:30:00,Variant 32,32,
b1_65,Verify_repayment_agreement,,2004-02-06 22:31:32,Variant 7,7,
b1_71,Assess_eligibility,,2004-02-06 22:32:32,Variant 2,2,
b1_69,Assess_eligibility,,2004-02-06 22:42:13,Variant 17,17,
b1_71,Loan_application_rejected,,2004-02-06 22:45:32,Variant 2,2,
b1_71,Reject_application,,2004-02-06 22:45:32,Variant 2,2,False
b1_65,Loan__application_approved,,2004-02-06 22:47:56,Variant 7,7,True
b1_65,Approve_application,,2004-02-06 22:47:56,Variant 7,7,True
b1_72,Check__application__form_completeness,,2004-02-06 22:48:17,Variant 1,1,
b1_72,Appraise_property,,2004-02-06 22:52:24,Variant 1,1,
b1_70,Assess_loan_risk,,2004-02-06 22:54:33,Variant 1,1,
b1_73,Check__application__form_completeness,,2004-02-06 22:54:39,Variant 32,32,
b1_70,Assess_eligibility,,2004-02-06 22:54:42,Variant 1,1,
b1_66,Verify_repayment_agreement,,2004-02-06 22:57:59,Variant 5,5,
b1_74,Loan__application_received,,2004-02-06 23:00:00,Variant 7,7,
b1_74,Check__application__form_completeness,,2004-02-06 23:01:27,Variant 7,7,
b1_72,Check_credit_history,,2004-02-06 23:04:30,Variant 1,1,
b1_69,Prepare_acceptance_pack,,2004-02-06 23:06:45,Variant 17,17,
b1_73,Return_application_back_to_applicant,,2004-02-06 23:07:06,Variant 32,32,
b1_74,Appraise_property,,2004-02-06 23:09:50,Variant 7,7,
b1_74,Check_credit_history,,2004-02-06 23:10:53,Variant 7,7,
b1_68,Appraise_property,,2004-02-06 23:15:03,Variant 41,41,
b1_67,Prepare_acceptance_pack,,2004-02-06 23:21:51,Variant 17,17,
b1_73,Receive_updated_application,,2004-02-06 23:29:18,Variant 32,32,
b1_75,Loan__application_received,,2004-02-06 23:30:00,Variant 7,7,
b1_74,Assess_loan_risk,,2004-02-06 23:31:52,Variant 7,7,
b1_67,Check_if_home_insurance_quote_is_requested,,2004-02-06 23:33:22,Variant 17,17,
b1_70,Reject_application,,2004-02-06 23:36:12,Variant 1,1,
b1_70,Loan_application_rejected,,2004-02-06 23:36:12,Variant 1,1,False
b1_66,Cancel_application,,2004-02-06 23:36:37,Variant 5,5,
b1_66,Loan__application_canceled,,2004-02-06 23:36:37,Variant 5,5,False
b1_69,Check_if_home_insurance_quote_is_requested,,2004-02-06 23:38:49,Variant 17,17,
b1_75,Check__application__form_completeness,,2004-02-06 23:41:26,Variant 7,7,
b1_74,Assess_eligibility,,2004-02-06 23:46:14,Variant 7,7,
b1_73,Check__application__form_completeness,,2004-02-06 23:48:04,Variant 32,32,
b1_67,Send_acceptance_pack,,2004-02-06 23:56:34,Variant 17,17,
b1_72,Assess_loan_risk,,2004-02-06 23:57:08,Variant 1,1,
b1_76,Loan__application_received,,2004-02-07 00:00:00,Variant 8,8,
b1_75,Appraise_property,,2004-02-07 00:01:13,Variant 7,7,
b1_69,Send_acceptance_pack,,2004-02-07 00:02:36,Variant 17,17,
b1_68,Assess_eligibility,,2004-02-07 00:03:20,Variant 41,41,
b1_76,Check__application__form_completeness,,2004-02-07 00:06:12,Variant 8,8,
b1_75,Check_credit_history,,2004-02-07 00:08:06,Variant 7,7,
b1_73,Return_application_back_to_applicant,,2004-02-07 00:10:44,Variant 32,32,
b1_74,Prepare_acceptance_pack,,2004-02-07 00:17:15,Variant 7,7,
b1_69,Verify_repayment_agreement,,2004-02-07 00:17:19,Variant 17,17,
b1_67,Verify_repayment_agreement,,2004-02-07 00:21:42,Variant 17,17,
b1_76,Check_credit_history,,2004-02-07 00:22:36,Variant 8,8,
b1_68,Prepare_acceptance_pack,,2004-02-07 00:23:08,Variant 41,41,
b1_69,Approve_application,,2004-02-07 00:24:57,Variant 17,17,True
b1_69,Loan__application_approved,,2004-02-07 00:24:57,Variant 17,17,True
b1_68,Check_if_home_insurance_quote_is_requested,,2004-02-07 00:25:49,Variant 41,41,
b1_77,Loan__application_received,,2004-02-07 00:30:00,Variant 4,4,
b1_73,Receive_updated_application,,2004-02-07 00:36:28,Variant 32,32,
b1_76,Assess_loan_risk,,2004-02-07 00:37:31,Variant 8,8,
b1_67,Approve_application,,2004-02-07 00:38:27,Variant 17,17,True
b1_67,Loan__application_approved,,2004-02-07 00:38:27,Variant 17,17,
b1_77,Check__application__form_completeness,,2004-02-07 00:39:38,Variant 4,4,
b1_68,Send_acceptance_pack,,2004-02-07 00:42:45,Variant 41,41,
b1_72,Assess_eligibility,,2004-02-07 00:56:45,Variant 1,1,
b1_74,Check_if_home_insurance_quote_is_requested,,2004-02-07 00:58:13,Variant 7,7,
b1_78,Loan__application_received,,2004-02-07 01:00:00,Variant 1,1,
b1_72,Loan_application_rejected,,2004-02-07 01:06:17,Variant 1,1,False
b1_72,Reject_application,,2004-02-07 01:06:17,Variant 1,1,
b1_74,Send_acceptance_pack,,2004-02-07 01:10:40,Variant 7,7,
b1_73,Check__application__form_completeness,,2004-02-07 01:11:10,Variant 32,32,
b1_76,Appraise_property,,2004-02-07 01:18:31,Variant 8,8,
b1_77,Appraise_property,,2004-02-07 01:19:37,Variant 4,4,
b1_73,Appraise_property,,2004-02-07 01:23:23,Variant 32,32,
b1_68,Verify_repayment_agreement,,2004-02-07 01:26:43,Variant 41,41,
b1_79,Loan__application_received,,2004-02-07 01:30:00,Variant 14,14,
b1_74,Verify_repayment_agreement,,2004-02-07 01:37:35,Variant 7,7,
b1_68,Approve_application,,2004-02-07 01:46:34,Variant 41,41,True
b1_68,Loan__application_approved,,2004-02-07 01:46:34,Variant 41,41,
b1_74,Approve_application,,2004-02-07 01:46:36,Variant 7,7,True
b1_74,Loan__application_approved,,2004-02-07 01:46:36,Variant 7,7,
b1_73,Check_credit_history,,2004-02-07 01:50:44,Variant 32,32,
b1_80,Loan__application_received,,2004-02-07 02:00:00,Variant 3,3,
b1_76,Assess_eligibility,,2004-02-09 18:12:55,Variant 8,8,
b1_73,Assess_loan_risk,,2004-02-09 18:13:55,Variant 32,32,
b1_75,Assess_loan_risk,,2004-02-09 18:15:29,Variant 7,7,
b1_80,Check__application__form_completeness,,2004-02-09 18:17:14,Variant 3,3,
b1_73,Assess_eligibility,,2004-02-09 18:17:54,Variant 32,32,
b1_79,Check__application__form_completeness,,2004-02-09 18:20:42,Variant 14,14,
b1_77,Check_credit_history,,2004-02-09 18:24:37,Variant 4,4,
b1_78,Check__application__form_completeness,,2004-02-09 18:26:03,Variant 1,1,
b1_77,Assess_loan_risk,,2004-02-09 18:28:22,Variant 4,4,
b1_81,Loan__application_received,,2004-02-09 18:30:00,Variant 1,1,
b1_78,Appraise_property,,2004-02-09 18:30:02,Variant 1,1,
b1_76,Prepare_acceptance_pack,,2004-02-09 18:35:19,Variant 8,8,
b1_79,Check_credit_history,,2004-02-09 18:38:39,Variant 14,14,
b1_76,Check_if_home_insurance_quote_is_requested,,2004-02-09 18:42:35,Variant 8,8,
b1_80,Check_credit_history,,2004-02-09 18:47:01,Variant 3,3,
b1_79,Appraise_property,,2004-02-09 18:49:17,Variant 14,14,
b1_73,Reject_application,,2004-02-09 18:56:20,Variant 32,32,
b1_73,Loan_application_rejected,,2004-02-09 18:56:20,Variant 32,32,False
b1_82,Loan__application_received,,2004-02-09 19:00:00,Variant 7,7,
b1_77,Assess_eligibility,,2004-02-09 19:08:47,Variant 4,4,
b1_80,Assess_loan_risk,,2004-02-09 19:08:58,Variant 3,3,
b1_78,Check_credit_history,,2004-02-09 19:17:14,Variant 1,1,
b1_78,Assess_loan_risk,,2004-02-09 19:17:44,Variant 1,1,
b1_75,Assess_eligibility,,2004-02-09 19:20:35,Variant 7,7,
b1_83,Loan__application_received,,2004-02-09 19:30:00,Variant 2,2,
b1_79,Assess_loan_risk,,2004-02-09 19:32:12,Variant 14,14,
b1_77,Prepare_acceptance_pack,,2004-02-09 19:39:18,Variant 4,4,
b1_78,Assess_eligibility,,2004-02-09 19:40:18,Variant 1,1,
b1_77,Check_if_home_insurance_quote_is_requested,,2004-02-09 19:44:02,Variant 4,4,
b1_76,Send_home_insurance_quote,,2004-02-09 19:46:20,Variant 8,8,
b1_78,Loan_application_rejected,,2004-02-09 19:50:40,Variant 1,1,
b1_78,Reject_application,,2004-02-09 19:50:40,Variant 1,1,False
b1_83,Check__application__form_completeness,,2004-02-09 19:52:28,Variant 2,2,
b1_83,Appraise_property,,2004-02-09 19:56:37,Variant 2,2,
b1_83,Check_credit_history,,2004-02-09 19:56:37,Variant 2,2,
b1_76,Verify_repayment_agreement,,2004-02-09 19:56:42,Variant 8,8,
b1_84,Loan__application_received,,2004-02-09 20:00:00,Variant 3,3,
b1_80,Appraise_property,,2004-02-09 20:02:31,Variant 3,3,
b1_83,Assess_loan_risk,,2004-02-09 20:04:41,Variant 2,2,
b1_83,Assess_eligibility,,2004-02-09 20:09:02,Variant 2,2,
b1_82,Check__application__form_completeness,,2004-02-09 20:09:46,Variant 7,7,
b1_84,Check__application__form_completeness,,2004-02-09 20:13:39,Variant 3,3,
b1_81,Check__application__form_completeness,,2004-02-09 20:15:09,Variant 1,1,
b1_80,Assess_eligibility,,2004-02-09 20:19:55,Variant 3,3,
b1_84,Check_credit_history,,2004-02-09 20:21:56,Variant 3,3,
b1_82,Appraise_property,,2004-02-09 20:23:22,Variant 7,7,
b1_77,Send_acceptance_pack,,2004-02-09 20:25:50,Variant 4,4,
b1_80,Reject_application,,2004-02-09 20:25:51,Variant 3,3,
b1_80,Loan_application_rejected,,2004-02-09 20:25:51,Variant 3,3,False
b1_77,Verify_repayment_agreement,,2004-02-09 20:29:10,Variant 4,4,
b1_85,Loan__application_received,,2004-02-09 20:30:00,Variant 5,5,
b1_75,Prepare_acceptance_pack,,2004-02-09 20:32:24,Variant 7,7,
b1_84,Assess_loan_risk,,2004-02-09 20:35:44,Variant 3,3,
b1_75,Check_if_home_insurance_quote_is_requested,,2004-02-09 20:42:43,Variant 7,7,
b1_84,Appraise_property,,2004-02-09 20:45:24,Variant 3,3,
b1_84,Assess_eligibility,,2004-02-09 20:45:55,Variant 3,3,
b1_77,Loan__application_canceled,,2004-02-09 20:47:05,Variant 4,4,
b1_77,Cancel_application,,2004-02-09 20:47:05,Variant 4,4,False
b1_81,Appraise_property,,2004-02-09 20:48:49,Variant 1,1,
b1_76,Cancel_application,,2004-02-09 20:57:39,Variant 8,8,False
b1_76,Loan__application_canceled,,2004-02-09 20:57:39,Variant 8,8,
b1_86,Loan__application_received,,2004-02-09 21:00:00,Variant 1,1,
b1_79,Assess_eligibility,,2004-02-09 21:05:06,Variant 14,14,
b1_83,Reject_application,,2004-02-09 21:10:19,Variant 2,2,False
b1_83,Loan_application_rejected,,2004-02-09 21:10:19,Variant 2,2,
b1_81,Check_credit_history,,2004-02-09 21:24:50,Variant 1,1,
b1_81,Assess_loan_risk,,2004-02-09 21:27:19,Variant 1,1,
b1_75,Send_acceptance_pack,,2004-02-09 21:28:13,Variant 7,7,
b1_87,Loan__application_received,,2004-02-09 21:30:00,Variant 3,3,
b1_81,Assess_eligibility,,2004-02-09 21:31:46,Variant 1,1,
b1_87,Check__application__form_completeness,,2004-02-09 21:33:05,Variant 3,3,
b1_84,Reject_application,,2004-02-09 21:33:34,Variant 3,3,
b1_84,Loan_application_rejected,,2004-02-09 21:33:34,Variant 3,3,False
b1_79,Prepare_acceptance_pack,,2004-02-09 21:39:48,Variant 14,14,
b1_75,Verify_repayment_agreement,,2004-02-09 21:40:48,Variant 7,7,
b1_87,Check_credit_history,,2004-02-09 21:53:06,Variant 3,3,
b1_85,Check__application__form_completeness,,2004-02-09 21:53:36,Variant 5,5,
b1_85,Appraise_property,,2004-02-09 21:54:10,Variant 5,5,
b1_88,Loan__application_received,,2004-02-09 22:00:00,Variant 6,6,
b1_85,Check_credit_history,,2004-02-09 22:00:47,Variant 5,5,
b1_86,Check__application__form_completeness,,2004-02-09 22:01:18,Variant 1,1,
b1_82,Check_credit_history,,2004-02-09 22:03:02,Variant 7,7,
b1_87,Assess_loan_risk,,2004-02-09 22:05:44,Variant 3,3,
b1_87,Appraise_property,,2004-02-09 22:06:39,Variant 3,3,
b1_86,Appraise_property,,2004-02-09 22:09:45,Variant 1,1,
b1_81,Reject_application,,2004-02-09 22:09:59,Variant 1,1,
b1_81,Loan_application_rejected,,2004-02-09 22:09:59,Variant 1,1,False
b1_79,Check_if_home_insurance_quote_is_requested,,2004-02-09 22:17:20,Variant 14,14,
b1_88,Check__application__form_completeness,,2004-02-09 22:17:26,Variant 6,6,
b1_87,Assess_eligibility,,2004-02-09 22:23:44,Variant 3,3,
b1_87,Reject_application,,2004-02-09 22:27:24,Variant 3,3,False
b1_87,Loan_application_rejected,,2004-02-09 22:27:24,Variant 3,3,
b1_86,Check_credit_history,,2004-02-09 22:29:36,Variant 1,1,
b1_89,Loan__application_received,,2004-02-09 22:30:00,Variant 11,11,
b1_88,Check_credit_history,,2004-02-09 22:37:46,Variant 6,6,
b1_85,Assess_loan_risk,,2004-02-09 22:42:37,Variant 5,5,
b1_88,Appraise_property,,2004-02-09 22:42:40,Variant 6,6,
b1_82,Assess_loan_risk,,2004-02-09 22:46:40,Variant 7,7,
b1_85,Assess_eligibility,,2004-02-09 22:51:05,Variant 5,5,
b1_88,Assess_loan_risk,,2004-02-09 22:52:49,Variant 6,6,
b1_90,Loan__application_received,,2004-02-09 23:00:00,Variant 4,4,
b1_90,Check__application__form_completeness,,2004-02-09 23:02:26,Variant 4,4,
b1_90,Appraise_property,,2004-02-09 23:04:14,Variant 4,4,
b1_88,Assess_eligibility,,2004-02-09 23:05:28,Variant 6,6,
b1_89,Check__application__form_completeness,,2004-02-09 23:07:31,Variant 11,11,
b1_88,Prepare_acceptance_pack,,2004-02-09 23:07:42,Variant 6,6,
b1_90,Check_credit_history,,2004-02-09 23:09:03,Variant 4,4,
b1_90,Assess_loan_risk,,2004-02-09 23:10:28,Variant 4,4,
b1_75,Approve_application,,2004-02-09 23:11:52,Variant 7,7,True
b1_75,Loan__application_approved,,2004-02-09 23:11:52,Variant 7,7,True
b1_79,Send_home_insurance_quote,,2004-02-09 23:15:54,Variant 14,14,
b1_82,Assess_eligibility,,2004-02-09 23:28:40,Variant 7,7,
b1_91,Loan__application_received,,2004-02-09 23:30:00,Variant 11,11,
b1_88,Check_if_home_insurance_quote_is_requested,,2004-02-09 23:32:21,Variant 6,6,
b1_86,Assess_loan_risk,,2004-02-09 23:32:24,Variant 1,1,
b1_85,Prepare_acceptance_pack,,2004-02-09 23:33:16,Variant 5,5,
b1_89,Appraise_property,,2004-02-09 23:41:56,Variant 11,11,
b1_89,Check_credit_history,,2004-02-09 23:44:42,Variant 11,11,
b1_79,Verify_repayment_agreement,,2004-02-09 23:47:23,Variant 14,14,
b1_89,Assess_loan_risk,,2004-02-09 23:56:27,Variant 11,11,
b1_90,Assess_eligibility,,2004-02-09 23:57:03,Variant 4,4,
b1_92,Loan__application_received,,2004-02-10 00:00:00,Variant 21,21,
b1_92,Check__application__form_completeness,,2004-02-10 00:01:20,Variant 21,21,
b1_91,Check__application__form_completeness,,2004-02-10 00:08:22,Variant 11,11,
b1_91,Appraise_property,,2004-02-10 00:13:32,Variant 11,11,
b1_89,Assess_eligibility,,2004-02-10 00:20:16,Variant 11,11,
b1_88,Send_home_insurance_quote,,2004-02-10 00:29:12,Variant 6,6,
b1_93,Loan__application_received,,2004-02-10 00:30:00,Variant 15,15,
b1_85,Check_if_home_insurance_quote_is_requested,,2004-02-10 00:30:26,Variant 5,5,
b1_88,Verify_repayment_agreement,,2004-02-10 00:30:41,Variant 6,6,
b1_89,Prepare_acceptance_pack,,2004-02-10 00:30:48,Variant 11,11,
b1_88,Cancel_application,,2004-02-10 00:32:51,Variant 6,6,
b1_88,Loan__application_canceled,,2004-02-10 00:32:51,Variant 6,6,False
b1_82,Prepare_acceptance_pack,,2004-02-10 00:36:21,Variant 7,7,
b1_82,Check_if_home_insurance_quote_is_requested,,2004-02-10 00:38:55,Variant 7,7,
b1_79,Approve_application,,2004-02-10 00:38:59,Variant 14,14,True
b1_79,Loan__application_approved,,2004-02-10 00:38:59,Variant 14,14,True
b1_89,Check_if_home_insurance_quote_is_requested,,2004-02-10 00:42:02,Variant 11,11,
b1_93,Check__application__form_completeness,,2004-02-10 00:45:46,Variant 15,15,
b1_93,Check_credit_history,,2004-02-10 00:45:57,Variant 15,15,
b1_86,Assess_eligibility,,2004-02-10 00:48:43,Variant 1,1,
b1_89,Send_home_insurance_quote,,2004-02-10 00:48:58,Variant 11,11,
b1_85,Send_home_insurance_quote,,2004-02-10 00:51:51,Variant 5,5,
b1_91,Check_credit_history,,2004-02-10 00:58:23,Variant 11,11,
b1_90,Prepare_acceptance_pack,,2004-02-10 00:58:52,Variant 4,4,
b1_82,Send_acceptance_pack,,2004-02-10 00:59:15,Variant 7,7,
b1_94,Loan__application_received,,2004-02-10 01:00:00,Variant 1,1,
b1_82,Verify_repayment_agreement,,2004-02-10 01:01:17,Variant 7,7,
b1_91,Assess_loan_risk,,2004-02-10 01:01:46,Variant 11,11,
b1_93,Appraise_property,,2004-02-10 01:02:05,Variant 15,15,
b1_93,Assess_loan_risk,,2004-02-10 01:05:19,Variant 15,15,
b1_93,Assess_eligibility,,2004-02-10 01:07:39,Variant 15,15,
b1_93,Prepare_acceptance_pack,,2004-02-10 01:10:46,Variant 15,15,
b1_93,Check_if_home_insurance_quote_is_requested,,2004-02-10 01:12:49,Variant 15,15,
b1_85,Verify_repayment_agreement,,2004-02-10 01:16:26,Variant 5,5,
b1_92,Return_application_back_to_applicant,,2004-02-10 01:17:05,Variant 21,21,
b1_90,Check_if_home_insurance_quote_is_requested,,2004-02-10 01:18:46,Variant 4,4,
b1_91,Assess_eligibility,,2004-02-10 01:18:54,Variant 11,11,
b1_90,Send_acceptance_pack,,2004-02-10 01:19:29,Variant 4,4,
b1_90,Verify_repayment_agreement,,2004-02-10 01:22:42,Variant 4,4,
b1_93,Send_acceptance_pack,,2004-02-10 01:23:28,Variant 15,15,
b1_92,Receive_updated_application,,2004-02-10 01:28:25,Variant 21,21,
b1_95,Loan__application_received,,2004-02-10 01:30:00,Variant 4,4,
b1_86,Reject_application,,2004-02-10 01:32:39,Variant 1,1,False
b1_86,Loan_application_rejected,,2004-02-10 01:32:39,Variant 1,1,
b1_91,Prepare_acceptance_pack,,2004-02-10 01:37:24,Variant 11,11,
b1_82,Approve_application,,2004-02-10 01:43:41,Variant 7,7,True
b1_82,Loan__application_approved,,2004-02-10 01:43:41,Variant 7,7,
b1_93,Verify_repayment_agreement,,2004-02-10 01:44:06,Variant 15,15,
b1_89,Verify_repayment_agreement,,2004-02-10 01:44:10,Variant 11,11,
b1_89,Loan__application_approved,,2004-02-10 01:47:06,Variant 11,11,True
b1_89,Approve_application,,2004-02-10 01:47:06,Variant 11,11,True
b1_85,Loan__application_canceled,,2004-02-10 01:49:59,Variant 5,5,False
b1_85,Cancel_application,,2004-02-10 01:49:59,Variant 5,5,
b1_95,Check__application__form_completeness,,2004-02-10 01:53:34,Variant 4,4,
b1_96,Loan__application_received,,2004-02-10 02:00:00,Variant 1,1,
b1_93,Loan__application_approved,,2004-02-10 18:01:19,Variant 15,15,True
b1_93,Approve_application,,2004-02-10 18:01:19,Variant 15,15,True
b1_94,Check__application__form_completeness,,2004-02-10 18:04:33,Variant 1,1,
b1_96,Check__application__form_completeness,,2004-02-10 18:05:06,Variant 1,1,
b1_96,Appraise_property,,2004-02-10 18:17:21,Variant 1,1,
b1_90,Loan__application_canceled,,2004-02-10 18:20:21,Variant 4,4,
b1_90,Cancel_application,,2004-02-10 18:20:21,Variant 4,4,False
b1_95,Appraise_property,,2004-02-10 18:23:00,Variant 4,4,
b1_92,Check__application__form_completeness,,2004-02-10 18:23:54,Variant 21,21,
b1_96,Check_credit_history,,2004-02-10 18:24:49,Variant 1,1,
b1_97,Loan__application_received,,2004-02-10 18:30:00,Variant 15,15,
b1_94,Appraise_property,,2004-02-10 18:30:12,Variant 1,1,
b1_95,Check_credit_history,,2004-02-10 18:31:45,Variant 4,4,
b1_91,Check_if_home_insurance_quote_is_requested,,2004-02-10 18:32:01,Variant 11,11,
b1_92,Check_credit_history,,2004-02-10 18:35:03,Variant 21,21,
b1_96,Assess_loan_risk,,2004-02-10 18:45:03,Variant 1,1,
b1_92,Appraise_property,,2004-02-10 18:50:30,Variant 21,21,
b1_96,Assess_eligibility,,2004-02-10 18:54:21,Variant 1,1,
b1_92,Assess_loan_risk,,2004-02-10 18:57:13,Variant 21,21,
b1_96,Loan_application_rejected,,2004-02-10 18:59:31,Variant 1,1,
b1_96,Reject_application,,2004-02-10 18:59:31,Variant 1,1,False
b1_98,Loan__application_received,,2004-02-10 19:00:00,Variant 3,3,
b1_95,Assess_loan_risk,,2004-02-10 19:02:26,Variant 4,4,
b1_91,Send_home_insurance_quote,,2004-02-10 19:08:16,Variant 11,11,
b1_91,Verify_repayment_agreement,,2004-02-10 19:15:38,Variant 11,11,
b1_91,Approve_application,,2004-02-10 19:22:30,Variant 11,11,True
b1_91,Loan__application_approved,,2004-02-10 19:22:30,Variant 11,11,
b1_92,Assess_eligibility,,2004-02-10 19:23:55,Variant 21,21,
b1_94,Check_credit_history,,2004-02-10 19:28:09,Variant 1,1,
b1_92,Loan_application_rejected,,2004-02-10 19:29:34,Variant 21,21,False
b1_92,Reject_application,,2004-02-10 19:29:34,Variant 21,21,
b1_99,Loan__application_received,,2004-02-10 19:30:00,Variant 8,8,
b1_98,Check__application__form_completeness,,2004-02-10 19:35:46,Variant 3,3,
b1_99,Check__application__form_completeness,,2004-02-10 19:37:43,Variant 8,8,
b1_98,Check_credit_history,,2004-02-10 19:38:21,Variant 3,3,
b1_97,Check__application__form_completeness,,2004-02-10 19:40:16,Variant 15,15,
b1_99,Check_credit_history,,2004-02-10 19:47:39,Variant 8,8,
b1_95,Assess_eligibility,,2004-02-10 19:52:11,Variant 4,4,
b1_98,Assess_loan_risk,,2004-02-10 19:56:49,Variant 3,3,
b1_99,Assess_loan_risk,,2004-02-10 19:58:24,Variant 8,8,
b1_100,Loan__application_received,,2004-02-10 20:00:00,Variant 1,1,
b1_100,Check__application__form_completeness,,2004-02-10 20:00:05,Variant 1,1,
b1_100,Appraise_property,,2004-02-10 20:00:39,Variant 1,1,
b1_99,Appraise_property,,2004-02-10 20:01:05,Variant 8,8,
b1_100,Check_credit_history,,2004-02-10 20:01:56,Variant 1,1,
b1_100,Assess_loan_risk,,2004-02-10 20:09:26,Variant 1,1,
b1_97,Check_credit_history,,2004-02-10 20:25:03,Variant 15,15,
b1_97,Appraise_property,,2004-02-10 20:25:04,Variant 15,15,
b1_99,Assess_eligibility,,2004-02-10 20:27:30,Variant 8,8,
b1_101,Loan__application_received,,2004-02-10 20:30:00,Variant 21,21,
b1_99,Prepare_acceptance_pack,,2004-02-10 20:37:50,Variant 8,8,
b1_98,Appraise_property,,2004-02-10 20:38:50,Variant 3,3,
b1_95,Prepare_acceptance_pack,,2004-02-10 20:43:39,Variant 4,4,
b1_98,Assess_eligibility,,2004-02-10 20:46:34,Variant 3,3,
b1_97,Assess_loan_risk,,2004-02-10 20:52:13,Variant 15,15,
b1_99,Check_if_home_insurance_quote_is_requested,,2004-02-10 20:56:34,Variant 8,8,
b1_102,Loan__application_received,,2004-02-10 21:00:00,Variant 3,3,
b1_102,Check__application__form_completeness,,2004-02-10 21:03:13,Variant 3,3,
b1_102,Check_credit_history,,2004-02-10 21:10:07,Variant 3,3,
b1_102,Assess_loan_risk,,2004-02-10 21:18:02,Variant 3,3,
b1_103,Loan__application_received,,2004-02-10 21:30:00,Variant 1,1,
b1_98,Reject_application,,2004-02-10 21:31:30,Variant 3,3,
b1_98,Loan_application_rejected,,2004-02-10 21:31:30,Variant 3,3,False
b1_95,Check_if_home_insurance_quote_is_requested,,2004-02-10 21:33:48,Variant 4,4,
b1_99,Send_home_insurance_quote,,2004-02-10 21:38:43,Variant 8,8,
b1_101,Check__application__form_completeness,,2004-02-10 21:43:19,Variant 21,21,
b1_95,Send_acceptance_pack,,2004-02-10 21:44:12,Variant 4,4,
b1_103,Check__application__form_completeness,,2004-02-10 21:48:18,Variant 1,1,
b1_102,Appraise_property,,2004-02-10 21:54:26,Variant 3,3,
b1_104,Loan__application_received,,2004-02-10 22:00:00,Variant 7,7,
b1_100,Assess_eligibility,,2004-02-10 22:02:15,Variant 1,1,
b1_94,Assess_loan_risk,,2004-02-10 22:03:51,Variant 1,1,
